T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2018-2019

"YEAR","REGION","COUNTY NAME","GENDER","GRADE","ENROLLMENT"
"2018-2019",07,"SMITH COUNTY","MALE","Grade 1",1423
"2018-2019",07,"SMITH COUNTY","FEMALE","Grade 2",1363
"2018-2019",07,"SMITH COUNTY","MALE","Grade 2",1511
"2018-2019",07,"SMITH COUNTY","FEMALE","Grade 3",1380
"2018-2019",07,"SMITH COUNTY","MALE","Grade 3",1498
"2018-2019",07,"SMITH COUNTY","FEMALE","Grade 4",1437
"2018-2019",07,"SMITH COUNTY","MALE","Grade 4",1495
"2018-2019",07,"SMITH COUNTY","FEMALE","Grade 5",1431
"2018-2019",07,"SMITH COUNTY","MALE","Grade 5",1548
"2018-2019",07,"SMITH COUNTY","FEMALE","Grade 6",1535
"2018-2019",07,"SMITH COUNTY","MALE","Grade 6",1576
"2018-2019",07,"SMITH COUNTY","FEMALE","Grade 7",1460
"2018-2019",07,"SMITH COUNTY","MALE","Grade 7",1525
"2018-2019",07,"SMITH COUNTY","FEMALE","Grade 8",1430
"2018-2019",07,"SMITH COUNTY","MALE","Grade 8",1552
"2018-2019",07,"SMITH COUNTY","FEMALE","Grade 9",1462
"2018-2019",07,"SMITH COUNTY","MALE","Grade 9",1597
"2018-2019",07,"SMITH COUNTY","FEMALE","Grade 10",1397
"2018-2019",07,"SMITH COUNTY","MALE","Grade 10",1453
"2018-2019",07,"SMITH COUNTY","FEMALE","Grade 11",1308
"2018-2019",07,"SMITH COUNTY","MALE","Grade 11",1343
"2018-2019",07,"SMITH COUNTY","FEMALE","Grade 12",1174
"2018-2019",07,"SMITH COUNTY","MALE","Grade 12",1283
"2018-2019",11,"SOMERVELL COUNTY","FEMALE","Early Education",-999
"2018-2019",11,"SOMERVELL COUNTY","MALE","Early Education",-999
"2018-2019",11,"SOMERVELL COUNTY","FEMALE","Pre-kindergarten",-999
"2018-2019",11,"SOMERVELL COUNTY","MALE","Pre-kindergarten",-999
"2018-2019",11,"SOMERVELL COUNTY","FEMALE","Kindergarten",87
"2018-2019",11,"SOMERVELL COUNTY","MALE","Kindergarten",67
"2018-2019",11,"SOMERVELL COUNTY","FEMALE","Grade 1",65
"2018-2019",11,"SOMERVELL COUNTY","MALE","Grade 1",72
"2018-2019",11,"SOMERVELL COUNTY","FEMALE","Grade 2",60
"2018-2019",11,"SOMERVELL COUNTY","MALE","Grade 2",73
"2018-2019",11,"SOMERVELL COUNTY","FEMALE","Grade 3",69
"2018-2019",11,"SOMERVELL COUNTY","MALE","Grade 3",64
"2018-2019",11,"SOMERVELL COUNTY","FEMALE","Grade 4",72
"2018-2019",11,"SOMERVELL COUNTY","MALE","Grade 4",81
"2018-2019",11,"SOMERVELL COUNTY","FEMALE","Grade 5",62
"2018-2019",11,"SOMERVELL COUNTY","MALE","Grade 5",81
"2018-2019",11,"SOMERVELL COUNTY","FEMALE","Grade 6",83
"2018-2019",11,"SOMERVELL COUNTY","MALE","Grade 6",81
"2018-2019",11,"SOMERVELL COUNTY","FEMALE","Grade 7",86
"2018-2019",11,"SOMERVELL COUNTY","MALE","Grade 7",78
"2018-2019",11,"SOMERVELL COUNTY","FEMALE","Grade 8",69
"2018-2019",11,"SOMERVELL COUNTY","MALE","Grade 8",95
"2018-2019",11,"SOMERVELL COUNTY","FEMALE","Grade 9",88
"2018-2019",11,"SOMERVELL COUNTY","MALE","Grade 9",77
"2018-2019",11,"SOMERVELL COUNTY","FEMALE","Grade 10",99
"2018-2019",11,"SOMERVELL COUNTY","MALE","Grade 10",86
"2018-2019",11,"SOMERVELL COUNTY","FEMALE","Grade 11",78
"2018-2019",11,"SOMERVELL COUNTY","MALE","Grade 11",94
"2018-2019",11,"SOMERVELL COUNTY","FEMALE","Grade 12",87
"2018-2019",11,"SOMERVELL COUNTY","MALE","Grade 12",67
"2018-2019",01,"STARR COUNTY","FEMALE","Early Education",22
"2018-2019",01,"STARR COUNTY","MALE","Early Education",50
"2018-2019",01,"STARR COUNTY","FEMALE","Pre-kindergarten",476
"2018-2019",01,"STARR COUNTY","MALE","Pre-kindergarten",433
"2018-2019",01,"STARR COUNTY","FEMALE","Kindergarten",505
"2018-2019",01,"STARR COUNTY","MALE","Kindergarten",553
"2018-2019",01,"STARR COUNTY","FEMALE","Grade 1",529
"2018-2019",01,"STARR COUNTY","MALE","Grade 1",554
"2018-2019",01,"STARR COUNTY","FEMALE","Grade 2",591
"2018-2019",01,"STARR COUNTY","MALE","Grade 2",600
"2018-2019",01,"STARR COUNTY","FEMALE","Grade 3",587
"2018-2019",01,"STARR COUNTY","MALE","Grade 3",633
"2018-2019",01,"STARR COUNTY","FEMALE","Grade 4",617
"2018-2019",01,"STARR COUNTY","MALE","Grade 4",597
"2018-2019",01,"STARR COUNTY","FEMALE","Grade 5",595
"2018-2019",01,"STARR COUNTY","MALE","Grade 5",593
"2018-2019",01,"STARR COUNTY","FEMALE","Grade 6",589
"2018-2019",01,"STARR COUNTY","MALE","Grade 6",592
"2018-2019",01,"STARR COUNTY","FEMALE","Grade 7",618
"2018-2019",01,"STARR COUNTY","MALE","Grade 7",644
"2018-2019",01,"STARR COUNTY","FEMALE","Grade 8",644
"2018-2019",01,"STARR COUNTY","MALE","Grade 8",653
"2018-2019",01,"STARR COUNTY","FEMALE","Grade 9",655
"2018-2019",01,"STARR COUNTY","MALE","Grade 9",664
"2018-2019",01,"STARR COUNTY","FEMALE","Grade 10",626
"2018-2019",01,"STARR COUNTY","MALE","Grade 10",664
"2018-2019",01,"STARR COUNTY","FEMALE","Grade 11",564
"2018-2019",01,"STARR COUNTY","MALE","Grade 11",577
"2018-2019",01,"STARR COUNTY","FEMALE","Grade 12",629
"2018-2019",01,"STARR COUNTY","MALE","Grade 12",591
"2018-2019",14,"STEPHENS COUNTY","MALE","Early Education",-999
"2018-2019",14,"STEPHENS COUNTY","FEMALE","Pre-kindergarten",-999
"2018-2019",14,"STEPHENS COUNTY","MALE","Pre-kindergarten",-999
"2018-2019",14,"STEPHENS COUNTY","FEMALE","Kindergarten",52
"2018-2019",14,"STEPHENS COUNTY","MALE","Kindergarten",52
"2018-2019",14,"STEPHENS COUNTY","FEMALE","Grade 1",45
"2018-2019",14,"STEPHENS COUNTY","MALE","Grade 1",55
"2018-2019",14,"STEPHENS COUNTY","FEMALE","Grade 2",51
"2018-2019",14,"STEPHENS COUNTY","MALE","Grade 2",47
"2018-2019",14,"STEPHENS COUNTY","FEMALE","Grade 3",58
"2018-2019",14,"STEPHENS COUNTY","MALE","Grade 3",55
"2018-2019",14,"STEPHENS COUNTY","FEMALE","Grade 4",49
"2018-2019",14,"STEPHENS COUNTY","MALE","Grade 4",59
"2018-2019",14,"STEPHENS COUNTY","FEMALE","Grade 5",52
"2018-2019",14,"STEPHENS COUNTY","MALE","Grade 5",66
"2018-2019",14,"STEPHENS COUNTY","FEMALE","Grade 6",54
"2018-2019",14,"STEPHENS COUNTY","MALE","Grade 6",62
"2018-2019",14,"STEPHENS COUNTY","FEMALE","Grade 7",56
"2018-2019",14,"STEPHENS COUNTY","MALE","Grade 7",65
"2018-2019",14,"STEPHENS COUNTY","FEMALE","Grade 8",57
"2018-2019",14,"STEPHENS COUNTY","MALE","Grade 8",52
"2018-2019",14,"STEPHENS COUNTY","FEMALE","Grade 9",58
"2018-2019",14,"STEPHENS COUNTY","MALE","Grade 9",73
"2018-2019",14,"STEPHENS COUNTY","FEMALE","Grade 10",60
"2018-2019",14,"STEPHENS COUNTY","MALE","Grade 10",41
"2018-2019",14,"STEPHENS COUNTY","FEMALE","Grade 11",58
"2018-2019",14,"STEPHENS COUNTY","MALE","Grade 11",61
"2018-2019",14,"STEPHENS COUNTY","FEMALE","Grade 12",34
"2018-2019",14,"STEPHENS COUNTY","MALE","Grade 12",41
"2018-2019",15,"STERLING COUNTY","FEMALE","Early Education",-999
"2018-2019",15,"STERLING COUNTY","MALE","Early Education",-999
"2018-2019",15,"STERLING COUNTY","FEMALE","Kindergarten",10
"2018-2019",15,"STERLING COUNTY","MALE","Kindergarten",8
"2018-2019",15,"STERLING COUNTY","FEMALE","Grade 1",-999
"2018-2019",15,"STERLING COUNTY","MALE","Grade 1",-999
"2018-2019",15,"STERLING COUNTY","FEMALE","Grade 2",-999
"2018-2019",15,"STERLING COUNTY","MALE","Grade 2",-999
"2018-2019",15,"STERLING COUNTY","FEMALE","Grade 3",16
"2018-2019",15,"STERLING COUNTY","MALE","Grade 3",12
"2018-2019",15,"STERLING COUNTY","FEMALE","Grade 4",18
"2018-2019",15,"STERLING COUNTY","MALE","Grade 4",24
"2018-2019",15,"STERLING COUNTY","FEMALE","Grade 5",11
"2018-2019",15,"STERLING COUNTY","MALE","Grade 5",13
"2018-2019",15,"STERLING COUNTY","FEMALE","Grade 6",16
"2018-2019",15,"STERLING COUNTY","MALE","Grade 6",10
"2018-2019",15,"STERLING COUNTY","FEMALE","Grade 7",15
"2018-2019",15,"STERLING COUNTY","MALE","Grade 7",16
"2018-2019",15,"STERLING COUNTY","FEMALE","Grade 8",12
"2018-2019",15,"STERLING COUNTY","MALE","Grade 8",16
"2018-2019",15,"STERLING COUNTY","FEMALE","Grade 9",8
"2018-2019",15,"STERLING COUNTY","MALE","Grade 9",14
"2018-2019",15,"STERLING COUNTY","FEMALE","Grade 10",15
"2018-2019",15,"STERLING COUNTY","MALE","Grade 10",12
"2018-2019",15,"STERLING COUNTY","FEMALE","Grade 11",9
"2018-2019",15,"STERLING COUNTY","MALE","Grade 11",11
"2018-2019",15,"STERLING COUNTY","FEMALE","Grade 12",9
"2018-2019",15,"STERLING COUNTY","MALE","Grade 12",16
"2018-2019",14,"STONEWALL COUNTY","MALE","Early Education",-999
"2018-2019",14,"STONEWALL COUNTY","FEMALE","Pre-kindergarten",12
"2018-2019",14,"STONEWALL COUNTY","MALE","Pre-kindergarten",13
"2018-2019",14,"STONEWALL COUNTY","FEMALE","Kindergarten",-999
"2018-2019",14,"STONEWALL COUNTY","MALE","Kindergarten",-999
"2018-2019",14,"STONEWALL COUNTY","FEMALE","Grade 1",5
"2018-2019",14,"STONEWALL COUNTY","MALE","Grade 1",9
"2018-2019",14,"STONEWALL COUNTY","FEMALE","Grade 2",6
"2018-2019",14,"STONEWALL COUNTY","MALE","Grade 2",5
"2018-2019",14,"STONEWALL COUNTY","FEMALE","Grade 3",9
"2018-2019",14,"STONEWALL COUNTY","MALE","Grade 3",6
"2018-2019",14,"STONEWALL COUNTY","FEMALE","Grade 4",5
"2018-2019",14,"STONEWALL COUNTY","MALE","Grade 4",5
"2018-2019",14,"STONEWALL COUNTY","FEMALE","Grade 5",6
"2018-2019",14,"STONEWALL COUNTY","MALE","Grade 5",7
"2018-2019",14,"STONEWALL COUNTY","FEMALE","Grade 6",11
"2018-2019",14,"STONEWALL COUNTY","MALE","Grade 6",5
"2018-2019",14,"STONEWALL COUNTY","FEMALE","Grade 7",10
"2018-2019",14,"STONEWALL COUNTY","MALE","Grade 7",10
"2018-2019",14,"STONEWALL COUNTY","FEMALE","Grade 8",5
"2018-2019",14,"STONEWALL COUNTY","MALE","Grade 8",9
"2018-2019",14,"STONEWALL COUNTY","FEMALE","Grade 9",11
"2018-2019",14,"STONEWALL COUNTY","MALE","Grade 9",5
"2018-2019",14,"STONEWALL COUNTY","FEMALE","Grade 10",13
"2018-2019",14,"STONEWALL COUNTY","MALE","Grade 10",9
"2018-2019",14,"STONEWALL COUNTY","FEMALE","Grade 11",4
"2018-2019",14,"STONEWALL COUNTY","MALE","Grade 11",12
"2018-2019",14,"STONEWALL COUNTY","FEMALE","Grade 12",10
"2018-2019",14,"STONEWALL COUNTY","MALE","Grade 12",6
"2018-2019",15,"SUTTON COUNTY","FEMALE","Early Education",-999
"2018-2019",15,"SUTTON COUNTY","MALE","Early Education",-999
"2018-2019",15,"SUTTON COUNTY","FEMALE","Pre-kindergarten",-999
"2018-2019",15,"SUTTON COUNTY","MALE","Pre-kindergarten",-999
"2018-2019",15,"SUTTON COUNTY","FEMALE","Kindergarten",29
"2018-2019",15,"SUTTON COUNTY","MALE","Kindergarten",26
"2018-2019",15,"SUTTON COUNTY","FEMALE","Grade 1",20
"2018-2019",15,"SUTTON COUNTY","MALE","Grade 1",32
"2018-2019",15,"SUTTON COUNTY","FEMALE","Grade 2",27
"2018-2019",15,"SUTTON COUNTY","MALE","Grade 2",29
"2018-2019",15,"SUTTON COUNTY","FEMALE","Grade 3",24
"2018-2019",15,"SUTTON COUNTY","MALE","Grade 3",27
"2018-2019",15,"SUTTON COUNTY","FEMALE","Grade 4",31
"2018-2019",15,"SUTTON COUNTY","MALE","Grade 4",33
"2018-2019",15,"SUTTON COUNTY","FEMALE","Grade 5",24
"2018-2019",15,"SUTTON COUNTY","MALE","Grade 5",32
"2018-2019",15,"SUTTON COUNTY","FEMALE","Grade 6",-999
"2018-2019",15,"SUTTON COUNTY","MALE","Grade 6",-999
"2018-2019",15,"SUTTON COUNTY","FEMALE","Grade 7",28
"2018-2019",15,"SUTTON COUNTY","MALE","Grade 7",29
"2018-2019",15,"SUTTON COUNTY","FEMALE","Grade 8",24
"2018-2019",15,"SUTTON COUNTY","MALE","Grade 8",36
"2018-2019",15,"SUTTON COUNTY","FEMALE","Grade 9",37
"2018-2019",15,"SUTTON COUNTY","MALE","Grade 9",28
"2018-2019",15,"SUTTON COUNTY","FEMALE","Grade 10",26
"2018-2019",15,"SUTTON COUNTY","MALE","Grade 10",28
"2018-2019",15,"SUTTON COUNTY","FEMALE","Grade 11",32
"2018-2019",15,"SUTTON COUNTY","MALE","Grade 11",39
"2018-2019",15,"SUTTON COUNTY","FEMALE","Grade 12",36
"2018-2019",15,"SUTTON COUNTY","MALE","Grade 12",31
"2018-2019",16,"SWISHER COUNTY","MALE","Early Education",11
"2018-2019",16,"SWISHER COUNTY","FEMALE","Pre-kindergarten",40
"2018-2019",16,"SWISHER COUNTY","MALE","Pre-kindergarten",37
"2018-2019",16,"SWISHER COUNTY","FEMALE","Kindergarten",60
"2018-2019",16,"SWISHER COUNTY","MALE","Kindergarten",54
"2018-2019",16,"SWISHER COUNTY","FEMALE","Grade 1",52
"2018-2019",16,"SWISHER COUNTY","MALE","Grade 1",56
"2018-2019",16,"SWISHER COUNTY","FEMALE","Grade 2",44
"2018-2019",16,"SWISHER COUNTY","MALE","Grade 2",60
"2018-2019",16,"SWISHER COUNTY","FEMALE","Grade 3",61
"2018-2019",16,"SWISHER COUNTY","MALE","Grade 3",66
"2018-2019",16,"SWISHER COUNTY","FEMALE","Grade 4",59
"2018-2019",16,"SWISHER COUNTY","MALE","Grade 4",68
"2018-2019",16,"SWISHER COUNTY","FEMALE","Grade 5",71
"2018-2019",16,"SWISHER COUNTY","MALE","Grade 5",51
"2018-2019",16,"SWISHER COUNTY","FEMALE","Grade 6",62
"2018-2019",16,"SWISHER COUNTY","MALE","Grade 6",70
"2018-2019",16,"SWISHER COUNTY","FEMALE","Grade 7",61
"2018-2019",16,"SWISHER COUNTY","MALE","Grade 7",56
"2018-2019",16,"SWISHER COUNTY","FEMALE","Grade 8",68
"2018-2019",16,"SWISHER COUNTY","MALE","Grade 8",68
"2018-2019",16,"SWISHER COUNTY","FEMALE","Grade 9",46
"2018-2019",16,"SWISHER COUNTY","MALE","Grade 9",79
"2018-2019",16,"SWISHER COUNTY","FEMALE","Grade 10",47
"2018-2019",16,"SWISHER COUNTY","MALE","Grade 10",58
"2018-2019",16,"SWISHER COUNTY","FEMALE","Grade 11",47
"2018-2019",16,"SWISHER COUNTY","MALE","Grade 11",51
"2018-2019",16,"SWISHER COUNTY","FEMALE","Grade 12",44
"2018-2019",16,"SWISHER COUNTY","MALE","Grade 12",62
"2018-2019",11,"TARRANT COUNTY","FEMALE","Early Education",481
"2018-2019",11,"TARRANT COUNTY","MALE","Early Education",1165
"2018-2019",11,"TARRANT COUNTY","FEMALE","Pre-kindergarten",7217
"2018-2019",11,"TARRANT COUNTY","MALE","Pre-kindergarten",7341
"2018-2019",11,"TARRANT COUNTY","FEMALE","Kindergarten",11893
"2018-2019",11,"TARRANT COUNTY","MALE","Kindergarten",12568
"2018-2019",11,"TARRANT COUNTY","FEMALE","Grade 1",12193
"2018-2019",11,"TARRANT COUNTY","MALE","Grade 1",12766
"2018-2019",11,"TARRANT COUNTY","FEMALE","Grade 2",12331
"2018-2019",11,"TARRANT COUNTY","MALE","Grade 2",13053
"2018-2019",11,"TARRANT COUNTY","FEMALE","Grade 3",12616
"2018-2019",11,"TARRANT COUNTY","MALE","Grade 3",13429
"2018-2019",11,"TARRANT COUNTY","FEMALE","Grade 4",13479
"2018-2019",11,"TARRANT COUNTY","MALE","Grade 4",13872
"2018-2019",11,"TARRANT COUNTY","FEMALE","Grade 5",13757
"2018-2019",11,"TARRANT COUNTY","MALE","Grade 5",14348
"2018-2019",11,"TARRANT COUNTY","FEMALE","Grade 6",13144
"2018-2019",11,"TARRANT COUNTY","MALE","Grade 6",14263
"2018-2019",11,"TARRANT COUNTY","FEMALE","Grade 7",13370
"2018-2019",11,"TARRANT COUNTY","MALE","Grade 7",13948
"2018-2019",11,"TARRANT COUNTY","FEMALE","Grade 8",13103
"2018-2019",11,"TARRANT COUNTY","MALE","Grade 8",13881
"2018-2019",11,"TARRANT COUNTY","FEMALE","Grade 9",14200
"2018-2019",11,"TARRANT COUNTY","MALE","Grade 9",15420
"2018-2019",11,"TARRANT COUNTY","FEMALE","Grade 10",13046
"2018-2019",11,"TARRANT COUNTY","MALE","Grade 10",13908
"2018-2019",11,"TARRANT COUNTY","FEMALE","Grade 11",12143
"2018-2019",11,"TARRANT COUNTY","MALE","Grade 11",12591
"2018-2019",11,"TARRANT COUNTY","FEMALE","Grade 12",11764
"2018-2019",11,"TARRANT COUNTY","MALE","Grade 12",11796
"2018-2019",14,"TAYLOR COUNTY","FEMALE","Early Education",102
"2018-2019",14,"TAYLOR COUNTY","MALE","Early Education",130
"2018-2019",14,"TAYLOR COUNTY","FEMALE","Pre-kindergarten",541
"2018-2019",14,"TAYLOR COUNTY","MALE","Pre-kindergarten",552
"2018-2019",14,"TAYLOR COUNTY","FEMALE","Kindergarten",1486
"2018-2019",14,"TAYLOR COUNTY","MALE","Kindergarten",1494
"2018-2019",14,"TAYLOR COUNTY","FEMALE","Grade 1",1582
"2018-2019",14,"TAYLOR COUNTY","MALE","Grade 1",1481
"2018-2019",14,"TAYLOR COUNTY","FEMALE","Grade 2",1440
"2018-2019",14,"TAYLOR COUNTY","MALE","Grade 2",1496
"2018-2019",14,"TAYLOR COUNTY","FEMALE","Grade 3",1506
"2018-2019",14,"TAYLOR COUNTY","MALE","Grade 3",1442
"2018-2019",14,"TAYLOR COUNTY","FEMALE","Grade 4",1474
"2018-2019",14,"TAYLOR COUNTY","MALE","Grade 4",1398
"2018-2019",14,"TAYLOR COUNTY","FEMALE","Grade 5",1390
"2018-2019",14,"TAYLOR COUNTY","MALE","Grade 5",1585
"2018-2019",14,"TAYLOR COUNTY","FEMALE","Grade 6",1407
"2018-2019",14,"TAYLOR COUNTY","MALE","Grade 6",1475
"2018-2019",14,"TAYLOR COUNTY","FEMALE","Grade 7",1390
"2018-2019",14,"TAYLOR COUNTY","MALE","Grade 7",1409
"2018-2019",14,"TAYLOR COUNTY","FEMALE","Grade 8",1406
"2018-2019",14,"TAYLOR COUNTY","MALE","Grade 8",1417
"2018-2019",14,"TAYLOR COUNTY","FEMALE","Grade 9",1265
"2018-2019",14,"TAYLOR COUNTY","MALE","Grade 9",1341
"2018-2019",14,"TAYLOR COUNTY","FEMALE","Grade 10",1109
"2018-2019",14,"TAYLOR COUNTY","MALE","Grade 10",1002
"2018-2019",14,"TAYLOR COUNTY","FEMALE","Grade 11",1015
"2018-2019",14,"TAYLOR COUNTY","MALE","Grade 11",935
"2018-2019",14,"TAYLOR COUNTY","FEMALE","Grade 12",853
"2018-2019",14,"TAYLOR COUNTY","MALE","Grade 12",803
"2018-2019",18,"TERRELL COUNTY","FEMALE","Pre-kindergarten",-999
"2018-2019",18,"TERRELL COUNTY","MALE","Pre-kindergarten",-999
"2018-2019",18,"TERRELL COUNTY","FEMALE","Kindergarten",8
"2018-2019",18,"TERRELL COUNTY","MALE","Kindergarten",3
"2018-2019",18,"TERRELL COUNTY","FEMALE","Grade 1",6
"2018-2019",18,"TERRELL COUNTY","MALE","Grade 1",4
"2018-2019",18,"TERRELL COUNTY","FEMALE","Grade 2",3
"2018-2019",18,"TERRELL COUNTY","MALE","Grade 2",4
"2018-2019",18,"TERRELL COUNTY","FEMALE","Grade 3",7
"2018-2019",18,"TERRELL COUNTY","MALE","Grade 3",6
"2018-2019",18,"TERRELL COUNTY","FEMALE","Grade 4",4
"2018-2019",18,"TERRELL COUNTY","MALE","Grade 4",5
"2018-2019",18,"TERRELL COUNTY","FEMALE","Grade 5",-999
"2018-2019",18,"TERRELL COUNTY","MALE","Grade 5",-999
"2018-2019",18,"TERRELL COUNTY","FEMALE","Grade 6",5
"2018-2019",18,"TERRELL COUNTY","MALE","Grade 6",4
"2018-2019",18,"TERRELL COUNTY","FEMALE","Grade 7",3
"2018-2019",18,"TERRELL COUNTY","MALE","Grade 7",3
"2018-2019",18,"TERRELL COUNTY","FEMALE","Grade 8",4
"2018-2019",18,"TERRELL COUNTY","MALE","Grade 8",8
"2018-2019",18,"TERRELL COUNTY","FEMALE","Grade 9",3
"2018-2019",18,"TERRELL COUNTY","MALE","Grade 9",3
"2018-2019",18,"TERRELL COUNTY","FEMALE","Grade 10",3
"2018-2019",18,"TERRELL COUNTY","MALE","Grade 10",5
"2018-2019",18,"TERRELL COUNTY","FEMALE","Grade 11",3
"2018-2019",18,"TERRELL COUNTY","MALE","Grade 11",4
"2018-2019",18,"TERRELL COUNTY","FEMALE","Grade 12",-999
"2018-2019",18,"TERRELL COUNTY","MALE","Grade 12",-999
"2018-2019",17,"TERRY COUNTY","FEMALE","Early Education",-999
"2018-2019",17,"TERRY COUNTY","MALE","Early Education",-999
"2018-2019",17,"TERRY COUNTY","FEMALE","Pre-kindergarten",104
"2018-2019",17,"TERRY COUNTY","MALE","Pre-kindergarten",92
"2018-2019",17,"TERRY COUNTY","FEMALE","Kindergarten",71
"2018-2019",17,"TERRY COUNTY","MALE","Kindergarten",92
"2018-2019",17,"TERRY COUNTY","FEMALE","Grade 1",81
"2018-2019",17,"TERRY COUNTY","MALE","Grade 1",85
"2018-2019",17,"TERRY COUNTY","FEMALE","Grade 2",81
"2018-2019",17,"TERRY COUNTY","MALE","Grade 2",74
"2018-2019",17,"TERRY COUNTY","FEMALE","Grade 3",83
"2018-2019",17,"TERRY COUNTY","MALE","Grade 3",84
"2018-2019",17,"TERRY COUNTY","FEMALE","Grade 4",97
"2018-2019",17,"TERRY COUNTY","MALE","Grade 4",96
"2018-2019",17,"TERRY COUNTY","FEMALE","Grade 5",79
"2018-2019",17,"TERRY COUNTY","MALE","Grade 5",92
"2018-2019",17,"TERRY COUNTY","FEMALE","Grade 6",90
"2018-2019",17,"TERRY COUNTY","MALE","Grade 6",90
"2018-2019",17,"TERRY COUNTY","FEMALE","Grade 7",82
"2018-2019",17,"TERRY COUNTY","MALE","Grade 7",88
"2018-2019",17,"TERRY COUNTY","FEMALE","Grade 8",-999
"2018-2019",17,"TERRY COUNTY","MALE","Grade 8",-999
"2018-2019",17,"TERRY COUNTY","FEMALE","Grade 9",87
"2018-2019",17,"TERRY COUNTY","MALE","Grade 9",85
"2018-2019",17,"TERRY COUNTY","FEMALE","Grade 10",86
"2018-2019",17,"TERRY COUNTY","MALE","Grade 10",79
"2018-2019",17,"TERRY COUNTY","FEMALE","Grade 11",68
"2018-2019",17,"TERRY COUNTY","MALE","Grade 11",76
"2018-2019",17,"TERRY COUNTY","FEMALE","Grade 12",-999
"2018-2019",17,"TERRY COUNTY","MALE","Grade 12",-999
"2018-2019",09,"THROCKMORTON COUNTY","FEMALE","Pre-kindergarten",11
"2018-2019",09,"THROCKMORTON COUNTY","MALE","Pre-kindergarten",11
"2018-2019",09,"THROCKMORTON COUNTY","FEMALE","Kindergarten",13
"2018-2019",09,"THROCKMORTON COUNTY","MALE","Kindergarten",5
"2018-2019",09,"THROCKMORTON COUNTY","FEMALE","Grade 1",10
"2018-2019",09,"THROCKMORTON COUNTY","MALE","Grade 1",7
"2018-2019",09,"THROCKMORTON COUNTY","FEMALE","Grade 2",4
"2018-2019",09,"THROCKMORTON COUNTY","MALE","Grade 2",11
"2018-2019",09,"THROCKMORTON COUNTY","FEMALE","Grade 3",9
"2018-2019",09,"THROCKMORTON COUNTY","MALE","Grade 3",9
"2018-2019",09,"THROCKMORTON COUNTY","FEMALE","Grade 4",10
"2018-2019",09,"THROCKMORTON COUNTY","MALE","Grade 4",10
"2018-2019",09,"THROCKMORTON COUNTY","FEMALE","Grade 5",11
"2018-2019",09,"THROCKMORTON COUNTY","MALE","Grade 5",12
"2018-2019",09,"THROCKMORTON COUNTY","FEMALE","Grade 6",13
"2018-2019",09,"THROCKMORTON COUNTY","MALE","Grade 6",12
"2018-2019",09,"THROCKMORTON COUNTY","FEMALE","Grade 7",9
"2018-2019",09,"THROCKMORTON COUNTY","MALE","Grade 7",13
"2018-2019",09,"THROCKMORTON COUNTY","FEMALE","Grade 8",8
"2018-2019",09,"THROCKMORTON COUNTY","MALE","Grade 8",15
"2018-2019",09,"THROCKMORTON COUNTY","FEMALE","Grade 9",10
"2018-2019",09,"THROCKMORTON COUNTY","MALE","Grade 9",9
"2018-2019",09,"THROCKMORTON COUNTY","FEMALE","Grade 10",8
"2018-2019",09,"THROCKMORTON COUNTY","MALE","Grade 10",9
"2018-2019",09,"THROCKMORTON COUNTY","FEMALE","Grade 11",10
"2018-2019",09,"THROCKMORTON COUNTY","MALE","Grade 11",18
"2018-2019",09,"THROCKMORTON COUNTY","FEMALE","Grade 12",12
"2018-2019",09,"THROCKMORTON COUNTY","MALE","Grade 12",12
"2018-2019",08,"TITUS COUNTY","FEMALE","Early Education",53
"2018-2019",08,"TITUS COUNTY","MALE","Early Education",51
"2018-2019",08,"TITUS COUNTY","FEMALE","Pre-kindergarten",212
"2018-2019",08,"TITUS COUNTY","MALE","Pre-kindergarten",213
"2018-2019",08,"TITUS COUNTY","FEMALE","Kindergarten",238
"2018-2019",08,"TITUS COUNTY","MALE","Kindergarten",266
"2018-2019",08,"TITUS COUNTY","FEMALE","Grade 1",226
"2018-2019",08,"TITUS COUNTY","MALE","Grade 1",265
"2018-2019",08,"TITUS COUNTY","FEMALE","Grade 2",247
"2018-2019",08,"TITUS COUNTY","MALE","Grade 2",225
"2018-2019",08,"TITUS COUNTY","FEMALE","Grade 3",248
"2018-2019",08,"TITUS COUNTY","MALE","Grade 3",248
"2018-2019",08,"TITUS COUNTY","FEMALE","Grade 4",283
"2018-2019",08,"TITUS COUNTY","MALE","Grade 4",282
"2018-2019",08,"TITUS COUNTY","FEMALE","Grade 5",269
"2018-2019",08,"TITUS COUNTY","MALE","Grade 5",293
"2018-2019",08,"TITUS COUNTY","FEMALE","Grade 6",266
"2018-2019",08,"TITUS COUNTY","MALE","Grade 6",278
"2018-2019",08,"TITUS COUNTY","FEMALE","Grade 7",252
"2018-2019",08,"TITUS COUNTY","MALE","Grade 7",258
"2018-2019",08,"TITUS COUNTY","FEMALE","Grade 8",261
"2018-2019",08,"TITUS COUNTY","MALE","Grade 8",263
"2018-2019",08,"TITUS COUNTY","FEMALE","Grade 9",278
"2018-2019",08,"TITUS COUNTY","MALE","Grade 9",265
"2018-2019",08,"TITUS COUNTY","FEMALE","Grade 10",236
"2018-2019",08,"TITUS COUNTY","MALE","Grade 10",212
"2018-2019",08,"TITUS COUNTY","FEMALE","Grade 11",221
