"Year","Region","County Name","District Name","District Number","Charter Status","Gender Name","Enrollment by Gender"
"2017-2018",02,"KLEBERG COUNTY","RICARDO ISD",137902,"TRADITIONAL ISD/CSD","Female",345
"2017-2018",02,"KLEBERG COUNTY","RICARDO ISD",137902,"TRADITIONAL ISD/CSD","Male",343
"2017-2018",03,"COLORADO COUNTY","RICE CISD",045903,"TRADITIONAL ISD/CSD","Female",637
"2017-2018",03,"COLORADO COUNTY","RICE CISD",045903,"TRADITIONAL ISD/CSD","Male",725
"2017-2018",12,"NAVARRO COUNTY","RICE ISD",175911,"TRADITIONAL ISD/CSD","Female",427
"2017-2018",12,"NAVARRO COUNTY","RICE ISD",175911,"TRADITIONAL ISD/CSD","Male",468
"2017-2018",20,"BELL COUNTY","RICHARD MILBURN ALTER HIGH SCHOOL",014801,"OPEN ENROLLMENT CHARTER","Female",1120
"2017-2018",20,"BELL COUNTY","RICHARD MILBURN ALTER HIGH SCHOOL",014801,"OPEN ENROLLMENT CHARTER","Male",1104
"2017-2018",06,"GRIMES COUNTY","RICHARDS ISD",093905,"TRADITIONAL ISD/CSD","Female",71
"2017-2018",06,"GRIMES COUNTY","RICHARDS ISD",093905,"TRADITIONAL ISD/CSD","Male",92
"2017-2018",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"TRADITIONAL ISD/CSD","Female",19186
"2017-2018",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"TRADITIONAL ISD/CSD","Male",20128
"2017-2018",10,"DALLAS COUNTY","RICHLAND COLLEGIATE HIGH SCHOOL",057840,"OPEN ENROLLMENT CHARTER","Female",380
"2017-2018",10,"DALLAS COUNTY","RICHLAND COLLEGIATE HIGH SCHOOL",057840,"OPEN ENROLLMENT CHARTER","Male",202
"2017-2018",15,"SAN SABA COUNTY","RICHLAND SPRINGS ISD",206902,"TRADITIONAL ISD/CSD","Female",55
"2017-2018",15,"SAN SABA COUNTY","RICHLAND SPRINGS ISD",206902,"TRADITIONAL ISD/CSD","Male",75
"2017-2018",12,"MCLENNAN COUNTY","RIESEL ISD",161912,"TRADITIONAL ISD/CSD","Female",353
"2017-2018",12,"MCLENNAN COUNTY","RIESEL ISD",161912,"TRADITIONAL ISD/CSD","Male",293
"2017-2018",01,"STARR COUNTY","RIO GRANDE CITY CISD",214901,"TRADITIONAL ISD/CSD","Female",5147
"2017-2018",01,"STARR COUNTY","RIO GRANDE CITY CISD",214901,"TRADITIONAL ISD/CSD","Male",5313
"2017-2018",01,"CAMERON COUNTY","RIO HONDO ISD",031911,"TRADITIONAL ISD/CSD","Female",965
"2017-2018",01,"CAMERON COUNTY","RIO HONDO ISD",031911,"TRADITIONAL ISD/CSD","Male",986
"2017-2018",11,"JOHNSON COUNTY","RIO VISTA ISD",126907,"TRADITIONAL ISD/CSD","Female",376
"2017-2018",11,"JOHNSON COUNTY","RIO VISTA ISD",126907,"TRADITIONAL ISD/CSD","Male",356
"2017-2018",17,"LUBBOCK COUNTY","RISE ACADEMY",152802,"OPEN ENROLLMENT CHARTER","Female",159
"2017-2018",17,"LUBBOCK COUNTY","RISE ACADEMY",152802,"OPEN ENROLLMENT CHARTER","Male",148
"2017-2018",14,"EASTLAND COUNTY","RISING STAR ISD",067908,"TRADITIONAL ISD/CSD","Female",82
"2017-2018",14,"EASTLAND COUNTY","RISING STAR ISD",067908,"TRADITIONAL ISD/CSD","Male",72
"2017-2018",16,"POTTER COUNTY","RIVER ROAD ISD",188902,"TRADITIONAL ISD/CSD","Female",646
"2017-2018",16,"POTTER COUNTY","RIVER ROAD ISD",188902,"TRADITIONAL ISD/CSD","Male",632
"2017-2018",08,"RED RIVER COUNTY","RIVERCREST ISD",194903,"TRADITIONAL ISD/CSD","Female",322
"2017-2018",08,"RED RIVER COUNTY","RIVERCREST ISD",194903,"TRADITIONAL ISD/CSD","Male",371
"2017-2018",02,"KLEBERG COUNTY","RIVIERA ISD",137903,"TRADITIONAL ISD/CSD","Female",213
"2017-2018",02,"KLEBERG COUNTY","RIVIERA ISD",137903,"TRADITIONAL ISD/CSD","Male",210
"2017-2018",15,"COKE COUNTY","ROBERT LEE ISD",041902,"TRADITIONAL ISD/CSD","Female",142
"2017-2018",15,"COKE COUNTY","ROBERT LEE ISD",041902,"TRADITIONAL ISD/CSD","Male",141
"2017-2018",12,"MCLENNAN COUNTY","ROBINSON ISD",161922,"TRADITIONAL ISD/CSD","Female",1132
"2017-2018",12,"MCLENNAN COUNTY","ROBINSON ISD",161922,"TRADITIONAL ISD/CSD","Male",1223
"2017-2018",02,"NUECES COUNTY","ROBSTOWN ISD",178909,"TRADITIONAL ISD/CSD","Female",1387
"2017-2018",02,"NUECES COUNTY","ROBSTOWN ISD",178909,"TRADITIONAL ISD/CSD","Male",1402
"2017-2018",14,"FISHER COUNTY","ROBY CISD",076903,"TRADITIONAL ISD/CSD","Female",161
"2017-2018",14,"FISHER COUNTY","ROBY CISD",076903,"TRADITIONAL ISD/CSD","Male",141
"2017-2018",15,"MCCULLOCH COUNTY","ROCHELLE ISD",160904,"TRADITIONAL ISD/CSD","Female",92
"2017-2018",15,"MCCULLOCH COUNTY","ROCHELLE ISD",160904,"TRADITIONAL ISD/CSD","Male",93
"2017-2018",06,"MILAM COUNTY","ROCKDALE ISD",166904,"TRADITIONAL ISD/CSD","Female",718
"2017-2018",06,"MILAM COUNTY","ROCKDALE ISD",166904,"TRADITIONAL ISD/CSD","Male",813
"2017-2018",15,"EDWARDS COUNTY","ROCKSPRINGS ISD",069901,"TRADITIONAL ISD/CSD","Female",127
"2017-2018",15,"EDWARDS COUNTY","ROCKSPRINGS ISD",069901,"TRADITIONAL ISD/CSD","Male",186
"2017-2018",10,"ROCKWALL COUNTY","ROCKWALL ISD",199901,"TRADITIONAL ISD/CSD","Female",7937
"2017-2018",10,"ROCKWALL COUNTY","ROCKWALL ISD",199901,"TRADITIONAL ISD/CSD","Male",8358
"2017-2018",12,"BELL COUNTY","ROGERS ISD",014907,"TRADITIONAL ISD/CSD","Female",421
"2017-2018",12,"BELL COUNTY","ROGERS ISD",014907,"TRADITIONAL ISD/CSD","Male",474
"2017-2018",01,"STARR COUNTY","ROMA ISD",214903,"TRADITIONAL ISD/CSD","Female",3162
"2017-2018",01,"STARR COUNTY","ROMA ISD",214903,"TRADITIONAL ISD/CSD","Male",3219
"2017-2018",17,"LUBBOCK COUNTY","ROOSEVELT ISD",152908,"TRADITIONAL ISD/CSD","Female",535
"2017-2018",17,"LUBBOCK COUNTY","ROOSEVELT ISD",152908,"TRADITIONAL ISD/CSD","Male",558
"2017-2018",17,"HOCKLEY COUNTY","ROPES ISD",110905,"TRADITIONAL ISD/CSD","Female",215
"2017-2018",17,"HOCKLEY COUNTY","ROPES ISD",110905,"TRADITIONAL ISD/CSD","Male",215
"2017-2018",14,"NOLAN COUNTY","ROSCOE COLLEGIATE ISD",177901,"TRADITIONAL ISD/CSD","Female",288
"2017-2018",14,"NOLAN COUNTY","ROSCOE COLLEGIATE ISD",177901,"TRADITIONAL ISD/CSD","Male",332
"2017-2018",12,"FALLS COUNTY","ROSEBUD-LOTT ISD",073905,"TRADITIONAL ISD/CSD","Female",300
"2017-2018",12,"FALLS COUNTY","ROSEBUD-LOTT ISD",073905,"TRADITIONAL ISD/CSD","Male",336
"2017-2018",14,"FISHER COUNTY","ROTAN ISD",076904,"TRADITIONAL ISD/CSD","Female",124
"2017-2018",14,"FISHER COUNTY","ROTAN ISD",076904,"TRADITIONAL ISD/CSD","Male",134
"2017-2018",13,"WILLIAMSON COUNTY","ROUND ROCK ISD",246909,"TRADITIONAL ISD/CSD","Female",23744
"2017-2018",13,"WILLIAMSON COUNTY","ROUND ROCK ISD",246909,"TRADITIONAL ISD/CSD","Male",25342
"2017-2018",13,"FAYETTE COUNTY","ROUND TOP-CARMINE ISD",075908,"TRADITIONAL ISD/CSD","Female",155
"2017-2018",13,"FAYETTE COUNTY","ROUND TOP-CARMINE ISD",075908,"TRADITIONAL ISD/CSD","Male",111
"2017-2018",08,"LAMAR COUNTY","ROXTON ISD",139908,"TRADITIONAL ISD/CSD","Female",79
"2017-2018",08,"LAMAR COUNTY","ROXTON ISD",139908,"TRADITIONAL ISD/CSD","Male",81
"2017-2018",04,"WALLER COUNTY","ROYAL ISD",237905,"TRADITIONAL ISD/CSD","Female",1178
"2017-2018",04,"WALLER COUNTY","ROYAL ISD",237905,"TRADITIONAL ISD/CSD","Male",1234
"2017-2018",10,"ROCKWALL COUNTY","ROYSE CITY ISD",199902,"TRADITIONAL ISD/CSD","Female",2824
"2017-2018",10,"ROCKWALL COUNTY","ROYSE CITY ISD",199902,"TRADITIONAL ISD/CSD","Male",2915
"2017-2018",14,"HASKELL COUNTY","RULE ISD",104903,"TRADITIONAL ISD/CSD","Female",71
"2017-2018",14,"HASKELL COUNTY","RULE ISD",104903,"TRADITIONAL ISD/CSD","Male",71
"2017-2018",03,"KARNES COUNTY","RUNGE ISD",128903,"TRADITIONAL ISD/CSD","Female",136
"2017-2018",03,"KARNES COUNTY","RUNGE ISD",128903,"TRADITIONAL ISD/CSD","Male",142
"2017-2018",07,"CHEROKEE COUNTY","RUSK ISD",037907,"TRADITIONAL ISD/CSD","Female",1031
"2017-2018",07,"CHEROKEE COUNTY","RUSK ISD",037907,"TRADITIONAL ISD/CSD","Male",1079
"2017-2018",10,"GRAYSON COUNTY","S AND S CISD",091914,"TRADITIONAL ISD/CSD","Female",462
"2017-2018",10,"GRAYSON COUNTY","S AND S CISD",091914,"TRADITIONAL ISD/CSD","Male",455
"2017-2018",20,"UVALDE COUNTY","SABINAL ISD",232902,"TRADITIONAL ISD/CSD","Female",220
"2017-2018",20,"UVALDE COUNTY","SABINAL ISD",232902,"TRADITIONAL ISD/CSD","Male",249
"2017-2018",07,"GREGG COUNTY","SABINE ISD",092906,"TRADITIONAL ISD/CSD","Female",739
"2017-2018",07,"GREGG COUNTY","SABINE ISD",092906,"TRADITIONAL ISD/CSD","Male",734
"2017-2018",05,"JEFFERSON COUNTY","SABINE PASS ISD",123913,"TRADITIONAL ISD/CSD","Female",192
"2017-2018",05,"JEFFERSON COUNTY","SABINE PASS ISD",123913,"TRADITIONAL ISD/CSD","Male",180
"2017-2018",09,"MONTAGUE COUNTY","SAINT JO ISD",169911,"TRADITIONAL ISD/CSD","Female",138
"2017-2018",09,"MONTAGUE COUNTY","SAINT JO ISD",169911,"TRADITIONAL ISD/CSD","Male",145
"2017-2018",12,"BELL COUNTY","SALADO ISD",014908,"TRADITIONAL ISD/CSD","Female",885
"2017-2018",12,"BELL COUNTY","SALADO ISD",014908,"TRADITIONAL ISD/CSD","Male",978
"2017-2018",08,"HOPKINS COUNTY","SALTILLO ISD",112909,"TRADITIONAL ISD/CSD","Female",121
"2017-2018",08,"HOPKINS COUNTY","SALTILLO ISD",112909,"TRADITIONAL ISD/CSD","Male",126
"2017-2018",06,"WALKER COUNTY","SAM HOUSTON STATE UNIVERSITY CHART",236802,"OPEN ENROLLMENT CHARTER","Female",76
"2017-2018",06,"WALKER COUNTY","SAM HOUSTON STATE UNIVERSITY CHART",236802,"OPEN ENROLLMENT CHARTER","Male",64
"2017-2018",10,"FANNIN COUNTY","SAM RAYBURN ISD",074917,"TRADITIONAL ISD/CSD","Female",272
"2017-2018",10,"FANNIN COUNTY","SAM RAYBURN ISD",074917,"TRADITIONAL ISD/CSD","Male",272
"2017-2018",15,"TOM GREEN COUNTY","SAN ANGELO ISD",226903,"TRADITIONAL ISD/CSD","Female",7389
"2017-2018",15,"TOM GREEN COUNTY","SAN ANGELO ISD",226903,"TRADITIONAL ISD/CSD","Male",7663
"2017-2018",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"TRADITIONAL ISD/CSD","Female",24617
"2017-2018",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"TRADITIONAL ISD/CSD","Male",26066
"2017-2018",07,"SAN AUGUSTINE COUNTY","SAN AUGUSTINE ISD",203901,"TRADITIONAL ISD/CSD","Female",368
"2017-2018",07,"SAN AUGUSTINE COUNTY","SAN AUGUSTINE ISD",203901,"TRADITIONAL ISD/CSD","Male",395
"2017-2018",01,"CAMERON COUNTY","SAN BENITO CISD",031912,"TRADITIONAL ISD/CSD","Female",4997
"2017-2018",01,"CAMERON COUNTY","SAN BENITO CISD",031912,"TRADITIONAL ISD/CSD","Male",5471
"2017-2018",02,"DUVAL COUNTY","SAN DIEGO ISD",066902,"TRADITIONAL ISD/CSD","Female",700
"2017-2018",02,"DUVAL COUNTY","SAN DIEGO ISD",066902,"TRADITIONAL ISD/CSD","Male",760
"2017-2018",19,"EL PASO COUNTY","SAN ELIZARIO ISD",071904,"TRADITIONAL ISD/CSD","Female",1845
"2017-2018",19,"EL PASO COUNTY","SAN ELIZARIO ISD",071904,"TRADITIONAL ISD/CSD","Male",1954
"2017-2018",15,"VAL VERDE COUNTY","SAN FELIPE-DEL RIO CISD",233901,"TRADITIONAL ISD/CSD","Female",5140
"2017-2018",15,"VAL VERDE COUNTY","SAN FELIPE-DEL RIO CISD",233901,"TRADITIONAL ISD/CSD","Male",5439
"2017-2018",01,"STARR COUNTY","SAN ISIDRO ISD",214902,"TRADITIONAL ISD/CSD","Female",112
"2017-2018",01,"STARR COUNTY","SAN ISIDRO ISD",214902,"TRADITIONAL ISD/CSD","Male",126
"2017-2018",13,"HAYS COUNTY","SAN MARCOS CISD",105902,"TRADITIONAL ISD/CSD","Female",3925
"2017-2018",13,"HAYS COUNTY","SAN MARCOS CISD",105902,"TRADITIONAL ISD/CSD","Male",4257
"2017-2018",01,"WILLACY COUNTY","SAN PERLITA ISD",245904,"TRADITIONAL ISD/CSD","Female",114
"2017-2018",01,"WILLACY COUNTY","SAN PERLITA ISD",245904,"TRADITIONAL ISD/CSD","Male",148
"2017-2018",15,"SAN SABA COUNTY","SAN SABA ISD",206901,"TRADITIONAL ISD/CSD","Female",362
"2017-2018",15,"SAN SABA COUNTY","SAN SABA ISD",206901,"TRADITIONAL ISD/CSD","Male",374
"2017-2018",18,"BREWSTER COUNTY","SAN VICENTE ISD",022903,"TRADITIONAL ISD/CSD","Female",8
"2017-2018",18,"BREWSTER COUNTY","SAN VICENTE ISD",022903,"TRADITIONAL ISD/CSD","Male",-9999999
"2017-2018",17,"DAWSON COUNTY","SANDS CISD",058909,"TRADITIONAL ISD/CSD","Female",99
"2017-2018",17,"DAWSON COUNTY","SANDS CISD",058909,"TRADITIONAL ISD/CSD","Male",146
"2017-2018",16,"HUTCHINSON COUNTY","SANFORD-FRITCH ISD",117903,"TRADITIONAL ISD/CSD","Female",343
"2017-2018",16,"HUTCHINSON COUNTY","SANFORD-FRITCH ISD",117903,"TRADITIONAL ISD/CSD","Male",394
"2017-2018",11,"DENTON COUNTY","SANGER ISD",061908,"TRADITIONAL ISD/CSD","Female",1312
"2017-2018",11,"DENTON COUNTY","SANGER ISD",061908,"TRADITIONAL ISD/CSD","Male",1414
"2017-2018",15,"COLEMAN COUNTY","SANTA ANNA ISD",042903,"TRADITIONAL ISD/CSD","Female",133
"2017-2018",15,"COLEMAN COUNTY","SANTA ANNA ISD",042903,"TRADITIONAL ISD/CSD","Male",131
"2017-2018",04,"GALVESTON COUNTY","SANTA FE ISD",084909,"TRADITIONAL ISD/CSD","Female",2330
"2017-2018",04,"GALVESTON COUNTY","SANTA FE ISD",084909,"TRADITIONAL ISD/CSD","Male",2467
"2017-2018",02,"KLEBERG COUNTY","SANTA GERTRUDIS ISD",137904,"TRADITIONAL ISD/CSD","Female",388
"2017-2018",02,"KLEBERG COUNTY","SANTA GERTRUDIS ISD",137904,"TRADITIONAL ISD/CSD","Male",365
"2017-2018",01,"CAMERON COUNTY","SANTA MARIA ISD",031913,"TRADITIONAL ISD/CSD","Female",349
"2017-2018",01,"CAMERON COUNTY","SANTA MARIA ISD",031913,"TRADITIONAL ISD/CSD","Male",336
"2017-2018",01,"CAMERON COUNTY","SANTA ROSA ISD",031914,"TRADITIONAL ISD/CSD","Female",500
"2017-2018",01,"CAMERON COUNTY","SANTA ROSA ISD",031914,"TRADITIONAL ISD/CSD","Male",606
"2017-2018",11,"PALO PINTO COUNTY","SANTO ISD",182904,"TRADITIONAL ISD/CSD","Female",237
"2017-2018",11,"PALO PINTO COUNTY","SANTO ISD",182904,"TRADITIONAL ISD/CSD","Male",221
"2017-2018",10,"FANNIN COUNTY","SAVOY ISD",074911,"TRADITIONAL ISD/CSD","Female",148
"2017-2018",10,"FANNIN COUNTY","SAVOY ISD",074911,"TRADITIONAL ISD/CSD","Male",169
"2017-2018",20,"GUADALUPE COUNTY","SCHERTZ-CIBOLO-U CITY ISD",094902,"TRADITIONAL ISD/CSD","Female",7575
"2017-2018",20,"GUADALUPE COUNTY","SCHERTZ-CIBOLO-U CITY ISD",094902,"TRADITIONAL ISD/CSD","Male",8078
"2017-2018",15,"SCHLEICHER COUNTY","SCHLEICHER ISD",207901,"TRADITIONAL ISD/CSD","Female",278
"2017-2018",15,"SCHLEICHER COUNTY","SCHLEICHER ISD",207901,"TRADITIONAL ISD/CSD","Male",277
"2017-2018",20,"BEXAR COUNTY","SCHOOL OF EXCELLENCE IN EDUCATION",015806,"OPEN ENROLLMENT CHARTER","Female",328
"2017-2018",20,"BEXAR COUNTY","SCHOOL OF EXCELLENCE IN EDUCATION",015806,"OPEN ENROLLMENT CHARTER","Male",339
"2017-2018",20,"BEXAR COUNTY","SCHOOL OF SCIENCE AND TECHNOLOGY",015827,"OPEN ENROLLMENT CHARTER","Female",723
"2017-2018",20,"BEXAR COUNTY","SCHOOL OF SCIENCE AND TECHNOLOGY",015827,"OPEN ENROLLMENT CHARTER","Male",860
"2017-2018",20,"BEXAR COUNTY","SCHOOL OF SCIENCE AND TECHNOLOGY D",015831,"OPEN ENROLLMENT CHARTER","Female",770
"2017-2018",20,"BEXAR COUNTY","SCHOOL OF SCIENCE AND TECHNOLOGY D",015831,"OPEN ENROLLMENT CHARTER","Male",906
"2017-2018",13,"FAYETTE COUNTY","SCHULENBURG ISD",075903,"TRADITIONAL ISD/CSD","Female",392
"2017-2018",13,"FAYETTE COUNTY","SCHULENBURG ISD",075903,"TRADITIONAL ISD/CSD","Male",368
"2017-2018",10,"KAUFMAN COUNTY","SCURRY-ROSSER ISD",129910,"TRADITIONAL ISD/CSD","Female",520
"2017-2018",10,"KAUFMAN COUNTY","SCURRY-ROSSER ISD",129910,"TRADITIONAL ISD/CSD","Male",509
"2017-2018",17,"GAINES COUNTY","SEAGRAVES ISD",083901,"TRADITIONAL ISD/CSD","Female",265
"2017-2018",17,"GAINES COUNTY","SEAGRAVES ISD",083901,"TRADITIONAL ISD/CSD","Male",279
"2017-2018",06,"AUSTIN COUNTY","SEALY ISD",008902,"TRADITIONAL ISD/CSD","Female",1346
"2017-2018",06,"AUSTIN COUNTY","SEALY ISD",008902,"TRADITIONAL ISD/CSD","Male",1486
"2017-2018",02,"NUECES COUNTY","SEASHORE CHARTER SCHOOLS",178808,"OPEN ENROLLMENT CHARTER","Female",232
"2017-2018",02,"NUECES COUNTY","SEASHORE CHARTER SCHOOLS",178808,"OPEN ENROLLMENT CHARTER","Male",256
"2017-2018",13,"GUADALUPE COUNTY","SEGUIN ISD",094901,"TRADITIONAL ISD/CSD","Female",3694
"2017-2018",13,"GUADALUPE COUNTY","SEGUIN ISD",094901,"TRADITIONAL ISD/CSD","Male",3773
"2017-2018",17,"GAINES COUNTY","SEMINOLE ISD",083903,"TRADITIONAL ISD/CSD","Female",1426
"2017-2018",17,"GAINES COUNTY","SEMINOLE ISD",083903,"TRADITIONAL ISD/CSD","Male",1469
"2017-2018",04,"HARRIS COUNTY","SER-NINOS CHARTER SCHOOL",101802,"OPEN ENROLLMENT CHARTER","Female",553
"2017-2018",04,"HARRIS COUNTY","SER-NINOS CHARTER SCHOOL",101802,"OPEN ENROLLMENT CHARTER","Male",554
"2017-2018",09,"BAYLOR COUNTY","SEYMOUR ISD",012901,"TRADITIONAL ISD/CSD","Female",266
"2017-2018",09,"BAYLOR COUNTY","SEYMOUR ISD",012901,"TRADITIONAL ISD/CSD","Male",313
"2017-2018",17,"LUBBOCK COUNTY","SHALLOWATER ISD",152909,"TRADITIONAL ISD/CSD","Female",796
"2017-2018",17,"LUBBOCK COUNTY","SHALLOWATER ISD",152909,"TRADITIONAL ISD/CSD","Male",849
"2017-2018",16,"WHEELER COUNTY","SHAMROCK ISD",242902,"TRADITIONAL ISD/CSD","Female",190
"2017-2018",16,"WHEELER COUNTY","SHAMROCK ISD",242902,"TRADITIONAL ISD/CSD","Male",236
"2017-2018",01,"HIDALGO COUNTY","SHARYLAND ISD",108911,"TRADITIONAL ISD/CSD","Female",4896
"2017-2018",01,"HIDALGO COUNTY","SHARYLAND ISD",108911,"TRADITIONAL ISD/CSD","Male",5292
"2017-2018",07,"SHELBY COUNTY","SHELBYVILLE ISD",210903,"TRADITIONAL ISD/CSD","Female",384
"2017-2018",07,"SHELBY COUNTY","SHELBYVILLE ISD",210903,"TRADITIONAL ISD/CSD","Male",396
"2017-2018",04,"HARRIS COUNTY","SHELDON ISD",101924,"TRADITIONAL ISD/CSD","Female",4532
"2017-2018",04,"HARRIS COUNTY","SHELDON ISD",101924,"TRADITIONAL ISD/CSD","Male",4568
"2017-2018",06,"SAN JACINTO COUNTY","SHEPHERD ISD",204904,"TRADITIONAL ISD/CSD","Female",969
"2017-2018",06,"SAN JACINTO COUNTY","SHEPHERD ISD",204904,"TRADITIONAL ISD/CSD","Male",1048
"2017-2018",10,"GRAYSON COUNTY","SHERMAN ISD",091906,"TRADITIONAL ISD/CSD","Female",3633
"2017-2018",10,"GRAYSON COUNTY","SHERMAN ISD",091906,"TRADITIONAL ISD/CSD","Male",3864
"2017-2018",03,"LAVACA COUNTY","SHINER ISD",143903,"TRADITIONAL ISD/CSD","Female",320
"2017-2018",03,"LAVACA COUNTY","SHINER ISD",143903,"TRADITIONAL ISD/CSD","Male",336
"2017-2018",14,"COMANCHE COUNTY","SIDNEY ISD",047905,"TRADITIONAL ISD/CSD","Female",62
"2017-2018",14,"COMANCHE COUNTY","SIDNEY ISD",047905,"TRADITIONAL ISD/CSD","Male",66
"2017-2018",19,"HUDSPETH COUNTY","SIERRA BLANCA ISD",115902,"TRADITIONAL ISD/CSD","Female",57
"2017-2018",19,"HUDSPETH COUNTY","SIERRA BLANCA ISD",115902,"TRADITIONAL ISD/CSD","Male",57
"2017-2018",05,"HARDIN COUNTY","SILSBEE ISD",100904,"TRADITIONAL ISD/CSD","Female",1441
"2017-2018",05,"HARDIN COUNTY","SILSBEE ISD",100904,"TRADITIONAL ISD/CSD","Male",1487
"2017-2018",16,"BRISCOE COUNTY","SILVERTON ISD",023902,"TRADITIONAL ISD/CSD","Female",89
"2017-2018",16,"BRISCOE COUNTY","SILVERTON ISD",023902,"TRADITIONAL ISD/CSD","Male",118
"2017-2018",08,"BOWIE COUNTY","SIMMS ISD",019909,"TRADITIONAL ISD/CSD","Female",247
"2017-2018",08,"BOWIE COUNTY","SIMMS ISD",019909,"TRADITIONAL ISD/CSD","Male",254
"2017-2018",02,"SAN PATRICIO COUNTY","SINTON ISD",205906,"TRADITIONAL ISD/CSD","Female",1066
"2017-2018",02,"SAN PATRICIO COUNTY","SINTON ISD",205906,"TRADITIONAL ISD/CSD","Male",1140
"2017-2018",11,"COOKE COUNTY","SIVELLS BEND ISD",049909,"TRADITIONAL ISD/CSD","Female",40
"2017-2018",11,"COOKE COUNTY","SIVELLS BEND ISD",049909,"TRADITIONAL ISD/CSD","Male",29
"2017-2018",02,"BEE COUNTY","SKIDMORE-TYNAN ISD",013905,"TRADITIONAL ISD/CSD","Female",428
"2017-2018",02,"BEE COUNTY","SKIDMORE-TYNAN ISD",013905,"TRADITIONAL ISD/CSD","Male",409
"2017-2018",17,"LUBBOCK COUNTY","SLATON ISD",152903,"TRADITIONAL ISD/CSD","Female",636
"2017-2018",17,"LUBBOCK COUNTY","SLATON ISD",152903,"TRADITIONAL ISD/CSD","Male",639
"2017-2018",11,"WISE COUNTY","SLIDELL ISD",249908,"TRADITIONAL ISD/CSD","Female",124
"2017-2018",11,"WISE COUNTY","SLIDELL ISD",249908,"TRADITIONAL ISD/CSD","Male",118
"2017-2018",07,"ANDERSON COUNTY","SLOCUM ISD",001909,"TRADITIONAL ISD/CSD","Female",217
"2017-2018",07,"ANDERSON COUNTY","SLOCUM ISD",001909,"TRADITIONAL ISD/CSD","Male",206
"2017-2018",13,"BASTROP COUNTY","SMITHVILLE ISD",011904,"TRADITIONAL ISD/CSD","Female",846
"2017-2018",13,"BASTROP COUNTY","SMITHVILLE ISD",011904,"TRADITIONAL ISD/CSD","Male",942
"2017-2018",17,"HOCKLEY COUNTY","SMYER ISD",110906,"TRADITIONAL ISD/CSD","Female",213
"2017-2018",17,"HOCKLEY COUNTY","SMYER ISD",110906,"TRADITIONAL ISD/CSD","Male",218
"2017-2018",06,"BURLESON COUNTY","SNOOK ISD",026903,"TRADITIONAL ISD/CSD","Female",247
"2017-2018",06,"BURLESON COUNTY","SNOOK ISD",026903,"TRADITIONAL ISD/CSD","Male",254
"2017-2018",14,"SCURRY COUNTY","SNYDER ISD",208902,"TRADITIONAL ISD/CSD","Female",1261
"2017-2018",14,"SCURRY COUNTY","SNYDER ISD",208902,"TRADITIONAL ISD/CSD","Male",1440
"2017-2018",19,"EL PASO COUNTY","SOCORRO ISD",071909,"TRADITIONAL ISD/CSD","Female",22665
"2017-2018",19,"EL PASO COUNTY","SOCORRO ISD",071909,"TRADITIONAL ISD/CSD","Male",23878
"2017-2018",20,"BEXAR COUNTY","SOMERSET ISD",015909,"TRADITIONAL ISD/CSD","Female",1982
"2017-2018",20,"BEXAR COUNTY","SOMERSET ISD",015909,"TRADITIONAL ISD/CSD","Male",2187
"2017-2018",06,"BURLESON COUNTY","SOMERVILLE ISD",026902,"TRADITIONAL ISD/CSD","Female",250
"2017-2018",06,"BURLESON COUNTY","SOMERVILLE ISD",026902,"TRADITIONAL ISD/CSD","Male",250
"2017-2018",15,"SUTTON COUNTY","SONORA ISD",218901,"TRADITIONAL ISD/CSD","Female",389
"2017-2018",15,"SUTTON COUNTY","SONORA ISD",218901,"TRADITIONAL ISD/CSD","Male",428
"2017-2018",17,"LUBBOCK COUNTY","SOUTH PLAINS ACADEMY CHARTER DISTR",152803,"OPEN ENROLLMENT CHARTER","Female",101
"2017-2018",17,"LUBBOCK COUNTY","SOUTH PLAINS ACADEMY CHARTER DISTR",152803,"OPEN ENROLLMENT CHARTER","Male",99
"2017-2018",20,"BEXAR COUNTY","SOUTH SAN ANTONIO ISD",015908,"TRADITIONAL ISD/CSD","Female",4436
"2017-2018",20,"BEXAR COUNTY","SOUTH SAN ANTONIO ISD",015908,"TRADITIONAL ISD/CSD","Male",4667
"2017-2018",01,"CAMERON COUNTY","SOUTH TEXAS ISD",031916,"TRADITIONAL ISD/CSD","Female",2314
"2017-2018",01,"CAMERON COUNTY","SOUTH TEXAS ISD",031916,"TRADITIONAL ISD/CSD","Male",1931
"2017-2018",17,"GARZA COUNTY","SOUTHLAND ISD",085903,"TRADITIONAL ISD/CSD","Female",63
"2017-2018",17,"GARZA COUNTY","SOUTHLAND ISD",085903,"TRADITIONAL ISD/CSD","Male",69
"2017-2018",20,"BEXAR COUNTY","SOUTHSIDE ISD",015917,"TRADITIONAL ISD/CSD","Female",2736
"2017-2018",20,"BEXAR COUNTY","SOUTHSIDE ISD",015917,"TRADITIONAL ISD/CSD","Male",2918
"2017-2018",20,"BEXAR COUNTY","SOUTHWEST ISD",015912,"TRADITIONAL ISD/CSD","Female",6684
"2017-2018",20,"BEXAR COUNTY","SOUTHWEST ISD",015912,"TRADITIONAL ISD/CSD","Male",7189
