"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","GENDER","CHARTER STATUS","GRADE","ENROLLMENT"
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 2",18
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 2",24
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 3",25
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 3",24
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 4",11
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 4",24
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",23
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 5",16
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",26
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 6",25
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",13
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 7",27
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",29
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 8",15
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 9",18
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 9",15
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 10",18
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 10",25
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 11",9
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 11",10
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 12",4
"2018-2019",13,"TRAVIS COUNTY",227817,"CEDARS INTERNATIONAL ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 12",5
"2018-2019",13,"TRAVIS COUNTY",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA","FEMALE","OPEN ENROLLMENT CHARTER","Pre-kindergarten",19
"2018-2019",13,"TRAVIS COUNTY",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA","MALE","OPEN ENROLLMENT CHARTER","Pre-kindergarten",21
"2018-2019",13,"TRAVIS COUNTY",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA","FEMALE","OPEN ENROLLMENT CHARTER","Kindergarten",22
"2018-2019",13,"TRAVIS COUNTY",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA","MALE","OPEN ENROLLMENT CHARTER","Kindergarten",22
"2018-2019",13,"TRAVIS COUNTY",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA","FEMALE","OPEN ENROLLMENT CHARTER","Grade 1",21
"2018-2019",13,"TRAVIS COUNTY",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA","MALE","OPEN ENROLLMENT CHARTER","Grade 1",23
"2018-2019",13,"TRAVIS COUNTY",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA","FEMALE","OPEN ENROLLMENT CHARTER","Grade 2",27
"2018-2019",13,"TRAVIS COUNTY",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA","MALE","OPEN ENROLLMENT CHARTER","Grade 2",17
"2018-2019",13,"TRAVIS COUNTY",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA","FEMALE","OPEN ENROLLMENT CHARTER","Grade 3",21
"2018-2019",13,"TRAVIS COUNTY",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA","MALE","OPEN ENROLLMENT CHARTER","Grade 3",21
"2018-2019",13,"TRAVIS COUNTY",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA","FEMALE","OPEN ENROLLMENT CHARTER","Grade 4",22
"2018-2019",13,"TRAVIS COUNTY",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA","MALE","OPEN ENROLLMENT CHARTER","Grade 4",21
"2018-2019",13,"TRAVIS COUNTY",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",21
"2018-2019",13,"TRAVIS COUNTY",227819,"UNIVERSITY OF TEXAS ELEMENTARY CHA","MALE","OPEN ENROLLMENT CHARTER","Grade 5",20
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Pre-kindergarten",1148
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Pre-kindergarten",1114
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Kindergarten",1122
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Kindergarten",1198
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 1",1199
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 1",1223
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 2",1123
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 2",1194
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 3",1075
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 3",1076
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 4",920
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 4",950
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",1175
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 5",1180
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",1234
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 6",1289
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",1060
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 7",1059
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",946
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 8",1029
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 9",760
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 9",776
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 10",616
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 10",634
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 11",536
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 11",521
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 12",474
"2018-2019",13,"TRAVIS COUNTY",227820,"KIPP TEXAS PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 12",417
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Kindergarten",35
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Kindergarten",43
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 1",45
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 1",38
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 2",35
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 2",32
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 3",29
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 3",30
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 4",34
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 4",43
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",30
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 5",26
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",13
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 6",22
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",13
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 7",18
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",7
"2018-2019",13,"TRAVIS COUNTY",227821,"AUSTIN DISCOVERY SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 8",15
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Pre-kindergarten",151
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Pre-kindergarten",130
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Kindergarten",36
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Kindergarten",28
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 1",27
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 1",27
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 2",19
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 2",16
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 3",29
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 3",29
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 4",25
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 4",23
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",19
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 5",25
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",28
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 6",27
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",27
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 7",29
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",24
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 8",34
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 9",34
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 9",29
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 10",30
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 10",34
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 11",39
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 11",39
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 12",38
"2018-2019",13,"TRAVIS COUNTY",227824,"PROMESA PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 12",41
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Kindergarten",43
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Kindergarten",36
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 1",48
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 1",40
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 2",43
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 2",47
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 3",56
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 3",47
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 4",55
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 4",52
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",64
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 5",66
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",82
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 6",86
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",79
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 7",88
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",84
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 8",83
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 9",71
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 9",87
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 10",58
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 10",53
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 11",49
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 11",58
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 12",39
"2018-2019",13,"TRAVIS COUNTY",227825,"AUSTIN ACHIEVE PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 12",42
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","FEMALE","OPEN ENROLLMENT CHARTER","Pre-kindergarten",57
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","MALE","OPEN ENROLLMENT CHARTER","Pre-kindergarten",56
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","FEMALE","OPEN ENROLLMENT CHARTER","Kindergarten",35
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","MALE","OPEN ENROLLMENT CHARTER","Kindergarten",22
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 1",29
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","MALE","OPEN ENROLLMENT CHARTER","Grade 1",30
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 2",32
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","MALE","OPEN ENROLLMENT CHARTER","Grade 2",29
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 3",28
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","MALE","OPEN ENROLLMENT CHARTER","Grade 3",21
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 4",28
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","MALE","OPEN ENROLLMENT CHARTER","Grade 4",25
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",26
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","MALE","OPEN ENROLLMENT CHARTER","Grade 5",21
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",11
"2018-2019",13,"TRAVIS COUNTY",227826,"MONTESSORI FOR ALL","MALE","OPEN ENROLLMENT CHARTER","Grade 6",7
"2018-2019",13,"TRAVIS COUNTY",227827,"THE EXCEL CENTER (FOR ADULTS)","FEMALE","OPEN ENROLLMENT CHARTER","Grade 9",70
"2018-2019",13,"TRAVIS COUNTY",227827,"THE EXCEL CENTER (FOR ADULTS)","MALE","OPEN ENROLLMENT CHARTER","Grade 9",13
"2018-2019",13,"TRAVIS COUNTY",227827,"THE EXCEL CENTER (FOR ADULTS)","FEMALE","OPEN ENROLLMENT CHARTER","Grade 10",85
"2018-2019",13,"TRAVIS COUNTY",227827,"THE EXCEL CENTER (FOR ADULTS)","MALE","OPEN ENROLLMENT CHARTER","Grade 10",24
"2018-2019",13,"TRAVIS COUNTY",227827,"THE EXCEL CENTER (FOR ADULTS)","FEMALE","OPEN ENROLLMENT CHARTER","Grade 11",41
"2018-2019",13,"TRAVIS COUNTY",227827,"THE EXCEL CENTER (FOR ADULTS)","MALE","OPEN ENROLLMENT CHARTER","Grade 11",19
"2018-2019",13,"TRAVIS COUNTY",227827,"THE EXCEL CENTER (FOR ADULTS)","FEMALE","OPEN ENROLLMENT CHARTER","Grade 12",95
"2018-2019",13,"TRAVIS COUNTY",227827,"THE EXCEL CENTER (FOR ADULTS)","MALE","OPEN ENROLLMENT CHARTER","Grade 12",35
"2018-2019",13,"TRAVIS COUNTY",227828,"THE EXCEL CENTER","FEMALE","OPEN ENROLLMENT CHARTER","Grade 9",24
"2018-2019",13,"TRAVIS COUNTY",227828,"THE EXCEL CENTER","MALE","OPEN ENROLLMENT CHARTER","Grade 9",31
"2018-2019",13,"TRAVIS COUNTY",227828,"THE EXCEL CENTER","FEMALE","OPEN ENROLLMENT CHARTER","Grade 10",4
"2018-2019",13,"TRAVIS COUNTY",227828,"THE EXCEL CENTER","MALE","OPEN ENROLLMENT CHARTER","Grade 10",6
"2018-2019",13,"TRAVIS COUNTY",227828,"THE EXCEL CENTER","FEMALE","OPEN ENROLLMENT CHARTER","Grade 11",9
"2018-2019",13,"TRAVIS COUNTY",227828,"THE EXCEL CENTER","MALE","OPEN ENROLLMENT CHARTER","Grade 11",12
"2018-2019",13,"TRAVIS COUNTY",227828,"THE EXCEL CENTER","FEMALE","OPEN ENROLLMENT CHARTER","Grade 12",16
"2018-2019",13,"TRAVIS COUNTY",227828,"THE EXCEL CENTER","MALE","OPEN ENROLLMENT CHARTER","Grade 12",16
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Kindergarten",33
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Kindergarten",38
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 1",20
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 1",29
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 2",31
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 2",19
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 3",29
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","MALE","OPEN ENROLLMENT CHARTER","Grade 3",21
"2018-2019",13,"TRAVIS COUNTY",227829,"VALOR PUBLIC SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER","Grade 4",31
