"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Gender Name","Enrollment by Gender"
"2015-2016",04,"HARRIS COUNTY","PASADENA ISD",101917,"SAM RAYBURN H S",101917002,"Female",1541
"2015-2016",04,"HARRIS COUNTY","PASADENA ISD",101917,"SAM RAYBURN H S",101917002,"Male",1565
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"SAM ROSEN EL",220905161,"Female",291
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"SAM ROSEN EL",220905161,"Male",316
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SAM TASBY MIDDLE",057905083,"Female",362
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SAM TASBY MIDDLE",057905083,"Male",475
"2015-2016",04,"HARRIS COUNTY","ALDINE ISD",101902,"SAMMONS EL",101902118,"Female",426
"2015-2016",04,"HARRIS COUNTY","ALDINE ISD",101902,"SAMMONS EL",101902118,"Male",417
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"SAMPSON EL",101907138,"Female",497
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"SAMPSON EL",101907138,"Male",524
"2015-2016",11,"DENTON COUNTY","NORTHWEST ISD",061911,"SAMUEL BECK EL",061911109,"Female",399
"2015-2016",11,"DENTON COUNTY","NORTHWEST ISD",061911,"SAMUEL BECK EL",061911109,"Male",410
"2015-2016",20,"GUADALUPE COUNTY","SCHERTZ-CIBOLO-U CITY ISD",094902,"SAMUEL CLEMENS H S",094902001,"Female",1309
"2015-2016",20,"GUADALUPE COUNTY","SCHERTZ-CIBOLO-U CITY ISD",094902,"SAMUEL CLEMENS H S",094902001,"Male",1267
"2015-2016",06,"WALKER COUNTY","HUNTSVILLE ISD",236902,"SAMUEL HOUSTON EL",236902103,"Female",284
"2015-2016",06,"WALKER COUNTY","HUNTSVILLE ISD",236902,"SAMUEL HOUSTON EL",236902103,"Male",308
"2015-2016",15,"TOM GREEN COUNTY","WATER VALLEY ISD",226905,"SAN ANGELO STATE SCHOOL",226905202,"Female",-9999999
"2015-2016",10,"DALLAS COUNTY","TEXANS CAN ACADEMIES",057804,"SAN ANTONIO CAN ACADEMY",057804011,"Female",207
"2015-2016",10,"DALLAS COUNTY","TEXANS CAN ACADEMIES",057804,"SAN ANTONIO CAN ACADEMY",057804011,"Male",195
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO SCHOOL FOR INQUIRY & C",015820,"SAN ANTONIO SCHOOL FOR INQUIRY & C",015820001,"Female",176
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO SCHOOL FOR INQUIRY & C",015820,"SAN ANTONIO SCHOOL FOR INQUIRY & C",015820001,"Male",152
"2015-2016",07,"SAN AUGUSTINE COUNTY","SAN AUGUSTINE ISD",203901,"SAN AUGUSTINE EL",203901102,"Female",194
"2015-2016",07,"SAN AUGUSTINE COUNTY","SAN AUGUSTINE ISD",203901,"SAN AUGUSTINE EL",203901102,"Male",208
"2015-2016",07,"SAN AUGUSTINE COUNTY","SAN AUGUSTINE ISD",203901,"SAN AUGUSTINE H S",203901002,"Female",168
"2015-2016",07,"SAN AUGUSTINE COUNTY","SAN AUGUSTINE ISD",203901,"SAN AUGUSTINE H S",203901002,"Male",171
"2015-2016",01,"CAMERON COUNTY","SAN BENITO CISD",031912,"SAN BENITO H S",031912001,"Female",1019
"2015-2016",01,"CAMERON COUNTY","SAN BENITO CISD",031912,"SAN BENITO H S",031912001,"Male",1062
"2015-2016",01,"CAMERON COUNTY","SAN BENITO CISD",031912,"SAN BENITO RIVERSIDE MIDDLE",031912043,"Female",318
"2015-2016",01,"CAMERON COUNTY","SAN BENITO CISD",031912,"SAN BENITO RIVERSIDE MIDDLE",031912043,"Male",347
"2015-2016",01,"CAMERON COUNTY","SAN BENITO CISD",031912,"SAN BENITO VETERANS MEMORIAL ACADE",031912007,"Female",423
"2015-2016",01,"CAMERON COUNTY","SAN BENITO CISD",031912,"SAN BENITO VETERANS MEMORIAL ACADE",031912007,"Male",446
"2015-2016",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"SAN CARLOS EL",108904118,"Female",271
"2015-2016",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"SAN CARLOS EL",108904118,"Male",270
"2015-2016",02,"DUVAL COUNTY","SAN DIEGO ISD",066902,"SAN DIEGO H S",066902001,"Female",183
"2015-2016",02,"DUVAL COUNTY","SAN DIEGO ISD",066902,"SAN DIEGO H S",066902001,"Male",198
"2015-2016",19,"EL PASO COUNTY","SAN ELIZARIO ISD",071904,"SAN ELIZARIO H S",071904001,"Female",527
"2015-2016",19,"EL PASO COUNTY","SAN ELIZARIO ISD",071904,"SAN ELIZARIO H S",071904001,"Male",513
"2015-2016",15,"VAL VERDE COUNTY","SAN FELIPE-DEL RIO CISD",233901,"SAN FELIPE MEMORIAL MIDDLE",233901104,"Female",389
"2015-2016",15,"VAL VERDE COUNTY","SAN FELIPE-DEL RIO CISD",233901,"SAN FELIPE MEMORIAL MIDDLE",233901104,"Male",382
"2015-2016",01,"STARR COUNTY","SAN ISIDRO ISD",214902,"SAN ISIDRO EL",214902101,"Female",76
"2015-2016",01,"STARR COUNTY","SAN ISIDRO ISD",214902,"SAN ISIDRO EL",214902101,"Male",88
"2015-2016",01,"STARR COUNTY","SAN ISIDRO ISD",214902,"SAN ISIDRO H S",214902001,"Female",31
"2015-2016",01,"STARR COUNTY","SAN ISIDRO ISD",214902,"SAN ISIDRO H S",214902001,"Male",54
"2015-2016",04,"HARRIS COUNTY","GOOSE CREEK CISD",101911,"SAN JACINTO EL",101911112,"Female",228
"2015-2016",04,"LIBERTY COUNTY","LIBERTY ISD",146906,"SAN JACINTO EL",146906102,"Female",239
"2015-2016",06,"MONTGOMERY COUNTY","CONROE ISD",170902,"SAN JACINTO EL",170902115,"Female",319
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SAN JACINTO EL",057905207,"Female",221
"2015-2016",15,"TOM GREEN COUNTY","SAN ANGELO ISD",226903,"SAN JACINTO EL",226903119,"Female",157
"2015-2016",16,"POTTER COUNTY","AMARILLO ISD",188901,"SAN JACINTO EL",188901126,"Female",307
"2015-2016",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"SAN JACINTO EL",068901121,"Female",244
"2015-2016",04,"HARRIS COUNTY","GOOSE CREEK CISD",101911,"SAN JACINTO EL",101911112,"Male",279
"2015-2016",04,"LIBERTY COUNTY","LIBERTY ISD",146906,"SAN JACINTO EL",146906102,"Male",261
"2015-2016",06,"MONTGOMERY COUNTY","CONROE ISD",170902,"SAN JACINTO EL",170902115,"Male",383
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SAN JACINTO EL",057905207,"Male",248
"2015-2016",15,"TOM GREEN COUNTY","SAN ANGELO ISD",226903,"SAN JACINTO EL",226903119,"Male",191
"2015-2016",16,"POTTER COUNTY","AMARILLO ISD",188901,"SAN JACINTO EL",188901126,"Male",358
"2015-2016",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"SAN JACINTO EL",068901121,"Male",256
"2015-2016",04,"HARRIS COUNTY","DEER PARK ISD",101908,"SAN JACINTO ELEMENTARY",101908104,"Female",490
"2015-2016",04,"HARRIS COUNTY","DEER PARK ISD",101908,"SAN JACINTO ELEMENTARY",101908104,"Male",475
"2015-2016",04,"HARRIS COUNTY","PASADENA ISD",101917,"SAN JACINTO INT",101917045,"Female",340
"2015-2016",04,"HARRIS COUNTY","PASADENA ISD",101917,"SAN JACINTO INT",101917045,"Male",372
"2015-2016",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"SAN JACINTO J H",165901045,"Female",357
"2015-2016",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"SAN JACINTO J H",165901045,"Male",378
"2015-2016",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"SAN LEON EL",084901108,"Female",418
"2015-2016",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"SAN LEON EL",084901108,"Male",452
"2015-2016",20,"MAVERICK COUNTY","EAGLE PASS ISD",159901,"SAN LUIS ELEMENTARY",159901109,"Female",219
"2015-2016",20,"MAVERICK COUNTY","EAGLE PASS ISD",159901,"SAN LUIS ELEMENTARY",159901109,"Male",238
"2015-2016",13,"HAYS COUNTY","SAN MARCOS CISD",105902,"SAN MARCOS H S",105902001,"Female",1064
"2015-2016",13,"HAYS COUNTY","SAN MARCOS CISD",105902,"SAN MARCOS H S",105902001,"Male",1182
"2015-2016",02,"NUECES COUNTY","ROBSTOWN ISD",178909,"SAN PEDRO EL",178909101,"Female",111
"2015-2016",02,"NUECES COUNTY","ROBSTOWN ISD",178909,"SAN PEDRO EL",178909101,"Male",75
"2015-2016",01,"WILLACY COUNTY","SAN PERLITA ISD",245904,"SAN PERLITA EL",245904101,"Female",60
"2015-2016",01,"WILLACY COUNTY","SAN PERLITA ISD",245904,"SAN PERLITA EL",245904101,"Male",71
"2015-2016",01,"WILLACY COUNTY","SAN PERLITA ISD",245904,"SAN PERLITA H S",245904002,"Female",38
"2015-2016",01,"WILLACY COUNTY","SAN PERLITA ISD",245904,"SAN PERLITA H S",245904002,"Male",47
"2015-2016",01,"WILLACY COUNTY","SAN PERLITA ISD",245904,"SAN PERLITA MIDDLE",245904041,"Female",29
"2015-2016",01,"WILLACY COUNTY","SAN PERLITA ISD",245904,"SAN PERLITA MIDDLE",245904041,"Male",36
"2015-2016",15,"SAN SABA COUNTY","SAN SABA ISD",206901,"SAN SABA EL",206901101,"Female",186
"2015-2016",15,"SAN SABA COUNTY","SAN SABA ISD",206901,"SAN SABA EL",206901101,"Male",163
"2015-2016",15,"SAN SABA COUNTY","SAN SABA ISD",206901,"SAN SABA H S",206901001,"Female",95
"2015-2016",15,"SAN SABA COUNTY","SAN SABA ISD",206901,"SAN SABA H S",206901001,"Male",92
"2015-2016",15,"SAN SABA COUNTY","SAN SABA ISD",206901,"SAN SABA MIDDLE",206901041,"Female",98
"2015-2016",15,"SAN SABA COUNTY","SAN SABA ISD",206901,"SAN SABA MIDDLE",206901041,"Male",99
"2015-2016",18,"BREWSTER COUNTY","SAN VICENTE ISD",022903,"SAN VICENTE EL",022903101,"Female",18
"2015-2016",18,"BREWSTER COUNTY","SAN VICENTE ISD",022903,"SAN VICENTE EL",022903101,"Male",13
"2015-2016",16,"POTTER COUNTY","AMARILLO ISD",188901,"SANBORN EL",188901125,"Female",307
"2015-2016",16,"POTTER COUNTY","AMARILLO ISD",188901,"SANBORN EL",188901125,"Male",302
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"SANCHEZ EL",101912281,"Female",281
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SANCHEZ EL",227901127,"Female",211
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"SANCHEZ EL",101912281,"Male",323
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SANCHEZ EL",227901127,"Male",196
"2015-2016",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"SANDERS EL",178904130,"Female",206
"2015-2016",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"SANDERS EL",178904130,"Male",206
"2015-2016",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"SANDERSON SCHOOLS",222901001,"Female",70
"2015-2016",18,"TERRELL COUNTY","TERRELL COUNTY ISD",222901,"SANDERSON SCHOOLS",222901001,"Male",88
"2015-2016",04,"GALVESTON COUNTY","CLEAR CREEK ISD",084910,"SANDRA MOSSMAN EL",084910129,"Female",450
"2015-2016",04,"GALVESTON COUNTY","CLEAR CREEK ISD",084910,"SANDRA MOSSMAN EL",084910129,"Male",467
"2015-2016",17,"DAWSON COUNTY","SANDS CISD",058909,"SANDS CISD",058909001,"Female",112
"2015-2016",17,"DAWSON COUNTY","SANDS CISD",058909,"SANDS CISD",058909001,"Male",145
"2015-2016",16,"HUTCHINSON COUNTY","SANFORD-FRITCH ISD",117903,"SANFORD-FRITCH EL",117903101,"Female",201
"2015-2016",16,"HUTCHINSON COUNTY","SANFORD-FRITCH ISD",117903,"SANFORD-FRITCH EL",117903101,"Male",203
"2015-2016",16,"HUTCHINSON COUNTY","SANFORD-FRITCH ISD",117903,"SANFORD-FRITCH H S",117903001,"Female",87
"2015-2016",16,"HUTCHINSON COUNTY","SANFORD-FRITCH ISD",117903,"SANFORD-FRITCH H S",117903001,"Male",120
"2015-2016",16,"HUTCHINSON COUNTY","SANFORD-FRITCH ISD",117903,"SANFORD-FRITCH J H",117903041,"Female",84
"2015-2016",16,"HUTCHINSON COUNTY","SANFORD-FRITCH ISD",117903,"SANFORD-FRITCH J H",117903041,"Male",79
"2015-2016",11,"DENTON COUNTY","SANGER ISD",061908,"SANGER H S",061908001,"Female",359
"2015-2016",11,"DENTON COUNTY","SANGER ISD",061908,"SANGER H S",061908001,"Male",436
"2015-2016",11,"DENTON COUNTY","SANGER ISD",061908,"SANGER MIDDLE",061908041,"Female",207
"2015-2016",11,"DENTON COUNTY","SANGER ISD",061908,"SANGER MIDDLE",061908041,"Male",205
"2015-2016",11,"DENTON COUNTY","SANGER ISD",061908,"SANGER SIXTH GRADE CAMPUS",061908105,"Female",97
"2015-2016",11,"DENTON COUNTY","SANGER ISD",061908,"SANGER SIXTH GRADE CAMPUS",061908105,"Male",103
"2015-2016",15,"COLEMAN COUNTY","SANTA ANNA ISD",042903,"SANTA ANNA EL",042903101,"Female",77
"2015-2016",15,"COLEMAN COUNTY","SANTA ANNA ISD",042903,"SANTA ANNA EL",042903101,"Male",81
"2015-2016",15,"COLEMAN COUNTY","SANTA ANNA ISD",042903,"SANTA ANNA SECONDARY",042903001,"Female",48
"2015-2016",15,"COLEMAN COUNTY","SANTA ANNA ISD",042903,"SANTA ANNA SECONDARY",042903001,"Male",50
"2015-2016",11,"JOHNSON COUNTY","CLEBURNE ISD",126903,"SANTA FE EL",126903111,"Female",226
"2015-2016",11,"JOHNSON COUNTY","CLEBURNE ISD",126903,"SANTA FE EL",126903111,"Male",214
"2015-2016",04,"GALVESTON COUNTY","SANTA FE ISD",084909,"SANTA FE H S",084909001,"Female",701
"2015-2016",04,"GALVESTON COUNTY","SANTA FE ISD",084909,"SANTA FE H S",084909001,"Male",761
"2015-2016",04,"GALVESTON COUNTY","SANTA FE ISD",084909,"SANTA FE J H",084909041,"Female",515
"2015-2016",04,"GALVESTON COUNTY","SANTA FE ISD",084909,"SANTA FE J H",084909041,"Male",550
"2015-2016",02,"KLEBERG COUNTY","SANTA GERTRUDIS ISD",137904,"SANTA GERTRUDIS ACADEMY H S",137904001,"Female",174
"2015-2016",02,"KLEBERG COUNTY","SANTA GERTRUDIS ISD",137904,"SANTA GERTRUDIS ACADEMY H S",137904001,"Male",194
"2015-2016",02,"KLEBERG COUNTY","SANTA GERTRUDIS ISD",137904,"SANTA GERTRUDIS SCHOOL",137904101,"Female",165
"2015-2016",02,"KLEBERG COUNTY","SANTA GERTRUDIS ISD",137904,"SANTA GERTRUDIS SCHOOL",137904101,"Male",171
"2015-2016",01,"CAMERON COUNTY","SANTA MARIA ISD",031913,"SANTA MARIA DAEP",031913005,"Female",-9999999
"2015-2016",01,"WEBB COUNTY","LAREDO ISD",240901,"SANTA MARIA EL",240901115,"Female",330
"2015-2016",01,"WEBB COUNTY","LAREDO ISD",240901,"SANTA MARIA EL",240901115,"Male",333
"2015-2016",01,"CAMERON COUNTY","SANTA MARIA ISD",031913,"SANTA MARIA H S",031913001,"Female",104
"2015-2016",01,"CAMERON COUNTY","SANTA MARIA ISD",031913,"SANTA MARIA H S",031913001,"Male",98
"2015-2016",01,"CAMERON COUNTY","SANTA MARIA ISD",031913,"SANTA MARIA JJAEP",031913006,"Male",-9999999
"2015-2016",01,"CAMERON COUNTY","SANTA MARIA ISD",031913,"SANTA MARIA MIDDLE",031913041,"Female",73
"2015-2016",01,"CAMERON COUNTY","SANTA MARIA ISD",031913,"SANTA MARIA MIDDLE",031913041,"Male",71
"2015-2016",15,"TOM GREEN COUNTY","SAN ANGELO ISD",226903,"SANTA RITA EL",226903120,"Female",186
"2015-2016",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"SANTA RITA EL",165901123,"Female",274
"2015-2016",15,"TOM GREEN COUNTY","SAN ANGELO ISD",226903,"SANTA RITA EL",226903120,"Male",200
"2015-2016",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"SANTA RITA EL",165901123,"Male",266
"2015-2016",01,"CAMERON COUNTY","SANTA ROSA ISD",031914,"SANTA ROSA DAEP",031914002,"Male",-9999999
"2015-2016",01,"CAMERON COUNTY","SANTA ROSA ISD",031914,"SANTA ROSA H S",031914001,"Female",163
"2015-2016",01,"CAMERON COUNTY","SANTA ROSA ISD",031914,"SANTA ROSA H S",031914001,"Male",175
"2015-2016",01,"CAMERON COUNTY","SANTA ROSA ISD",031914,"SANTA ROSA JJAEP",031914003,"Female",-9999999
"2015-2016",01,"CAMERON COUNTY","SANTA ROSA ISD",031914,"SANTA ROSA JJAEP",031914003,"Male",-9999999
"2015-2016",01,"HIDALGO COUNTY","EDCOUCH-ELSA ISD",108903,"SANTIAGO GARCIA EL",108903102,"Female",250
"2015-2016",01,"HIDALGO COUNTY","EDCOUCH-ELSA ISD",108903,"SANTIAGO GARCIA EL",108903102,"Male",260
"2015-2016",11,"PALO PINTO COUNTY","SANTO ISD",182904,"SANTO EL",182904101,"Female",113
"2015-2016",11,"PALO PINTO COUNTY","SANTO ISD",182904,"SANTO EL",182904101,"Male",114
"2015-2016",11,"TARRANT COUNTY","AZLE ISD",220915,"SANTO FORTE J H",220915042,"Female",212
"2015-2016",11,"TARRANT COUNTY","AZLE ISD",220915,"SANTO FORTE J H",220915042,"Male",258
"2015-2016",11,"PALO PINTO COUNTY","SANTO ISD",182904,"SANTO H S",182904001,"Female",123
"2015-2016",11,"PALO PINTO COUNTY","SANTO ISD",182904,"SANTO H S",182904001,"Male",135
"2015-2016",01,"WEBB COUNTY","LAREDO ISD",240901,"SANTO NINO EL",240901116,"Female",342
"2015-2016",01,"WEBB COUNTY","LAREDO ISD",240901,"SANTO NINO EL",240901116,"Male",345
"2015-2016",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"SANTOS LIVAS EL",108909121,"Female",306
"2015-2016",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"SANTOS LIVAS EL",108909121,"Male",325
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"SARAH S KING EL",015907144,"Female",384
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"SARAH S KING EL",015907144,"Male",403
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SARAH ZUMWALT MIDDLE",057905072,"Female",204
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SARAH ZUMWALT MIDDLE",057905072,"Male",224
"2015-2016",02,"KENEDY COUNTY","KENEDY COUNTY WIDE CSD",131001,"SARITA EL",131001103,"Female",29
"2015-2016",02,"KENEDY COUNTY","KENEDY COUNTY WIDE CSD",131001,"SARITA EL",131001103,"Male",47
"2015-2016",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"SARTARTIA MIDDLE",079907050,"Female",673
"2015-2016",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"SARTARTIA MIDDLE",079907050,"Male",647
"2015-2016",10,"DALLAS COUNTY","ACADEMY FOR ACADEMIC EXCELLENCE",057814,"SAU CAMPUS",057814004,"Female",8
"2015-2016",10,"DALLAS COUNTY","ACADEMY FOR ACADEMIC EXCELLENCE",057814,"SAU CAMPUS",057814004,"Male",29
"2015-2016",11,"DENTON COUNTY","DENTON ISD",061901,"SAVANNAH EL",061901119,"Female",308
"2015-2016",11,"DENTON COUNTY","DENTON ISD",061901,"SAVANNAH EL",061901119,"Male",343
"2015-2016",20,"BEXAR COUNTY","SOMERSET ISD",015909,"SAVANNAH HEIGHTS INT",015909105,"Female",270
"2015-2016",20,"BEXAR COUNTY","SOMERSET ISD",015909,"SAVANNAH HEIGHTS INT",015909105,"Male",303
"2015-2016",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"SAVANNAH LAKES EL",020901113,"Female",379
"2015-2016",04,"BRAZORIA COUNTY","ALVIN ISD",020901,"SAVANNAH LAKES EL",020901113,"Male",421
"2015-2016",10,"FANNIN COUNTY","SAVOY ISD",074911,"SAVOY EL",074911101,"Female",77
"2015-2016",10,"FANNIN COUNTY","SAVOY ISD",074911,"SAVOY EL",074911101,"Male",83
"2015-2016",10,"FANNIN COUNTY","SAVOY ISD",074911,"SAVOY H S",074911001,"Female",74
"2015-2016",10,"FANNIN COUNTY","SAVOY ISD",074911,"SAVOY H S",074911001,"Male",71
"2015-2016",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"SCANLAN OAKS EL",079907142,"Female",450
"2015-2016",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"SCANLAN OAKS EL",079907142,"Male",534
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"SCARBOROUGH EL",101912237,"Female",364
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"SCARBOROUGH EL",015915179,"Female",462
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"SCARBOROUGH EL",101912237,"Male",386
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"SCARBOROUGH EL",015915179,"Male",481
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"SCARBOROUGH H S",101912024,"Female",368
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"SCARBOROUGH H S",101912024,"Male",393
"2015-2016",02,"JIM WELLS COUNTY","ALICE ISD",125901,"SCHALLERT EL",125901107,"Female",276
"2015-2016",02,"JIM WELLS COUNTY","ALICE ISD",125901,"SCHALLERT EL",125901107,"Male",257
"2015-2016",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"SCHANEN ESTATES EL",178904132,"Female",196
"2015-2016",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"SCHANEN ESTATES EL",178904132,"Male",215
"2015-2016",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"SCHARBAUER EL",165901125,"Female",268
"2015-2016",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"SCHARBAUER EL",165901125,"Male",247
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"SCHELL EL",043910148,"Female",323
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"SCHELL EL",043910148,"Male",390
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"SCHENCK EL",015907164,"Female",283
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"SCHENCK EL",015907164,"Male",326
"2015-2016",20,"GUADALUPE COUNTY","SCHERTZ-CIBOLO-U CITY ISD",094902,"SCHERTZ EL",094902103,"Female",385
"2015-2016",20,"GUADALUPE COUNTY","SCHERTZ-CIBOLO-U CITY ISD",094902,"SCHERTZ EL",094902103,"Male",380
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"SCHIMELPFENIG MIDDLE",043910047,"Female",465
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"SCHIMELPFENIG MIDDLE",043910047,"Male",485
"2015-2016",04,"HARRIS COUNTY","KLEIN ISD",101915,"SCHINDEWOLF INT",101915047,"Female",672
"2015-2016",04,"HARRIS COUNTY","KLEIN ISD",101915,"SCHINDEWOLF INT",101915047,"Male",706
"2015-2016",04,"HARRIS COUNTY","CHANNELVIEW ISD",101905,"SCHOCHLER EL",101905103,"Female",262
"2015-2016",04,"HARRIS COUNTY","CHANNELVIEW ISD",101905,"SCHOCHLER EL",101905103,"Male",261
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"SCHOOL AT ST GEORGE PLACE",101912353,"Female",377
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"SCHOOL AT ST GEORGE PLACE",101912353,"Male",413
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SCHOOL COMMUNITY GUIDANCE CENTER",057905029,"Female",24
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SCHOOL COMMUNITY GUIDANCE CENTER",057905029,"Male",72
"2015-2016",04,"HARRIS COUNTY","GALENA PARK ISD",101910,"SCHOOL FOR ACCELERATED LRN",101910008,"Male",-9999999
"2015-2016",04,"HARRIS COUNTY","SPRING ISD",101919,"SCHOOL FOR ACCELERATED LRN",101919009,"Male",-9999999
"2015-2016",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"SCHOOL FOR THE HIGHLY GIFTED",057910135,"Female",32
"2015-2016",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"SCHOOL FOR THE HIGHLY GIFTED",057910135,"Male",55
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SCHOOL FOR THE TALENTED AND GIFTED",057905039,"Female",157
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SCHOOL FOR THE TALENTED AND GIFTED",057905039,"Male",99
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SCHOOL OF BUSINESS AND MANAGEMENT",057905033,"Female",219
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SCHOOL OF BUSINESS AND MANAGEMENT",057905033,"Male",302
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SCHOOL OF HEALTH PROFESSIONS",057905036,"Female",428
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SCHOOL OF HEALTH PROFESSIONS",057905036,"Male",124
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SCHOOL OF SCIENCE AND ENGINEERING",057905026,"Female",122
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"SCHOOL OF SCIENCE AND ENGINEERING",057905026,"Male",291
"2015-2016",20,"BEXAR COUNTY","SCHOOL OF SCIENCE AND TECHNOLOGY",015827,"SCHOOL OF SCIENCE AND TECHNOLOGY",015827001,"Female",194
"2015-2016",20,"BEXAR COUNTY","SCHOOL OF SCIENCE AND TECHNOLOGY",015827,"SCHOOL OF SCIENCE AND TECHNOLOGY",015827001,"Male",256
"2015-2016",20,"BEXAR COUNTY","SCHOOL OF SCIENCE AND TECHNOLOGY",015827,"SCHOOL OF SCIENCE AND TECHNOLOGY -",015827002,"Female",190
"2015-2016",20,"BEXAR COUNTY","SCHOOL OF SCIENCE AND TECHNOLOGY",015827,"SCHOOL OF SCIENCE AND TECHNOLOGY -",015827002,"Male",223
"2015-2016",20,"BEXAR COUNTY","SCHOOL OF SCIENCE AND TECHNOLOGY D",015831,"SCHOOL OF SCIENCE AND TECHNOLOGY C",015831002,"Female",366
"2015-2016",20,"BEXAR COUNTY","SCHOOL OF SCIENCE AND TECHNOLOGY D",015831,"SCHOOL OF SCIENCE AND TECHNOLOGY C",015831002,"Male",368
"2015-2016",20,"BEXAR COUNTY","SCHOOL OF SCIENCE AND TECHNOLOGY D",015831,"SCHOOL OF SCIENCE AND TECHNOLOGY D",015831001,"Female",204
"2015-2016",20,"BEXAR COUNTY","SCHOOL OF SCIENCE AND TECHNOLOGY D",015831,"SCHOOL OF SCIENCE AND TECHNOLOGY D",015831001,"Male",242
"2015-2016",13,"FAYETTE COUNTY","SCHULENBURG ISD",075903,"SCHULENBURG EL",075903102,"Female",174
"2015-2016",13,"FAYETTE COUNTY","SCHULENBURG ISD",075903,"SCHULENBURG EL",075903102,"Male",165
