"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Group","Gender Name","Enrollment by Gender"
"2017-2018",20,"BEXAR COUNTY","EAST CENTRAL ISD",015911,"SINCLAIR EL",015911104,"ELEMENTARY","Female",316
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"SINCLAIR EL",101912241,"ELEMENTARY","Male",319
"2017-2018",20,"BEXAR COUNTY","EAST CENTRAL ISD",015911,"SINCLAIR EL",015911104,"ELEMENTARY","Male",340
"2017-2018",02,"SAN PATRICIO COUNTY","SINTON ISD",205906,"SINTON EL",205906105,"ELEMENTARY","Female",233
"2017-2018",02,"SAN PATRICIO COUNTY","SINTON ISD",205906,"SINTON EL",205906105,"ELEMENTARY","Male",264
"2017-2018",02,"SAN PATRICIO COUNTY","SINTON ISD",205906,"SINTON H S",205906001,"HIGH SCHOOL","Female",296
"2017-2018",02,"SAN PATRICIO COUNTY","SINTON ISD",205906,"SINTON H S",205906001,"HIGH SCHOOL","Male",329
"2017-2018",11,"COOKE COUNTY","SIVELLS BEND ISD",049909,"SIVELLS BEND EL",049909101,"ELEMENTARY","Female",40
"2017-2018",11,"COOKE COUNTY","SIVELLS BEND ISD",049909,"SIVELLS BEND EL",049909101,"ELEMENTARY","Male",29
"2017-2018",10,"COLLIN COUNTY","PLANO ISD",043910,"SKAGGS EL",043910133,"ELEMENTARY","Female",205
"2017-2018",10,"COLLIN COUNTY","PLANO ISD",043910,"SKAGGS EL",043910133,"ELEMENTARY","Male",212
"2017-2018",02,"BEE COUNTY","SKIDMORE-TYNAN ISD",013905,"SKIDMORE-TYNAN EL",013905101,"ELEMENTARY","Female",180
"2017-2018",02,"BEE COUNTY","SKIDMORE-TYNAN ISD",013905,"SKIDMORE-TYNAN EL",013905101,"ELEMENTARY","Male",166
"2017-2018",02,"BEE COUNTY","SKIDMORE-TYNAN ISD",013905,"SKIDMORE-TYNAN H S",013905001,"HIGH SCHOOL","Female",137
"2017-2018",02,"BEE COUNTY","SKIDMORE-TYNAN ISD",013905,"SKIDMORE-TYNAN H S",013905001,"HIGH SCHOOL","Male",142
"2017-2018",02,"BEE COUNTY","SKIDMORE-TYNAN ISD",013905,"SKIDMORE-TYNAN J H",013905041,"MIDDLE SCHOOL","Female",111
"2017-2018",02,"BEE COUNTY","SKIDMORE-TYNAN ISD",013905,"SKIDMORE-TYNAN J H",013905041,"MIDDLE SCHOOL","Male",101
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"SKINNER EL",031901112,"ELEMENTARY","Female",249
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"SKINNER EL",031901112,"ELEMENTARY","Male",225
"2017-2018",12,"BELL COUNTY","KILLEEN ISD",014906,"SKIPCHA EL",014906136,"ELEMENTARY","Female",582
"2017-2018",12,"BELL COUNTY","KILLEEN ISD",014906,"SKIPCHA EL",014906136,"ELEMENTARY","Male",589
"2017-2018",20,"BEXAR COUNTY","SOUTHWEST ISD",015912,"SKY HARBOUR EL",015912105,"ELEMENTARY","Female",337
"2017-2018",20,"BEXAR COUNTY","SOUTHWEST ISD",015912,"SKY HARBOUR EL",015912105,"ELEMENTARY","Male",314
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"SKYLINE H S",057905025,"HIGH SCHOOL","Female",2279
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"SKYLINE H S",057905025,"HIGH SCHOOL","Male",2256
"2017-2018",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"SKYVIEW EL",057916126,"ELEMENTARY","Female",386
"2017-2018",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"SKYVIEW EL",057916126,"ELEMENTARY","Male",383
"2017-2018",07,"ANGELINA COUNTY","LUFKIN ISD",003903,"SLACK EL",003903129,"ELEMENTARY","Female",271
"2017-2018",07,"ANGELINA COUNTY","LUFKIN ISD",003903,"SLACK EL",003903129,"ELEMENTARY","Male",268
"2017-2018",17,"LUBBOCK COUNTY","SLATON ISD",152903,"SLATON H S",152903001,"HIGH SCHOOL","Female",172
"2017-2018",17,"LUBBOCK COUNTY","SLATON ISD",152903,"SLATON H S",152903001,"HIGH SCHOOL","Male",184
"2017-2018",17,"LUBBOCK COUNTY","SLATON ISD",152903,"SLATON ISD DAEP",152903008,"ELEMENTARY / SECONDARY","Female",-9999999
"2017-2018",17,"LUBBOCK COUNTY","SLATON ISD",152903,"SLATON ISD DAEP",152903008,"ELEMENTARY / SECONDARY","Male",-9999999
"2017-2018",17,"LUBBOCK COUNTY","SLATON ISD",152903,"SLATON J H",152903042,"MIDDLE SCHOOL","Female",143
"2017-2018",17,"LUBBOCK COUNTY","SLATON ISD",152903,"SLATON J H",152903042,"MIDDLE SCHOOL","Male",142
"2017-2018",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"SLATON MIDDLE",152901068,"MIDDLE SCHOOL","Female",231
"2017-2018",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"SLATON MIDDLE",152901068,"MIDDLE SCHOOL","Male",279
"2017-2018",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"SLAUGHTER EL",043907111,"ELEMENTARY","Female",291
"2017-2018",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"SLAUGHTER EL",043907111,"ELEMENTARY","Male",298
"2017-2018",16,"POTTER COUNTY","AMARILLO ISD",188901,"SLEEPY HOLLOW EL",188901140,"ELEMENTARY","Female",285
"2017-2018",16,"POTTER COUNTY","AMARILLO ISD",188901,"SLEEPY HOLLOW EL",188901140,"ELEMENTARY","Male",272
"2017-2018",11,"WISE COUNTY","SLIDELL ISD",249908,"SLIDELL SCHOOLS",249908001,"ELEMENTARY / SECONDARY","Female",124
"2017-2018",11,"WISE COUNTY","SLIDELL ISD",249908,"SLIDELL SCHOOLS",249908001,"ELEMENTARY / SECONDARY","Male",118
"2017-2018",10,"COLLIN COUNTY","LOVEJOY ISD",043919,"SLOAN CREEK INT",043919042,"MIDDLE SCHOOL","Female",335
"2017-2018",10,"COLLIN COUNTY","LOVEJOY ISD",043919,"SLOAN CREEK INT",043919042,"MIDDLE SCHOOL","Male",326
"2017-2018",07,"ANDERSON COUNTY","SLOCUM ISD",001909,"SLOCUM H S",001909001,"HIGH SCHOOL","Female",54
"2017-2018",07,"ANDERSON COUNTY","SLOCUM ISD",001909,"SLOCUM H S",001909001,"HIGH SCHOOL","Male",60
"2017-2018",07,"ANDERSON COUNTY","SLOCUM ISD",001909,"SLOCUM PK - 8",001909101,"ELEMENTARY","Female",163
"2017-2018",07,"ANDERSON COUNTY","SLOCUM ISD",001909,"SLOCUM PK - 8",001909101,"ELEMENTARY","Male",146
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SMALL M S",227901060,"MIDDLE SCHOOL","Female",534
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"SMALL M S",227901060,"MIDDLE SCHOOL","Male",697
"2017-2018",04,"HARRIS COUNTY","ALDINE ISD",101902,"SMITH ACADEMY",101902114,"ELEMENTARY","Female",268
"2017-2018",04,"HARRIS COUNTY","ALDINE ISD",101902,"SMITH ACADEMY",101902114,"ELEMENTARY","Male",306
"2017-2018",01,"WILLACY COUNTY","RAYMONDVILLE ISD",245903,"SMITH EL",245903105,"ELEMENTARY","Female",216
"2017-2018",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"SMITH EL",178904134,"ELEMENTARY","Female",229
"2017-2018",03,"VICTORIA COUNTY","VICTORIA ISD",235902,"SMITH EL",235902112,"ELEMENTARY","Female",240
"2017-2018",04,"FORT BEND COUNTY","LAMAR CISD",079901,"SMITH EL",079901107,"ELEMENTARY","Female",215
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"SMITH EL",101903105,"ELEMENTARY","Female",390
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"SMITH EL",101912242,"ELEMENTARY","Female",439
"2017-2018",04,"HARRIS COUNTY","SPRING ISD",101919,"SMITH EL",101919111,"ELEMENTARY","Female",306
"2017-2018",10,"COLLIN COUNTY","FRISCO ISD",043905,"SMITH EL",043905104,"ELEMENTARY","Female",313
"2017-2018",10,"DALLAS COUNTY","MESQUITE ISD",057914,"SMITH EL",057914129,"ELEMENTARY","Female",252
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"SMITH EL",227910106,"ELEMENTARY","Female",343
"2017-2018",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"SMITH EL",152901179,"ELEMENTARY","Female",283
"2017-2018",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"SMITH EL",015907165,"ELEMENTARY","Female",207
"2017-2018",01,"WILLACY COUNTY","RAYMONDVILLE ISD",245903,"SMITH EL",245903105,"ELEMENTARY","Male",226
"2017-2018",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"SMITH EL",178904134,"ELEMENTARY","Male",234
"2017-2018",03,"VICTORIA COUNTY","VICTORIA ISD",235902,"SMITH EL",235902112,"ELEMENTARY","Male",291
"2017-2018",04,"FORT BEND COUNTY","LAMAR CISD",079901,"SMITH EL",079901107,"ELEMENTARY","Male",205
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"SMITH EL",101903105,"ELEMENTARY","Male",452
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"SMITH EL",101912242,"ELEMENTARY","Male",440
"2017-2018",04,"HARRIS COUNTY","SPRING ISD",101919,"SMITH EL",101919111,"ELEMENTARY","Male",314
"2017-2018",10,"COLLIN COUNTY","FRISCO ISD",043905,"SMITH EL",043905104,"ELEMENTARY","Male",317
"2017-2018",10,"DALLAS COUNTY","MESQUITE ISD",057914,"SMITH EL",057914129,"ELEMENTARY","Male",242
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"SMITH EL",227910106,"ELEMENTARY","Male",392
"2017-2018",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"SMITH EL",152901179,"ELEMENTARY","Male",373
"2017-2018",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"SMITH EL",015907165,"ELEMENTARY","Male",180
"2017-2018",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"SMITH H S",057903002,"HIGH SCHOOL","Female",880
"2017-2018",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"SMITH H S",057903002,"HIGH SCHOOL","Male",1075
"2017-2018",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"SMITH MIDDLE",101907056,"MIDDLE SCHOOL","Female",699
"2017-2018",05,"JEFFERSON COUNTY","BEAUMONT ISD",123910,"SMITH MIDDLE",123910042,"MIDDLE SCHOOL","Female",272
"2017-2018",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"SMITH MIDDLE",101907056,"MIDDLE SCHOOL","Male",748
"2017-2018",05,"JEFFERSON COUNTY","BEAUMONT ISD",123910,"SMITH MIDDLE",123910042,"MIDDLE SCHOOL","Male",262
"2017-2018",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"SMITHFIELD EL",220902107,"ELEMENTARY","Female",201
"2017-2018",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"SMITHFIELD EL",220902107,"ELEMENTARY","Male",248
"2017-2018",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"SMITHFIELD MIDDLE",220902046,"MIDDLE SCHOOL","Female",409
"2017-2018",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"SMITHFIELD MIDDLE",220902046,"MIDDLE SCHOOL","Male",410
"2017-2018",20,"COMAL COUNTY","COMAL ISD",046902,"SMITHSON VALLEY H S",046902002,"HIGH SCHOOL","Female",1323
"2017-2018",20,"COMAL COUNTY","COMAL ISD",046902,"SMITHSON VALLEY H S",046902002,"HIGH SCHOOL","Male",1436
"2017-2018",20,"COMAL COUNTY","COMAL ISD",046902,"SMITHSON VALLEY MIDDLE",046902041,"MIDDLE SCHOOL","Female",607
"2017-2018",20,"COMAL COUNTY","COMAL ISD",046902,"SMITHSON VALLEY MIDDLE",046902041,"MIDDLE SCHOOL","Male",587
"2017-2018",13,"BASTROP COUNTY","SMITHVILLE ISD",011904,"SMITHVILLE EL",011904101,"ELEMENTARY","Female",207
"2017-2018",13,"BASTROP COUNTY","SMITHVILLE ISD",011904,"SMITHVILLE EL",011904101,"ELEMENTARY","Male",197
"2017-2018",13,"BASTROP COUNTY","SMITHVILLE ISD",011904,"SMITHVILLE H S",011904002,"HIGH SCHOOL","Female",251
"2017-2018",13,"BASTROP COUNTY","SMITHVILLE ISD",011904,"SMITHVILLE H S",011904002,"HIGH SCHOOL","Male",290
"2017-2018",13,"BASTROP COUNTY","SMITHVILLE ISD",011904,"SMITHVILLE J H",011904041,"MIDDLE SCHOOL","Female",194
"2017-2018",13,"BASTROP COUNTY","SMITHVILLE ISD",011904,"SMITHVILLE J H",011904041,"MIDDLE SCHOOL","Male",216
"2017-2018",17,"HOCKLEY COUNTY","SMYER ISD",110906,"SMYER EL",110906101,"ELEMENTARY","Female",107
"2017-2018",17,"HOCKLEY COUNTY","SMYER ISD",110906,"SMYER EL",110906101,"ELEMENTARY","Male",108
"2017-2018",17,"HOCKLEY COUNTY","SMYER ISD",110906,"SMYER H S",110906001,"HIGH SCHOOL","Female",106
"2017-2018",17,"HOCKLEY COUNTY","SMYER ISD",110906,"SMYER H S",110906001,"HIGH SCHOOL","Male",110
"2017-2018",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"SMYLIE WILSON MIDDLE",152901069,"MIDDLE SCHOOL","Female",201
"2017-2018",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"SMYLIE WILSON MIDDLE",152901069,"MIDDLE SCHOOL","Male",240
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"SNEED EL",101903117,"ELEMENTARY","Female",548
"2017-2018",04,"HARRIS COUNTY","ALIEF ISD",101903,"SNEED EL",101903117,"ELEMENTARY","Male",572
"2017-2018",06,"BURLESON COUNTY","SNOOK ISD",026903,"SNOOK EL",026903101,"ELEMENTARY","Female",124
"2017-2018",06,"BURLESON COUNTY","SNOOK ISD",026903,"SNOOK EL",026903101,"ELEMENTARY","Male",134
"2017-2018",06,"BURLESON COUNTY","SNOOK ISD",026903,"SNOOK SECONDARY",026903002,"ELEMENTARY / SECONDARY","Female",123
"2017-2018",06,"BURLESON COUNTY","SNOOK ISD",026903,"SNOOK SECONDARY",026903002,"ELEMENTARY / SECONDARY","Male",120
"2017-2018",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"SNOW HEIGHTS EL",220902108,"ELEMENTARY","Female",186
"2017-2018",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"SNOW HEIGHTS EL",220902108,"ELEMENTARY","Male",187
"2017-2018",06,"MONTGOMERY COUNTY","CONROE ISD",170902,"SNYDER EL",170902131,"ELEMENTARY","Female",450
"2017-2018",06,"MONTGOMERY COUNTY","CONROE ISD",170902,"SNYDER EL",170902131,"ELEMENTARY","Male",499
"2017-2018",14,"SCURRY COUNTY","SNYDER ISD",208902,"SNYDER H S",208902001,"HIGH SCHOOL","Female",357
"2017-2018",14,"SCURRY COUNTY","SNYDER ISD",208902,"SNYDER H S",208902001,"HIGH SCHOOL","Male",372
"2017-2018",14,"SCURRY COUNTY","SNYDER ISD",208902,"SNYDER INT",208902110,"ELEMENTARY","Female",184
"2017-2018",14,"SCURRY COUNTY","SNYDER ISD",208902,"SNYDER INT",208902110,"ELEMENTARY","Male",200
"2017-2018",14,"SCURRY COUNTY","SNYDER ISD",208902,"SNYDER J H",208902041,"MIDDLE SCHOOL","Female",271
"2017-2018",14,"SCURRY COUNTY","SNYDER ISD",208902,"SNYDER J H",208902041,"MIDDLE SCHOOL","Male",351
"2017-2018",14,"SCURRY COUNTY","SNYDER ISD",208902,"SNYDER PRI",208902109,"ELEMENTARY","Female",449
"2017-2018",14,"SCURRY COUNTY","SNYDER ISD",208902,"SNYDER PRI",208902109,"ELEMENTARY","Male",517
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"SOAR CTR",101912069,"ELEMENTARY / SECONDARY","Female",76
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"SOAR CTR",101912069,"ELEMENTARY / SECONDARY","Male",161
"2017-2018",19,"EL PASO COUNTY","SOCORRO ISD",071909,"SOCORRO H S",071909001,"HIGH SCHOOL","Female",1252
"2017-2018",19,"EL PASO COUNTY","SOCORRO ISD",071909,"SOCORRO H S",071909001,"HIGH SCHOOL","Male",1204
"2017-2018",19,"EL PASO COUNTY","SOCORRO ISD",071909,"SOCORRO MIDDLE",071909041,"MIDDLE SCHOOL","Female",314
"2017-2018",19,"EL PASO COUNTY","SOCORRO ISD",071909,"SOCORRO MIDDLE",071909041,"MIDDLE SCHOOL","Male",317
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"SOLAR PREPARATORY SCHOOL FOR GIRLS",057905306,"ELEMENTARY","Female",294
"2017-2018",02,"NUECES COUNTY","ROBSTOWN ISD",178909,"SOLOMON P ORTIZ INT",178909042,"ELEMENTARY","Female",240
"2017-2018",02,"NUECES COUNTY","ROBSTOWN ISD",178909,"SOLOMON P ORTIZ INT",178909042,"ELEMENTARY","Male",184
"2017-2018",20,"BEXAR COUNTY","SOMERSET ISD",015909,"SOMERSET EARLY CHILDHOOD EL",015909103,"ELEMENTARY","Female",176
"2017-2018",20,"BEXAR COUNTY","SOMERSET ISD",015909,"SOMERSET EARLY CHILDHOOD EL",015909103,"ELEMENTARY","Male",189
"2017-2018",20,"BEXAR COUNTY","SOMERSET ISD",015909,"SOMERSET EL",015909101,"ELEMENTARY","Female",332
"2017-2018",20,"BEXAR COUNTY","SOMERSET ISD",015909,"SOMERSET EL",015909101,"ELEMENTARY","Male",362
"2017-2018",20,"BEXAR COUNTY","SOMERSET ISD",015909,"SOMERSET H S",015909001,"HIGH SCHOOL","Female",503
"2017-2018",20,"BEXAR COUNTY","SOMERSET ISD",015909,"SOMERSET H S",015909001,"HIGH SCHOOL","Male",575
"2017-2018",20,"BEXAR COUNTY","SOMERSET ISD",015909,"SOMERSET J H",015909041,"JUNIOR HIGH SCHOOL","Female",288
"2017-2018",20,"BEXAR COUNTY","SOMERSET ISD",015909,"SOMERSET J H",015909041,"JUNIOR HIGH SCHOOL","Male",354
"2017-2018",06,"BURLESON COUNTY","SOMERVILLE ISD",026902,"SOMERVILLE EL",026902101,"ELEMENTARY","Female",156
"2017-2018",06,"BURLESON COUNTY","SOMERVILLE ISD",026902,"SOMERVILLE EL",026902101,"ELEMENTARY","Male",150
"2017-2018",06,"BURLESON COUNTY","SOMERVILLE ISD",026902,"SOMERVILLE H S",026902001,"HIGH SCHOOL","Female",94
"2017-2018",06,"BURLESON COUNTY","SOMERVILLE ISD",026902,"SOMERVILLE H S",026902001,"HIGH SCHOOL","Male",100
"2017-2018",10,"COLLIN COUNTY","FRISCO ISD",043905,"SONNTAG EL",043905130,"ELEMENTARY","Female",260
"2017-2018",10,"COLLIN COUNTY","FRISCO ISD",043905,"SONNTAG EL",043905130,"ELEMENTARY","Male",331
"2017-2018",11,"DENTON COUNTY","NORTHWEST ISD",061911,"SONNY & ALLEGRA NANCE EL",061911112,"ELEMENTARY","Female",301
"2017-2018",11,"DENTON COUNTY","NORTHWEST ISD",061911,"SONNY & ALLEGRA NANCE EL",061911112,"ELEMENTARY","Male",271
"2017-2018",15,"SUTTON COUNTY","SONORA ISD",218901,"SONORA EL",218901103,"ELEMENTARY","Female",178
"2017-2018",15,"SUTTON COUNTY","SONORA ISD",218901,"SONORA EL",218901103,"ELEMENTARY","Male",209
"2017-2018",15,"SUTTON COUNTY","SONORA ISD",218901,"SONORA H S",218901001,"HIGH SCHOOL","Female",125
"2017-2018",15,"SUTTON COUNTY","SONORA ISD",218901,"SONORA H S",218901001,"HIGH SCHOOL","Male",124
"2017-2018",15,"SUTTON COUNTY","SONORA ISD",218901,"SONORA J H",218901041,"MIDDLE SCHOOL","Female",86
"2017-2018",15,"SUTTON COUNTY","SONORA ISD",218901,"SONORA J H",218901041,"MIDDLE SCHOOL","Male",95
"2017-2018",06,"MONTGOMERY COUNTY","NEW CANEY ISD",170908,"SORTERS MILL EL",170908110,"ELEMENTARY","Female",408
"2017-2018",06,"MONTGOMERY COUNTY","NEW CANEY ISD",170908,"SORTERS MILL EL",170908110,"ELEMENTARY","Male",446
"2017-2018",11,"TARRANT COUNTY","EVERMAN ISD",220904,"SOUDER EL",220904103,"ELEMENTARY","Female",252
"2017-2018",11,"TARRANT COUNTY","EVERMAN ISD",220904,"SOUDER EL",220904103,"ELEMENTARY","Male",277
"2017-2018",05,"HARDIN COUNTY","HARDIN-JEFFERSON ISD",100905,"SOUR LAKE EL",100905105,"ELEMENTARY","Female",300
"2017-2018",05,"HARDIN COUNTY","HARDIN-JEFFERSON ISD",100905,"SOUR LAKE EL",100905105,"ELEMENTARY","Male",335
"2017-2018",10,"HENDERSON COUNTY","ATHENS ISD",107901,"SOUTH ATHENS EL",107901102,"ELEMENTARY","Female",238
"2017-2018",10,"HENDERSON COUNTY","ATHENS ISD",107901,"SOUTH ATHENS EL",107901102,"ELEMENTARY","Male",245
"2017-2018",04,"HARRIS COUNTY","PASADENA ISD",101917,"SOUTH BELT EL",101917138,"ELEMENTARY","Female",294
"2017-2018",04,"HARRIS COUNTY","PASADENA ISD",101917,"SOUTH BELT EL",101917138,"ELEMENTARY","Male",302
"2017-2018",12,"BELL COUNTY","BELTON ISD",014903,"SOUTH BELTON MIDDLE",014903044,"MIDDLE SCHOOL","Female",395
"2017-2018",12,"BELL COUNTY","BELTON ISD",014903,"SOUTH BELTON MIDDLE",014903044,"MIDDLE SCHOOL","Male",442
"2017-2018",12,"MCLENNAN COUNTY","MIDWAY ISD",161903,"SOUTH BOSQUE EL",161903105,"ELEMENTARY","Female",298
"2017-2018",12,"MCLENNAN COUNTY","MIDWAY ISD",161903,"SOUTH BOSQUE EL",161903105,"ELEMENTARY","Male",307
"2017-2018",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"SOUTH DAVIS EL",220901111,"ELEMENTARY","Female",314
"2017-2018",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"SOUTH DAVIS EL",220901111,"ELEMENTARY","Male",362
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"SOUTH EARLY COLLEGE H S",101912486,"HIGH SCHOOL","Female",214
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"SOUTH EARLY COLLEGE H S",101912486,"HIGH SCHOOL","Male",169
"2017-2018",08,"MORRIS COUNTY","DAINGERFIELD-LONE STAR ISD",172902,"SOUTH EL",172902101,"ELEMENTARY","Female",111
"2017-2018",14,"STEPHENS COUNTY","BRECKENRIDGE ISD",215901,"SOUTH EL",215901103,"ELEMENTARY","Female",160
"2017-2018",17,"DAWSON COUNTY","LAMESA ISD",058906,"SOUTH EL",058906105,"ELEMENTARY","Female",260
"2017-2018",17,"HOCKLEY COUNTY","LEVELLAND ISD",110902,"SOUTH EL",110902105,"ELEMENTARY","Female",162
"2017-2018",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"SOUTH EL",165901117,"ELEMENTARY","Female",294
"2017-2018",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"SOUTH EL",247901106,"ELEMENTARY","Female",446
"2017-2018",08,"MORRIS COUNTY","DAINGERFIELD-LONE STAR ISD",172902,"SOUTH EL",172902101,"ELEMENTARY","Male",117
"2017-2018",14,"STEPHENS COUNTY","BRECKENRIDGE ISD",215901,"SOUTH EL",215901103,"ELEMENTARY","Male",197
"2017-2018",17,"DAWSON COUNTY","LAMESA ISD",058906,"SOUTH EL",058906105,"ELEMENTARY","Male",277
"2017-2018",17,"HOCKLEY COUNTY","LEVELLAND ISD",110902,"SOUTH EL",110902105,"ELEMENTARY","Male",169
"2017-2018",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"SOUTH EL",165901117,"ELEMENTARY","Male",289
"2017-2018",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"SOUTH EL",247901106,"ELEMENTARY","Male",481
"2017-2018",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"SOUTH EULESS EL",220916108,"ELEMENTARY","Female",293
"2017-2018",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"SOUTH EULESS EL",220916108,"ELEMENTARY","Male",351
"2017-2018",16,"POTTER COUNTY","AMARILLO ISD",188901,"SOUTH GEORGIA EL",188901127,"ELEMENTARY","Female",216
"2017-2018",16,"POTTER COUNTY","AMARILLO ISD",188901,"SOUTH GEORGIA EL",188901127,"ELEMENTARY","Male",189
"2017-2018",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"SOUTH GRAND PRAIRIE H S",057910003,"HIGH SCHOOL","Female",1599
"2017-2018",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"SOUTH GRAND PRAIRIE H S",057910003,"HIGH SCHOOL","Male",1782
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"SOUTH HI MOUNT EL",220905166,"ELEMENTARY","Female",262
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"SOUTH HI MOUNT EL",220905166,"ELEMENTARY","Male",277
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"SOUTH HILLS EL",220905167,"ELEMENTARY","Female",396
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"SOUTH HILLS EL",220905167,"ELEMENTARY","Male",455
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"SOUTH HILLS H S",220905003,"HIGH SCHOOL","Female",988
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"SOUTH HILLS H S",220905003,"HIGH SCHOOL","Male",1164
"2017-2018",04,"HARRIS COUNTY","PASADENA ISD",101917,"SOUTH HOUSTON EL",101917118,"ELEMENTARY","Female",300
"2017-2018",04,"HARRIS COUNTY","PASADENA ISD",101917,"SOUTH HOUSTON EL",101917118,"ELEMENTARY","Male",353
"2017-2018",04,"HARRIS COUNTY","PASADENA ISD",101917,"SOUTH HOUSTON HIGH SCHOOL",101917003,"HIGH SCHOOL","Female",1392
"2017-2018",04,"HARRIS COUNTY","PASADENA ISD",101917,"SOUTH HOUSTON HIGH SCHOOL",101917003,"HIGH SCHOOL","Male",1510
"2017-2018",04,"HARRIS COUNTY","PASADENA ISD",101917,"SOUTH HOUSTON INT",101917046,"JUNIOR HIGH SCHOOL","Female",344
"2017-2018",04,"HARRIS COUNTY","PASADENA ISD",101917,"SOUTH HOUSTON INT",101917046,"JUNIOR HIGH SCHOOL","Male",381
"2017-2018",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"SOUTH KNOLL EL",021901101,"ELEMENTARY","Female",320
"2017-2018",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"SOUTH KNOLL EL",021901101,"ELEMENTARY","Male",347
"2017-2018",16,"POTTER COUNTY","AMARILLO ISD",188901,"SOUTH LAWN EL",188901128,"ELEMENTARY","Female",204
"2017-2018",16,"POTTER COUNTY","AMARILLO ISD",188901,"SOUTH LAWN EL",188901128,"ELEMENTARY","Male",244
"2017-2018",19,"EL PASO COUNTY","YSLETA ISD",071905,"SOUTH LOOP EL",071905118,"ELEMENTARY","Female",153
"2017-2018",19,"EL PASO COUNTY","YSLETA ISD",071905,"SOUTH LOOP EL",071905118,"ELEMENTARY","Male",136
"2017-2018",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"SOUTH MIDDLE",108904044,"MIDDLE SCHOOL","Female",628
