DBN,School,Cohort Year,Cohort Category,Total Cohort #,Total Grads #,Total Grads   % of cohort,Total Regents #,Total Regents    % of cohort,Total Regents   % of grads,Advanced Regents #,Advanced   Regents   % of cohort,Advanced Regents    % of grads,Regents w/o Advanced  #,Regents w/o Advanced                          % of cohort,Regents w/o Advanced        % of grads,Local  #,Local   % of cohort,Local   % of grads,Still Enrolled #,Still Enrolled    % of cohort,Dropped Out  #,Dropped Out    % of cohort
21K525,EDWARD R. MURROW HIGH SCHOOL,2007,6 Year,979,805,82.2%,738,75.4%,91.7%,291,29.7%,36.1%,447,45.7%,55.5%,67,6.8%,8.3%,15,1.5%,119,12.2%
21K525,EDWARD R. MURROW HIGH SCHOOL,2008,4 Year  June,892,680,76.2%,661,74.1%,97.2%,312,35.0%,45.9%,349,39.1%,51.3%,19,2.1%,2.8%,141,15.8%,53,5.9%
21K525,EDWARD R. MURROW HIGH SCHOOL,2008,4 Year August,892,719,80.6%,697,78.1%,96.9%,314,35.2%,43.7%,383,42.9%,53.3%,22,2.5%,3.1%,106,11.9%,53,5.9%
21K525,EDWARD R. MURROW HIGH SCHOOL,2008,5 Year  June,885,737,83.3%,714,80.7%,96.9%,316,35.7%,42.9%,398,45.0%,54.0%,23,2.6%,3.1%,49,5.5%,83,9.4%
21K525,EDWARD R. MURROW HIGH SCHOOL,2008,5 Year August,885,749,84.6%,724,81.8%,96.7%,316,35.7%,42.2%,408,46.1%,54.5%,25,2.8%,3.3%,41,4.6%,80,9.0%
21K525,EDWARD R. MURROW HIGH SCHOOL,2008,6 Year,884,760,86.0%,734,83.0%,96.6%,316,35.7%,41.6%,418,47.3%,55.0%,26,2.9%,3.4%,25,2.8%,83,9.4%
21K525,EDWARD R. MURROW HIGH SCHOOL,2009,4 Year  June,937,678,72.4%,661,70.5%,97.5%,265,28.3%,39.1%,396,42.3%,58.4%,17,1.8%,2.5%,185,19.7%,49,5.2%
21K525,EDWARD R. MURROW HIGH SCHOOL,2009,4 Year August,937,730,77.9%,710,75.8%,97.3%,268,28.6%,36.7%,442,47.2%,60.5%,20,2.1%,2.7%,133,14.2%,49,5.2%
21K525,EDWARD R. MURROW HIGH SCHOOL,2009,5 Year  June,926,767,82.8%,743,80.2%,96.9%,267,28.8%,34.8%,476,51.4%,62.1%,24,2.6%,3.1%,52,5.6%,77,8.3%
21K525,EDWARD R. MURROW HIGH SCHOOL,2009,5 Year August,926,779,84.1%,753,81.3%,96.7%,267,28.8%,34.3%,486,52.5%,62.4%,26,2.8%,3.3%,40,4.3%,77,8.3%
21K525,EDWARD R. MURROW HIGH SCHOOL,2009,6 Year,918,784,85.4%,756,82.4%,96.4%,267,29.1%,34.1%,489,53.3%,62.4%,28,3.1%,3.6%,23,2.5%,81,8.8%
21K525,EDWARD R. MURROW HIGH SCHOOL,2010,4 Year  June,960,738,76.9%,717,74.7%,97.2%,224,23.3%,30.4%,493,51.4%,66.8%,21,2.2%,2.8%,173,18.0%,35,3.6%
21K525,EDWARD R. MURROW HIGH SCHOOL,2010,4 Year August,960,781,81.4%,756,78.8%,96.8%,225,23.4%,28.8%,531,55.3%,68.0%,25,2.6%,3.2%,130,13.5%,35,3.6%
21K525,EDWARD R. MURROW HIGH SCHOOL,2010,5 Year  June,942,814,86.4%,784,83.2%,96.3%,226,24.0%,27.8%,558,59.2%,68.6%,30,3.2%,3.7%,56,5.9%,54,5.7%
21K525,EDWARD R. MURROW HIGH SCHOOL,2010,5 Year August,942,826,87.7%,795,84.4%,96.2%,226,24.0%,27.4%,569,60.4%,68.9%,31,3.3%,3.8%,46,4.9%,52,5.5%
21K525,EDWARD R. MURROW HIGH SCHOOL,2011,4 Year  June,970,767,79.1%,747,77.0%,97.4%,212,21.9%,27.6%,535,55.2%,69.8%,20,2.1%,2.6%,149,15.4%,31,3.2%
21K525,EDWARD R. MURROW HIGH SCHOOL,2011,4 Year August,970,806,83.1%,781,80.5%,96.9%,213,22.0%,26.4%,568,58.6%,70.5%,25,2.6%,3.1%,110,11.3%,31,3.2%
21K540,JOHN DEWEY HIGH SCHOOL,2001,4 Year  June,679,385,56.7%,291,42.9%,75.6%,161,23.7%,41.8%,130,19.1%,33.8%,95,14.0%,24.7%,176,25.9%,106,15.6%
21K540,JOHN DEWEY HIGH SCHOOL,2001,5 Year  June,679,478,70.4%,345,50.8%,72.2%,171,25.2%,35.8%,174,25.6%,36.4%,134,19.7%,28.0%,41,6.0%,145,21.4%
21K540,JOHN DEWEY HIGH SCHOOL,2001,6 Year,679,499,73.5%,353,52.0%,70.7%,175,25.8%,35.1%,178,26.2%,35.7%,147,21.6%,29.5%,13,1.9%,152,22.4%
21K540,JOHN DEWEY HIGH SCHOOL,2002,4 Year  June,755,395,52.3%,340,45.0%,86.1%,155,20.5%,39.2%,185,24.5%,46.8%,55,7.3%,13.9%,215,28.5%,127,16.8%
21K540,JOHN DEWEY HIGH SCHOOL,2002,5 Year  June,755,486,64.4%,388,51.4%,79.8%,174,23.0%,35.8%,214,28.3%,44.0%,98,13.0%,20.2%,78,10.3%,169,22.4%
21K540,JOHN DEWEY HIGH SCHOOL,2002,6 Year,755,514,68.1%,395,52.3%,76.8%,174,23.0%,33.9%,221,29.3%,43.0%,119,15.8%,23.2%,27,3.6%,188,24.9%
21K540,JOHN DEWEY HIGH SCHOOL,2003,4 Year  June,729,389,53.4%,337,46.2%,86.6%,162,22.2%,41.6%,175,24.0%,45.0%,52,7.1%,13.4%,228,31.3%,104,14.3%
21K540,JOHN DEWEY HIGH SCHOOL,2003,5 Year  June,729,469,64.3%,381,52.3%,81.2%,164,22.5%,35.0%,217,29.8%,46.3%,88,12.1%,18.8%,83,11.4%,150,20.6%
21K540,JOHN DEWEY HIGH SCHOOL,2003,6 Year,723,498,68.9%,393,54.4%,78.9%,165,22.8%,33.1%,228,31.5%,45.8%,105,14.5%,21.1%,27,3.7%,165,22.8%
21K540,JOHN DEWEY HIGH SCHOOL,2004,4 Year  June,705,361,51.2%,323,45.8%,89.5%,148,21.0%,41.0%,175,24.8%,48.5%,38,5.4%,10.5%,247,35.0%,85,12.1%
21K540,JOHN DEWEY HIGH SCHOOL,2004,5 Year  June,703,466,66.3%,384,54.6%,82.4%,150,21.3%,32.2%,234,33.3%,50.2%,82,11.7%,17.6%,73,10.4%,122,17.4%
21K540,JOHN DEWEY HIGH SCHOOL,2004,6 Year,704,505,71.7%,402,57.1%,79.6%,152,21.6%,30.1%,250,35.5%,49.5%,103,14.6%,20.4%,37,5.3%,134,19.0%
21K540,JOHN DEWEY HIGH SCHOOL,2005,4 Year  June,637,355,55.7%,305,47.9%,85.9%,121,19.0%,34.1%,184,28.9%,51.8%,50,7.8%,14.1%,190,29.8%,67,10.5%
21K540,JOHN DEWEY HIGH SCHOOL,2005,4 Year August,637,377,59.2%,320,50.2%,84.9%,121,19.0%,32.1%,199,31.2%,52.8%,57,8.9%,15.1%,168,26.4%,67,10.5%
21K540,JOHN DEWEY HIGH SCHOOL,2005,5 Year  June,639,443,69.3%,361,56.5%,81.5%,123,19.2%,27.8%,238,37.2%,53.7%,82,12.8%,18.5%,47,7.4%,111,17.4%
21K540,JOHN DEWEY HIGH SCHOOL,2005,6 Year,639,467,73.1%,373,58.4%,79.9%,123,19.2%,26.3%,250,39.1%,53.5%,94,14.7%,20.1%,16,2.5%,116,18.2%
21K540,JOHN DEWEY HIGH SCHOOL,2006,4 Year  June,603,347,57.5%,296,49.1%,85.3%,70,11.6%,20.2%,226,37.5%,65.1%,51,8.5%,14.7%,139,23.1%,76,12.6%
21K540,JOHN DEWEY HIGH SCHOOL,2006,4 Year August,603,379,62.9%,315,52.2%,83.1%,70,11.6%,18.5%,245,40.6%,64.6%,64,10.6%,16.9%,107,17.7%,76,12.6%
21K540,JOHN DEWEY HIGH SCHOOL,2006,5 Year  June,603,413,68.5%,336,55.7%,81.4%,72,11.9%,17.4%,264,43.8%,63.9%,77,12.8%,18.6%,31,5.1%,111,18.4%
21K540,JOHN DEWEY HIGH SCHOOL,2006,5 Year August,603,418,69.3%,337,55.9%,80.6%,72,11.9%,17.2%,265,43.9%,63.4%,81,13.4%,19.4%,29,4.8%,108,17.9%
21K540,JOHN DEWEY HIGH SCHOOL,2006,6 Year,603,427,70.8%,339,56.2%,79.4%,72,11.9%,16.9%,267,44.3%,62.5%,88,14.6%,20.6%,19,3.2%,112,18.6%
21K540,JOHN DEWEY HIGH SCHOOL,2007,4 Year  June,733,452,61.7%,415,56.6%,91.8%,101,13.8%,22.3%,314,42.8%,69.5%,37,5.0%,8.2%,169,23.1%,91,12.4%
21K540,JOHN DEWEY HIGH SCHOOL,2007,4 Year August,733,484,66.0%,429,58.5%,88.6%,101,13.8%,20.9%,328,44.7%,67.8%,55,7.5%,11.4%,144,19.6%,87,11.9%
21K540,JOHN DEWEY HIGH SCHOOL,2007,5 Year  June,718,527,73.4%,451,62.8%,85.6%,101,14.1%,19.2%,350,48.7%,66.4%,76,10.6%,14.4%,46,6.4%,123,17.1%
21K540,JOHN DEWEY HIGH SCHOOL,2007,5 Year August,718,533,74.2%,454,63.2%,85.2%,101,14.1%,18.9%,353,49.2%,66.2%,79,11.0%,14.8%,42,5.8%,122,17.0%
21K540,JOHN DEWEY HIGH SCHOOL,2007,6 Year,711,543,76.4%,463,65.1%,85.3%,101,14.2%,18.6%,362,50.9%,66.7%,80,11.3%,14.7%,34,4.8%,114,16.0%
21K540,JOHN DEWEY HIGH SCHOOL,2008,4 Year  June,635,422,66.5%,410,64.6%,97.2%,121,19.1%,28.7%,289,45.5%,68.5%,12,1.9%,2.8%,136,21.4%,60,9.4%
21K540,JOHN DEWEY HIGH SCHOOL,2008,4 Year August,635,460,72.4%,445,70.1%,96.7%,121,19.1%,26.3%,324,51.0%,70.4%,15,2.4%,3.3%,102,16.1%,59,9.3%
21K540,JOHN DEWEY HIGH SCHOOL,2008,5 Year  June,627,487,77.7%,469,74.8%,96.3%,121,19.3%,24.8%,348,55.5%,71.5%,18,2.9%,3.7%,56,8.9%,68,10.8%
21K540,JOHN DEWEY HIGH SCHOOL,2008,5 Year August,627,495,78.9%,477,76.1%,96.4%,121,19.3%,24.4%,356,56.8%,71.9%,18,2.9%,3.6%,48,7.7%,68,10.8%
21K540,JOHN DEWEY HIGH SCHOOL,2008,6 Year,626,505,80.7%,484,77.3%,95.8%,121,19.3%,24.0%,363,58.0%,71.9%,21,3.4%,4.2%,24,3.8%,79,12.6%
21K540,JOHN DEWEY HIGH SCHOOL,2009,4 Year  June,597,418,70.0%,404,67.7%,96.7%,97,16.2%,23.2%,307,51.4%,73.4%,14,2.3%,3.3%,145,24.3%,27,4.5%
21K540,JOHN DEWEY HIGH SCHOOL,2009,4 Year August,597,443,74.2%,427,71.5%,96.4%,100,16.8%,22.6%,327,54.8%,73.8%,16,2.7%,3.6%,122,20.4%,27,4.5%
21K540,JOHN DEWEY HIGH SCHOOL,2009,5 Year  June,599,476,79.5%,457,76.3%,96.0%,102,17.0%,21.4%,355,59.3%,74.6%,19,3.2%,4.0%,67,11.2%,47,7.8%
21K540,JOHN DEWEY HIGH SCHOOL,2009,5 Year August,599,484,80.8%,465,77.6%,96.1%,102,17.0%,21.1%,363,60.6%,75.0%,19,3.2%,3.9%,60,10.0%,46,7.7%
21K540,JOHN DEWEY HIGH SCHOOL,2009,6 Year,595,492,82.7%,472,79.3%,95.9%,102,17.1%,20.7%,370,62.2%,75.2%,20,3.4%,4.1%,43,7.2%,50,8.4%
21K540,JOHN DEWEY HIGH SCHOOL,2010,4 Year  June,552,408,73.9%,393,71.2%,96.3%,112,20.3%,27.5%,281,50.9%,68.9%,15,2.7%,3.7%,121,21.9%,17,3.1%
21K540,JOHN DEWEY HIGH SCHOOL,2010,4 Year August,552,437,79.2%,417,75.5%,95.4%,117,21.2%,26.8%,300,54.3%,68.6%,20,3.6%,4.6%,92,16.7%,17,3.1%
21K540,JOHN DEWEY HIGH SCHOOL,2010,5 Year  June,548,447,81.6%,423,77.2%,94.6%,117,21.4%,26.2%,306,55.8%,68.5%,24,4.4%,5.4%,73,13.3%,17,3.1%
21K540,JOHN DEWEY HIGH SCHOOL,2010,5 Year August,548,453,82.7%,429,78.3%,94.7%,118,21.5%,26.0%,311,56.8%,68.7%,24,4.4%,5.3%,67,12.2%,17,3.1%
21K540,JOHN DEWEY HIGH SCHOOL,2011,4 Year  June,363,231,63.6%,221,60.9%,95.7%,82,22.6%,35.5%,139,38.3%,60.2%,10,2.8%,4.3%,117,32.2%,9,2.5%
21K540,JOHN DEWEY HIGH SCHOOL,2011,4 Year August,363,255,70.2%,245,67.5%,96.1%,84,23.1%,32.9%,161,44.4%,63.1%,10,2.8%,3.9%,93,25.6%,9,2.5%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2006,4 Year  June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2006,4 Year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2006,5 Year  June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2006,5 Year August,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2006,6 Year,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2007,4 Year  June,37,29,78.4%,24,64.9%,82.8%,1,2.7%,3.4%,23,62.2%,79.3%,5,13.5%,17.2%,3,8.1%,4,10.8%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2007,4 Year August,37,29,78.4%,24,64.9%,82.8%,1,2.7%,3.4%,23,62.2%,79.3%,5,13.5%,17.2%,3,8.1%,4,10.8%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2007,5 Year  June,36,29,80.6%,24,66.7%,82.8%,1,2.8%,3.4%,23,63.9%,79.3%,5,13.9%,17.2%,3,8.3%,4,11.1%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2007,5 Year August,36,29,80.6%,24,66.7%,82.8%,1,2.8%,3.4%,23,63.9%,79.3%,5,13.9%,17.2%,3,8.3%,4,11.1%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2007,6 Year,35,29,82.9%,24,68.6%,82.8%,1,2.9%,3.4%,23,65.7%,79.3%,5,14.3%,17.2%,1,2.9%,5,14.3%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2008,4 Year  June,58,35,60.3%,32,55.2%,91.4%,0,0.0%,0.0%,32,55.2%,91.4%,3,5.2%,8.6%,15,25.9%,6,10.3%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2008,4 Year August,58,43,74.1%,40,69.0%,93.0%,0,0.0%,0.0%,40,69.0%,93.0%,3,5.2%,7.0%,7,12.1%,6,10.3%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2008,5 Year  June,57,45,78.9%,42,73.7%,93.3%,0,0.0%,0.0%,42,73.7%,93.3%,3,5.3%,6.7%,2,3.5%,8,14.0%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2008,5 Year August,57,46,80.7%,43,75.4%,93.5%,0,0.0%,0.0%,43,75.4%,93.5%,3,5.3%,6.5%,1,1.8%,8,14.0%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2008,6 Year,57,46,80.7%,43,75.4%,93.5%,0,0.0%,0.0%,43,75.4%,93.5%,3,5.3%,6.5%,1,1.8%,8,14.0%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2009,4 Year  June,45,40,88.9%,34,75.6%,85.0%,0,0.0%,0.0%,34,75.6%,85.0%,6,13.3%,15.0%,3,6.7%,2,4.4%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2009,4 Year August,45,41,91.1%,35,77.8%,85.4%,0,0.0%,0.0%,35,77.8%,85.4%,6,13.3%,14.6%,2,4.4%,2,4.4%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2009,5 Year  June,45,42,93.3%,36,80.0%,85.7%,0,0.0%,0.0%,36,80.0%,85.7%,6,13.3%,14.3%,1,2.2%,2,4.4%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2009,5 Year August,45,42,93.3%,36,80.0%,85.7%,0,0.0%,0.0%,36,80.0%,85.7%,6,13.3%,14.3%,1,2.2%,2,4.4%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2009,6 Year,45,42,93.3%,36,80.0%,85.7%,0,0.0%,0.0%,36,80.0%,85.7%,6,13.3%,14.3%,1,2.2%,2,4.4%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2010,4 Year  June,63,58,92.1%,57,90.5%,98.3%,0,0.0%,0.0%,57,90.5%,98.3%,1,1.6%,1.7%,2,3.2%,2,3.2%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2010,4 Year August,63,58,92.1%,57,90.5%,98.3%,0,0.0%,0.0%,57,90.5%,98.3%,1,1.6%,1.7%,2,3.2%,2,3.2%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2010,5 Year  June,62,58,93.5%,57,91.9%,98.3%,0,0.0%,0.0%,57,91.9%,98.3%,1,1.6%,1.7%,2,3.2%,1,1.6%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2010,5 Year August,62,58,93.5%,57,91.9%,98.3%,0,0.0%,0.0%,57,91.9%,98.3%,1,1.6%,1.7%,2,3.2%,1,1.6%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2011,4 Year  June,57,53,93.0%,53,93.0%,100.0%,0,0.0%,0.0%,53,93.0%,100.0%,0,0.0%,0.0%,2,3.5%,2,3.5%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2011,4 Year August,57,54,94.7%,54,94.7%,100.0%,0,0.0%,0.0%,54,94.7%,100.0%,0,0.0%,0.0%,1,1.8%,2,3.5%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2004,4 Year  June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2004,5 Year  June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2004,6 Year,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2005,4 Year  June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2005,4 Year August,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2005,5 Year  June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2005,6 Year,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2006,4 Year  June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2006,4 Year August,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2006,5 Year  June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2006,5 Year August,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2006,6 Year,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2007,4 Year  June,35,13,37.1%,11,31.4%,84.6%,0,0.0%,0.0%,11,31.4%,84.6%,2,5.7%,15.4%,12,34.3%,9,25.7%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2007,4 Year August,35,14,40.0%,12,34.3%,85.7%,0,0.0%,0.0%,12,34.3%,85.7%,2,5.7%,14.3%,11,31.4%,9,25.7%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2007,5 Year  June,32,17,53.1%,12,37.5%,70.6%,0,0.0%,0.0%,12,37.5%,70.6%,5,15.6%,29.4%,1,3.1%,11,34.4%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2007,5 Year August,32,17,53.1%,12,37.5%,70.6%,0,0.0%,0.0%,12,37.5%,70.6%,5,15.6%,29.4%,1,3.1%,11,34.4%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2007,6 Year,32,18,56.3%,13,40.6%,72.2%,0,0.0%,0.0%,13,40.6%,72.2%,5,15.6%,27.8%,0,0.0%,11,34.4%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2008,4 Year  June,50,28,56.0%,27,54.0%,96.4%,0,0.0%,0.0%,27,54.0%,96.4%,1,2.0%,3.6%,12,24.0%,9,18.0%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2008,4 Year August,50,28,56.0%,27,54.0%,96.4%,0,0.0%,0.0%,27,54.0%,96.4%,1,2.0%,3.6%,12,24.0%,9,18.0%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2008,5 Year  June,46,34,73.9%,33,71.7%,97.1%,0,0.0%,0.0%,33,71.7%,97.1%,1,2.2%,2.9%,2,4.3%,9,19.6%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2008,5 Year August,46,34,73.9%,33,71.7%,97.1%,0,0.0%,0.0%,33,71.7%,97.1%,1,2.2%,2.9%,2,4.3%,9,19.6%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2008,6 Year,47,34,72.3%,33,70.2%,97.1%,0,0.0%,0.0%,33,70.2%,97.1%,1,2.1%,2.9%,3,6.4%,9,19.1%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2009,4 Year  June,52,39,75.0%,38,73.1%,97.4%,0,0.0%,0.0%,38,73.1%,97.4%,1,1.9%,2.6%,7,13.5%,6,11.5%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2009,4 Year August,52,39,75.0%,38,73.1%,97.4%,0,0.0%,0.0%,38,73.1%,97.4%,1,1.9%,2.6%,7,13.5%,6,11.5%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2009,5 Year  June,50,41,82.0%,39,78.0%,95.1%,0,0.0%,0.0%,39,78.0%,95.1%,2,4.0%,4.9%,3,6.0%,6,12.0%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2009,5 Year August,50,41,82.0%,39,78.0%,95.1%,0,0.0%,0.0%,39,78.0%,95.1%,2,4.0%,4.9%,3,6.0%,6,12.0%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2009,6 Year,50,41,82.0%,39,78.0%,95.1%,0,0.0%,0.0%,39,78.0%,95.1%,2,4.0%,4.9%,1,2.0%,8,16.0%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2010,4 Year  June,67,54,80.6%,52,77.6%,96.3%,0,0.0%,0.0%,52,77.6%,96.3%,2,3.0%,3.7%,9,13.4%,4,6.0%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2010,4 Year August,67,56,83.6%,53,79.1%,94.6%,0,0.0%,0.0%,53,79.1%,94.6%,3,4.5%,5.4%,7,10.4%,4,6.0%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2010,5 Year  June,67,58,86.6%,54,80.6%,93.1%,0,0.0%,0.0%,54,80.6%,93.1%,4,6.0%,6.9%,4,6.0%,5,7.5%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2010,5 Year August,67,58,86.6%,54,80.6%,93.1%,0,0.0%,0.0%,54,80.6%,93.1%,4,6.0%,6.9%,4,6.0%,5,7.5%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2011,4 Year  June,67,53,79.1%,51,76.1%,96.2%,0,0.0%,0.0%,51,76.1%,96.2%,2,3.0%,3.8%,4,6.0%,8,11.9%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2011,4 Year August,67,55,82.1%,53,79.1%,96.4%,0,0.0%,0.0%,53,79.1%,96.4%,2,3.0%,3.6%,2,3.0%,8,11.9%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2001,4 Year  June,324,123,38.0%,73,22.5%,59.3%,15,4.6%,12.2%,58,17.9%,47.2%,50,15.4%,40.7%,130,40.1%,65,20.1%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2001,5 Year  June,324,165,50.9%,78,24.1%,47.3%,15,4.6%,9.1%,63,19.4%,38.2%,87,26.9%,52.7%,40,12.3%,110,34.0%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2001,6 Year,324,175,54.0%,83,25.6%,47.4%,15,4.6%,8.6%,68,21.0%,38.9%,92,28.4%,52.6%,16,4.9%,121,37.3%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2002,4 Year  June,279,113,40.5%,56,20.1%,49.6%,8,2.9%,7.1%,48,17.2%,42.5%,58,20.8%,51.3%,92,33.0%,64,22.9%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2002,5 Year  June,279,139,49.8%,64,22.9%,46.0%,8,2.9%,5.8%,56,20.1%,40.3%,76,27.2%,54.7%,43,15.4%,84,30.1%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2002,6 Year,279,152,54.5%,67,24.0%,44.1%,8,2.9%,5.3%,59,21.1%,38.8%,86,30.8%,56.6%,11,3.9%,93,33.3%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2003,4 Year  June,284,119,41.9%,75,26.4%,63.0%,17,6.0%,14.3%,58,20.4%,48.7%,44,15.5%,37.0%,109,38.4%,51,18.0%
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH S,2003,5 Year  June,284,157,55.3%,92,32.4%,58.6%,18,6.3%,11.5%,74,26.1%,47.1%,65,22.9%,41.4%,37,13.0%,73,25.7%
