T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2019-2020

"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","GENDER","CHARTER STATUS","ENROLLMENT"
"2019-2020",02,"DUVAL COUNTY",066902,"SAN DIEGO ISD","Female","TRADITIONAL ISD/CSD",738
"2019-2020",02,"DUVAL COUNTY",066902,"SAN DIEGO ISD","Male","TRADITIONAL ISD/CSD",791
"2019-2020",19,"EL PASO COUNTY",071904,"SAN ELIZARIO ISD","Female","TRADITIONAL ISD/CSD",1669
"2019-2020",19,"EL PASO COUNTY",071904,"SAN ELIZARIO ISD","Male","TRADITIONAL ISD/CSD",1767
"2019-2020",15,"VAL VERDE COUNTY",233901,"SAN FELIPE-DEL RIO CISD","Female","TRADITIONAL ISD/CSD",5110
"2019-2020",15,"VAL VERDE COUNTY",233901,"SAN FELIPE-DEL RIO CISD","Male","TRADITIONAL ISD/CSD",5221
"2019-2020",01,"STARR COUNTY",214902,"SAN ISIDRO ISD","Female","TRADITIONAL ISD/CSD",100
"2019-2020",01,"STARR COUNTY",214902,"SAN ISIDRO ISD","Male","TRADITIONAL ISD/CSD",100
"2019-2020",13,"HAYS COUNTY",105902,"SAN MARCOS CISD","Female","TRADITIONAL ISD/CSD",3965
"2019-2020",13,"HAYS COUNTY",105902,"SAN MARCOS CISD","Male","TRADITIONAL ISD/CSD",4259
"2019-2020",01,"WILLACY COUNTY",245904,"SAN PERLITA ISD","Female","TRADITIONAL ISD/CSD",118
"2019-2020",01,"WILLACY COUNTY",245904,"SAN PERLITA ISD","Male","TRADITIONAL ISD/CSD",132
"2019-2020",15,"SAN SABA COUNTY",206901,"SAN SABA ISD","Female","TRADITIONAL ISD/CSD",378
"2019-2020",15,"SAN SABA COUNTY",206901,"SAN SABA ISD","Male","TRADITIONAL ISD/CSD",393
"2019-2020",18,"BREWSTER COUNTY",022903,"SAN VICENTE ISD","Female","TRADITIONAL ISD/CSD","<10"
"2019-2020",18,"BREWSTER COUNTY",022903,"SAN VICENTE ISD","Male","TRADITIONAL ISD/CSD","<10"
"2019-2020",17,"DAWSON COUNTY",058909,"SANDS CISD","Female","TRADITIONAL ISD/CSD",114
"2019-2020",17,"DAWSON COUNTY",058909,"SANDS CISD","Male","TRADITIONAL ISD/CSD",152
"2019-2020",16,"HUTCHINSON COUNTY",117903,"SANFORD-FRITCH ISD","Female","TRADITIONAL ISD/CSD",326
"2019-2020",16,"HUTCHINSON COUNTY",117903,"SANFORD-FRITCH ISD","Male","TRADITIONAL ISD/CSD",361
"2019-2020",11,"DENTON COUNTY",061908,"SANGER ISD","Female","TRADITIONAL ISD/CSD",1307
"2019-2020",11,"DENTON COUNTY",061908,"SANGER ISD","Male","TRADITIONAL ISD/CSD",1328
"2019-2020",15,"COLEMAN COUNTY",042903,"SANTA ANNA ISD","Female","TRADITIONAL ISD/CSD",128
"2019-2020",15,"COLEMAN COUNTY",042903,"SANTA ANNA ISD","Male","TRADITIONAL ISD/CSD",137
"2019-2020",04,"GALVESTON COUNTY",084909,"SANTA FE ISD","Female","TRADITIONAL ISD/CSD",2200
"2019-2020",04,"GALVESTON COUNTY",084909,"SANTA FE ISD","Male","TRADITIONAL ISD/CSD",2328
"2019-2020",02,"KLEBERG COUNTY",137904,"SANTA GERTRUDIS ISD","Female","TRADITIONAL ISD/CSD",427
"2019-2020",02,"KLEBERG COUNTY",137904,"SANTA GERTRUDIS ISD","Male","TRADITIONAL ISD/CSD",383
"2019-2020",01,"CAMERON COUNTY",031913,"SANTA MARIA ISD","Female","TRADITIONAL ISD/CSD",320
"2019-2020",01,"CAMERON COUNTY",031913,"SANTA MARIA ISD","Male","TRADITIONAL ISD/CSD",329
"2019-2020",01,"CAMERON COUNTY",031914,"SANTA ROSA ISD","Female","TRADITIONAL ISD/CSD",444
"2019-2020",01,"CAMERON COUNTY",031914,"SANTA ROSA ISD","Male","TRADITIONAL ISD/CSD",554
"2019-2020",11,"PALO PINTO COUNTY",182904,"SANTO ISD","Female","TRADITIONAL ISD/CSD",252
"2019-2020",11,"PALO PINTO COUNTY",182904,"SANTO ISD","Male","TRADITIONAL ISD/CSD",235
"2019-2020",10,"FANNIN COUNTY",074911,"SAVOY ISD","Female","TRADITIONAL ISD/CSD",158
"2019-2020",10,"FANNIN COUNTY",074911,"SAVOY ISD","Male","TRADITIONAL ISD/CSD",171
"2019-2020",20,"GUADALUPE COUNTY",094902,"SCHERTZ-CIBOLO-U CITY ISD","Female","TRADITIONAL ISD/CSD",7742
"2019-2020",20,"GUADALUPE COUNTY",094902,"SCHERTZ-CIBOLO-U CITY ISD","Male","TRADITIONAL ISD/CSD",8230
"2019-2020",15,"SCHLEICHER COUNTY",207901,"SCHLEICHER ISD","Female","TRADITIONAL ISD/CSD",244
"2019-2020",15,"SCHLEICHER COUNTY",207901,"SCHLEICHER ISD","Male","TRADITIONAL ISD/CSD",261
"2019-2020",20,"BEXAR COUNTY",015806,"SCHOOL OF EXCELLENCE IN EDUCATION","Female","OPEN ENROLLMENT CHARTER",240
"2019-2020",20,"BEXAR COUNTY",015806,"SCHOOL OF EXCELLENCE IN EDUCATION","Male","OPEN ENROLLMENT CHARTER",233
"2019-2020",20,"BEXAR COUNTY",015827,"SCHOOL OF SCIENCE AND TECHNOLOGY","Female","OPEN ENROLLMENT CHARTER",1045
"2019-2020",20,"BEXAR COUNTY",015827,"SCHOOL OF SCIENCE AND TECHNOLOGY","Male","OPEN ENROLLMENT CHARTER",1194
"2019-2020",20,"BEXAR COUNTY",015831,"SCHOOL OF SCIENCE AND TECHNOLOGY D","Female","OPEN ENROLLMENT CHARTER",1594
"2019-2020",20,"BEXAR COUNTY",015831,"SCHOOL OF SCIENCE AND TECHNOLOGY D","Male","OPEN ENROLLMENT CHARTER",1757
"2019-2020",13,"FAYETTE COUNTY",075903,"SCHULENBURG ISD","Female","TRADITIONAL ISD/CSD",357
"2019-2020",13,"FAYETTE COUNTY",075903,"SCHULENBURG ISD","Male","TRADITIONAL ISD/CSD",366
"2019-2020",10,"KAUFMAN COUNTY",129910,"SCURRY-ROSSER ISD","Female","TRADITIONAL ISD/CSD",573
"2019-2020",10,"KAUFMAN COUNTY",129910,"SCURRY-ROSSER ISD","Male","TRADITIONAL ISD/CSD",526
"2019-2020",17,"GAINES COUNTY",083901,"SEAGRAVES ISD","Female","TRADITIONAL ISD/CSD",282
"2019-2020",17,"GAINES COUNTY",083901,"SEAGRAVES ISD","Male","TRADITIONAL ISD/CSD",272
"2019-2020",06,"AUSTIN COUNTY",008902,"SEALY ISD","Female","TRADITIONAL ISD/CSD",1307
"2019-2020",06,"AUSTIN COUNTY",008902,"SEALY ISD","Male","TRADITIONAL ISD/CSD",1505
"2019-2020",02,"NUECES COUNTY",178808,"SEASHORE CHARTER SCHOOLS","Female","OPEN ENROLLMENT CHARTER",232
"2019-2020",02,"NUECES COUNTY",178808,"SEASHORE CHARTER SCHOOLS","Male","OPEN ENROLLMENT CHARTER",264
"2019-2020",20,"GUADALUPE COUNTY",094901,"SEGUIN ISD","Female","TRADITIONAL ISD/CSD",3514
"2019-2020",20,"GUADALUPE COUNTY",094901,"SEGUIN ISD","Male","TRADITIONAL ISD/CSD",3712
"2019-2020",17,"GAINES COUNTY",083903,"SEMINOLE ISD","Female","TRADITIONAL ISD/CSD",1491
"2019-2020",17,"GAINES COUNTY",083903,"SEMINOLE ISD","Male","TRADITIONAL ISD/CSD",1547
"2019-2020",04,"HARRIS COUNTY",101802,"SER-NINOS CHARTER SCHOOL","Female","OPEN ENROLLMENT CHARTER",589
"2019-2020",04,"HARRIS COUNTY",101802,"SER-NINOS CHARTER SCHOOL","Male","OPEN ENROLLMENT CHARTER",570
"2019-2020",09,"BAYLOR COUNTY",012901,"SEYMOUR ISD","Female","TRADITIONAL ISD/CSD",270
"2019-2020",09,"BAYLOR COUNTY",012901,"SEYMOUR ISD","Male","TRADITIONAL ISD/CSD",309
"2019-2020",17,"LUBBOCK COUNTY",152909,"SHALLOWATER ISD","Female","TRADITIONAL ISD/CSD",829
"2019-2020",17,"LUBBOCK COUNTY",152909,"SHALLOWATER ISD","Male","TRADITIONAL ISD/CSD",859
"2019-2020",16,"WHEELER COUNTY",242902,"SHAMROCK ISD","Female","TRADITIONAL ISD/CSD",179
"2019-2020",16,"WHEELER COUNTY",242902,"SHAMROCK ISD","Male","TRADITIONAL ISD/CSD",222
"2019-2020",01,"HIDALGO COUNTY",108911,"SHARYLAND ISD","Female","TRADITIONAL ISD/CSD",4866
"2019-2020",01,"HIDALGO COUNTY",108911,"SHARYLAND ISD","Male","TRADITIONAL ISD/CSD",5314
"2019-2020",07,"SHELBY COUNTY",210903,"SHELBYVILLE ISD","Female","TRADITIONAL ISD/CSD",364
"2019-2020",07,"SHELBY COUNTY",210903,"SHELBYVILLE ISD","Male","TRADITIONAL ISD/CSD",408
"2019-2020",04,"HARRIS COUNTY",101924,"SHELDON ISD","Female","TRADITIONAL ISD/CSD",4971
"2019-2020",04,"HARRIS COUNTY",101924,"SHELDON ISD","Male","TRADITIONAL ISD/CSD",5162
"2019-2020",06,"SAN JACINTO COUNTY",204904,"SHEPHERD ISD","Female","TRADITIONAL ISD/CSD",963
"2019-2020",06,"SAN JACINTO COUNTY",204904,"SHEPHERD ISD","Male","TRADITIONAL ISD/CSD",1045
"2019-2020",10,"GRAYSON COUNTY",091906,"SHERMAN ISD","Female","TRADITIONAL ISD/CSD",3679
"2019-2020",10,"GRAYSON COUNTY",091906,"SHERMAN ISD","Male","TRADITIONAL ISD/CSD",3866
"2019-2020",03,"LAVACA COUNTY",143903,"SHINER ISD","Female","TRADITIONAL ISD/CSD",340
"2019-2020",03,"LAVACA COUNTY",143903,"SHINER ISD","Male","TRADITIONAL ISD/CSD",363
"2019-2020",14,"COMANCHE COUNTY",047905,"SIDNEY ISD","Female","TRADITIONAL ISD/CSD",72
"2019-2020",14,"COMANCHE COUNTY",047905,"SIDNEY ISD","Male","TRADITIONAL ISD/CSD",75
"2019-2020",19,"HUDSPETH COUNTY",115902,"SIERRA BLANCA ISD","Female","TRADITIONAL ISD/CSD",47
"2019-2020",19,"HUDSPETH COUNTY",115902,"SIERRA BLANCA ISD","Male","TRADITIONAL ISD/CSD",58
"2019-2020",05,"HARDIN COUNTY",100904,"SILSBEE ISD","Female","TRADITIONAL ISD/CSD",1435
"2019-2020",05,"HARDIN COUNTY",100904,"SILSBEE ISD","Male","TRADITIONAL ISD/CSD",1474
"2019-2020",16,"BRISCOE COUNTY",023902,"SILVERTON ISD","Female","TRADITIONAL ISD/CSD",87
"2019-2020",16,"BRISCOE COUNTY",023902,"SILVERTON ISD","Male","TRADITIONAL ISD/CSD",97
"2019-2020",08,"BOWIE COUNTY",019909,"SIMMS ISD","Female","TRADITIONAL ISD/CSD",238
"2019-2020",08,"BOWIE COUNTY",019909,"SIMMS ISD","Male","TRADITIONAL ISD/CSD",261
"2019-2020",02,"SAN PATRICIO COUNTY",205906,"SINTON ISD","Female","TRADITIONAL ISD/CSD",1043
"2019-2020",02,"SAN PATRICIO COUNTY",205906,"SINTON ISD","Male","TRADITIONAL ISD/CSD",1109
"2019-2020",11,"COOKE COUNTY",049909,"SIVELLS BEND ISD","Female","TRADITIONAL ISD/CSD",44
"2019-2020",11,"COOKE COUNTY",049909,"SIVELLS BEND ISD","Male","TRADITIONAL ISD/CSD",32
"2019-2020",02,"BEE COUNTY",013905,"SKIDMORE-TYNAN ISD","Female","TRADITIONAL ISD/CSD",399
"2019-2020",02,"BEE COUNTY",013905,"SKIDMORE-TYNAN ISD","Male","TRADITIONAL ISD/CSD",438
"2019-2020",17,"LUBBOCK COUNTY",152903,"SLATON ISD","Female","TRADITIONAL ISD/CSD",649
"2019-2020",17,"LUBBOCK COUNTY",152903,"SLATON ISD","Male","TRADITIONAL ISD/CSD",707
"2019-2020",11,"WISE COUNTY",249908,"SLIDELL ISD","Female","TRADITIONAL ISD/CSD",162
"2019-2020",11,"WISE COUNTY",249908,"SLIDELL ISD","Male","TRADITIONAL ISD/CSD",151
"2019-2020",07,"ANDERSON COUNTY",001909,"SLOCUM ISD","Female","TRADITIONAL ISD/CSD",194
"2019-2020",07,"ANDERSON COUNTY",001909,"SLOCUM ISD","Male","TRADITIONAL ISD/CSD",188
"2019-2020",13,"BASTROP COUNTY",011904,"SMITHVILLE ISD","Female","TRADITIONAL ISD/CSD",909
"2019-2020",13,"BASTROP COUNTY",011904,"SMITHVILLE ISD","Male","TRADITIONAL ISD/CSD",945
"2019-2020",17,"HOCKLEY COUNTY",110906,"SMYER ISD","Female","TRADITIONAL ISD/CSD",229
"2019-2020",17,"HOCKLEY COUNTY",110906,"SMYER ISD","Male","TRADITIONAL ISD/CSD",212
"2019-2020",06,"BURLESON COUNTY",026903,"SNOOK ISD","Female","TRADITIONAL ISD/CSD",239
"2019-2020",06,"BURLESON COUNTY",026903,"SNOOK ISD","Male","TRADITIONAL ISD/CSD",247
"2019-2020",14,"SCURRY COUNTY",208902,"SNYDER ISD","Female","TRADITIONAL ISD/CSD",1268
"2019-2020",14,"SCURRY COUNTY",208902,"SNYDER ISD","Male","TRADITIONAL ISD/CSD",1401
"2019-2020",19,"EL PASO COUNTY",071909,"SOCORRO ISD","Female","TRADITIONAL ISD/CSD",23238
"2019-2020",19,"EL PASO COUNTY",071909,"SOCORRO ISD","Male","TRADITIONAL ISD/CSD",24337
"2019-2020",20,"BEXAR COUNTY",015909,"SOMERSET ISD","Female","TRADITIONAL ISD/CSD",2005
"2019-2020",20,"BEXAR COUNTY",015909,"SOMERSET ISD","Male","TRADITIONAL ISD/CSD",2106
"2019-2020",06,"BURLESON COUNTY",026902,"SOMERVILLE ISD","Female","TRADITIONAL ISD/CSD",283
"2019-2020",06,"BURLESON COUNTY",026902,"SOMERVILLE ISD","Male","TRADITIONAL ISD/CSD",262
"2019-2020",15,"SUTTON COUNTY",218901,"SONORA ISD","Female","TRADITIONAL ISD/CSD",367
"2019-2020",15,"SUTTON COUNTY",218901,"SONORA ISD","Male","TRADITIONAL ISD/CSD",412
"2019-2020",20,"BEXAR COUNTY",015908,"SOUTH SAN ANTONIO ISD","Female","TRADITIONAL ISD/CSD",4138
"2019-2020",20,"BEXAR COUNTY",015908,"SOUTH SAN ANTONIO ISD","Male","TRADITIONAL ISD/CSD",4395
"2019-2020",01,"CAMERON COUNTY",031916,"SOUTH TEXAS ISD","Female","TRADITIONAL ISD/CSD",2267
"2019-2020",01,"CAMERON COUNTY",031916,"SOUTH TEXAS ISD","Male","TRADITIONAL ISD/CSD",1859
"2019-2020",17,"GARZA COUNTY",085903,"SOUTHLAND ISD","Female","TRADITIONAL ISD/CSD",61
"2019-2020",17,"GARZA COUNTY",085903,"SOUTHLAND ISD","Male","TRADITIONAL ISD/CSD",72
"2019-2020",20,"BEXAR COUNTY",015917,"SOUTHSIDE ISD","Female","TRADITIONAL ISD/CSD",2799
"2019-2020",20,"BEXAR COUNTY",015917,"SOUTHSIDE ISD","Male","TRADITIONAL ISD/CSD",2982
"2019-2020",20,"BEXAR COUNTY",015912,"SOUTHWEST ISD","Female","TRADITIONAL ISD/CSD",6718
"2019-2020",20,"BEXAR COUNTY",015912,"SOUTHWEST ISD","Male","TRADITIONAL ISD/CSD",7146
"2019-2020",20,"BEXAR COUNTY",015807,"SOUTHWEST PREPARATORY SCHOOL","Female","OPEN ENROLLMENT CHARTER",488
"2019-2020",20,"BEXAR COUNTY",015807,"SOUTHWEST PREPARATORY SCHOOL","Male","OPEN ENROLLMENT CHARTER",482
"2019-2020",04,"HARRIS COUNTY",101838,"SOUTHWEST SCHOOL","Female","OPEN ENROLLMENT CHARTER",977
"2019-2020",04,"HARRIS COUNTY",101838,"SOUTHWEST SCHOOL","Male","OPEN ENROLLMENT CHARTER",1065
"2019-2020",16,"HANSFORD COUNTY",098904,"SPEARMAN ISD","Female","TRADITIONAL ISD/CSD",412
"2019-2020",16,"HANSFORD COUNTY",098904,"SPEARMAN ISD","Male","TRADITIONAL ISD/CSD",425
"2019-2020",06,"MONTGOMERY COUNTY",170907,"SPLENDORA ISD","Female","TRADITIONAL ISD/CSD",2047
"2019-2020",06,"MONTGOMERY COUNTY",170907,"SPLENDORA ISD","Male","TRADITIONAL ISD/CSD",2130
"2019-2020",04,"HARRIS COUNTY",101920,"SPRING BRANCH ISD","Female","TRADITIONAL ISD/CSD",17091
"2019-2020",04,"HARRIS COUNTY",101920,"SPRING BRANCH ISD","Male","TRADITIONAL ISD/CSD",18097
"2019-2020",16,"HUTCHINSON COUNTY",117907,"SPRING CREEK ISD","Female","TRADITIONAL ISD/CSD",56
"2019-2020",16,"HUTCHINSON COUNTY",117907,"SPRING CREEK ISD","Male","TRADITIONAL ISD/CSD",49
"2019-2020",07,"GREGG COUNTY",092907,"SPRING HILL ISD","Female","TRADITIONAL ISD/CSD",1010
"2019-2020",07,"GREGG COUNTY",092907,"SPRING HILL ISD","Male","TRADITIONAL ISD/CSD",1064
"2019-2020",04,"HARRIS COUNTY",101919,"SPRING ISD","Female","TRADITIONAL ISD/CSD",17146
"2019-2020",04,"HARRIS COUNTY",101919,"SPRING ISD","Male","TRADITIONAL ISD/CSD",18190
"2019-2020",17,"LAMB COUNTY",140907,"SPRINGLAKE-EARTH ISD","Female","TRADITIONAL ISD/CSD",145
"2019-2020",17,"LAMB COUNTY",140907,"SPRINGLAKE-EARTH ISD","Male","TRADITIONAL ISD/CSD",181
"2019-2020",11,"PARKER COUNTY",184902,"SPRINGTOWN ISD","Female","TRADITIONAL ISD/CSD",1736
"2019-2020",11,"PARKER COUNTY",184902,"SPRINGTOWN ISD","Male","TRADITIONAL ISD/CSD",1848
"2019-2020",17,"DICKENS COUNTY",063903,"SPUR ISD","Female","TRADITIONAL ISD/CSD",112
"2019-2020",17,"DICKENS COUNTY",063903,"SPUR ISD","Male","TRADITIONAL ISD/CSD",134
"2019-2020",05,"TYLER COUNTY",229905,"SPURGER ISD","Female","TRADITIONAL ISD/CSD",210
"2019-2020",05,"TYLER COUNTY",229905,"SPURGER ISD","Male","TRADITIONAL ISD/CSD",196
"2019-2020",10,"DALLAS COUNTY",057836,"ST ANTHONY SCHOOL","Female","OPEN ENROLLMENT CHARTER",168
"2019-2020",10,"DALLAS COUNTY",057836,"ST ANTHONY SCHOOL","Male","OPEN ENROLLMENT CHARTER",150
"2019-2020",02,"BEE COUNTY",013801,"ST MARY'S ACADEMY CHARTER SCHOOL","Female","OPEN ENROLLMENT CHARTER",236
"2019-2020",02,"BEE COUNTY",013801,"ST MARY'S ACADEMY CHARTER SCHOOL","Male","OPEN ENROLLMENT CHARTER",193
"2019-2020",04,"FORT BEND COUNTY",079910,"STAFFORD MSD","Female","TRADITIONAL ISD/CSD",1757
"2019-2020",04,"FORT BEND COUNTY",079910,"STAFFORD MSD","Male","TRADITIONAL ISD/CSD",1755
"2019-2020",14,"JONES COUNTY",127906,"STAMFORD ISD","Female","TRADITIONAL ISD/CSD",310
"2019-2020",14,"JONES COUNTY",127906,"STAMFORD ISD","Male","TRADITIONAL ISD/CSD",330
"2019-2020",18,"MARTIN COUNTY",156902,"STANTON ISD","Female","TRADITIONAL ISD/CSD",515
"2019-2020",18,"MARTIN COUNTY",156902,"STANTON ISD","Male","TRADITIONAL ISD/CSD",613
"2019-2020",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","Female","OPEN ENROLLMENT CHARTER",247
"2019-2020",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","Male","OPEN ENROLLMENT CHARTER",272
"2019-2020",07,"NACOGDOCHES COUNTY",174801,"STEPHEN F AUSTIN STATE UNIVERSITY","Female","OPEN ENROLLMENT CHARTER",122
"2019-2020",07,"NACOGDOCHES COUNTY",174801,"STEPHEN F AUSTIN STATE UNIVERSITY","Male","OPEN ENROLLMENT CHARTER",132
"2019-2020",11,"ERATH COUNTY",072903,"STEPHENVILLE ISD","Female","TRADITIONAL ISD/CSD",1901
"2019-2020",11,"ERATH COUNTY",072903,"STEPHENVILLE ISD","Male","TRADITIONAL ISD/CSD",1940
"2019-2020",15,"STERLING COUNTY",216901,"STERLING CITY ISD","Female","TRADITIONAL ISD/CSD",176
"2019-2020",15,"STERLING COUNTY",216901,"STERLING CITY ISD","Male","TRADITIONAL ISD/CSD",167
"2019-2020",20,"WILSON COUNTY",247906,"STOCKDALE ISD","Female","TRADITIONAL ISD/CSD",399
"2019-2020",20,"WILSON COUNTY",247906,"STOCKDALE ISD","Male","TRADITIONAL ISD/CSD",427
"2019-2020",16,"SHERMAN COUNTY",211902,"STRATFORD ISD","Female","TRADITIONAL ISD/CSD",275
"2019-2020",16,"SHERMAN COUNTY",211902,"STRATFORD ISD","Male","TRADITIONAL ISD/CSD",288
"2019-2020",11,"PALO PINTO COUNTY",182905,"STRAWN ISD","Female","TRADITIONAL ISD/CSD",71
"2019-2020",11,"PALO PINTO COUNTY",182905,"STRAWN ISD","Male","TRADITIONAL ISD/CSD",90
"2019-2020",17,"LAMB COUNTY",140908,"SUDAN ISD","Female","TRADITIONAL ISD/CSD",251
"2019-2020",17,"LAMB COUNTY",140908,"SUDAN ISD","Male","TRADITIONAL ISD/CSD",246
"2019-2020",08,"HOPKINS COUNTY",112910,"SULPHUR BLUFF ISD","Female","TRADITIONAL ISD/CSD",105
"2019-2020",08,"HOPKINS COUNTY",112910,"SULPHUR BLUFF ISD","Male","TRADITIONAL ISD/CSD",119
"2019-2020",08,"HOPKINS COUNTY",112901,"SULPHUR SPRINGS ISD","Female","TRADITIONAL ISD/CSD",2131
"2019-2020",08,"HOPKINS COUNTY",112901,"SULPHUR SPRINGS ISD","Male","TRADITIONAL ISD/CSD",2265
"2019-2020",17,"HOCKLEY COUNTY",110907,"SUNDOWN ISD","Female","TRADITIONAL ISD/CSD",290
"2019-2020",17,"HOCKLEY COUNTY",110907,"SUNDOWN ISD","Male","TRADITIONAL ISD/CSD",317
"2019-2020",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","Female","TRADITIONAL ISD/CSD",935
"2019-2020",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","Male","TRADITIONAL ISD/CSD",1044
"2019-2020",16,"MOORE COUNTY",171902,"SUNRAY ISD","Female","TRADITIONAL ISD/CSD",279
"2019-2020",16,"MOORE COUNTY",171902,"SUNRAY ISD","Male","TRADITIONAL ISD/CSD",282
"2019-2020",04,"BRAZORIA COUNTY",020906,"SWEENY ISD","Female","TRADITIONAL ISD/CSD",997
"2019-2020",04,"BRAZORIA COUNTY",020906,"SWEENY ISD","Male","TRADITIONAL ISD/CSD",1032
"2019-2020",03,"LAVACA COUNTY",143905,"SWEET HOME ISD","Female","TRADITIONAL ISD/CSD",64
"2019-2020",03,"LAVACA COUNTY",143905,"SWEET HOME ISD","Male","TRADITIONAL ISD/CSD",75
"2019-2020",14,"NOLAN COUNTY",177902,"SWEETWATER ISD","Female","TRADITIONAL ISD/CSD",1011
"2019-2020",14,"NOLAN COUNTY",177902,"SWEETWATER ISD","Male","TRADITIONAL ISD/CSD",1127
"2019-2020",02,"SAN PATRICIO COUNTY",205907,"TAFT ISD","Female","TRADITIONAL ISD/CSD",480
"2019-2020",02,"SAN PATRICIO COUNTY",205907,"TAFT ISD","Male","TRADITIONAL ISD/CSD",508
"2019-2020",17,"LYNN COUNTY",153904,"TAHOKA ISD","Female","TRADITIONAL ISD/CSD",271
"2019-2020",17,"LYNN COUNTY",153904,"TAHOKA ISD","Male","TRADITIONAL ISD/CSD",341
"2019-2020",04,"LIBERTY COUNTY",146907,"TARKINGTON ISD","Female","TRADITIONAL ISD/CSD",900
"2019-2020",04,"LIBERTY COUNTY",146907,"TARKINGTON ISD","Male","TRADITIONAL ISD/CSD",972
"2019-2020",07,"RUSK COUNTY",201910,"TATUM ISD","Female","TRADITIONAL ISD/CSD",719
"2019-2020",07,"RUSK COUNTY",201910,"TATUM ISD","Male","TRADITIONAL ISD/CSD",781
"2019-2020",13,"WILLIAMSON COUNTY",246911,"TAYLOR ISD","Female","TRADITIONAL ISD/CSD",1474
"2019-2020",13,"WILLIAMSON COUNTY",246911,"TAYLOR ISD","Male","TRADITIONAL ISD/CSD",1643
"2019-2020",12,"FREESTONE COUNTY",081904,"TEAGUE ISD","Female","TRADITIONAL ISD/CSD",584
"2019-2020",12,"FREESTONE COUNTY",081904,"TEAGUE ISD","Male","TRADITIONAL ISD/CSD",588
"2019-2020",05,"JEFFERSON COUNTY",123803,"TEKOA ACADEMY OF ACCELERATED STUDI","Female","OPEN ENROLLMENT CHARTER",240
"2019-2020",05,"JEFFERSON COUNTY",123803,"TEKOA ACADEMY OF ACCELERATED STUDI","Male","OPEN ENROLLMENT CHARTER",224
"2019-2020",12,"BELL COUNTY",014909,"TEMPLE ISD","Female","TRADITIONAL ISD/CSD",4291
"2019-2020",12,"BELL COUNTY",014909,"TEMPLE ISD","Male","TRADITIONAL ISD/CSD",4429
"2019-2020",07,"SHELBY COUNTY",210904,"TENAHA ISD","Female","TRADITIONAL ISD/CSD",229
"2019-2020",07,"SHELBY COUNTY",210904,"TENAHA ISD","Male","TRADITIONAL ISD/CSD",284
"2019-2020",18,"BREWSTER COUNTY",022004,"TERLINGUA CSD","Female","TRADITIONAL ISD/CSD",63
"2019-2020",18,"BREWSTER COUNTY",022004,"TERLINGUA CSD","Male","TRADITIONAL ISD/CSD",52
"2019-2020",18,"TERRELL COUNTY",222901,"TERRELL COUNTY ISD","Female","TRADITIONAL ISD/CSD",65
"2019-2020",18,"TERRELL COUNTY",222901,"TERRELL COUNTY ISD","Male","TRADITIONAL ISD/CSD",60
"2019-2020",10,"KAUFMAN COUNTY",129906,"TERRELL ISD","Female","TRADITIONAL ISD/CSD",2411
"2019-2020",10,"KAUFMAN COUNTY",129906,"TERRELL ISD","Male","TRADITIONAL ISD/CSD",2393
"2019-2020",10,"DALLAS COUNTY",057804,"TEXANS CAN ACADEMIES","Female","OPEN ENROLLMENT CHARTER",2489
"2019-2020",10,"DALLAS COUNTY",057804,"TEXANS CAN ACADEMIES","Male","OPEN ENROLLMENT CHARTER",2780
"2019-2020",08,"BOWIE COUNTY",019907,"TEXARKANA ISD","Female","TRADITIONAL ISD/CSD",4225
"2019-2020",08,"BOWIE COUNTY",019907,"TEXARKANA ISD","Male","TRADITIONAL ISD/CSD",4032
"2019-2020",04,"GALVESTON COUNTY",084906,"TEXAS CITY ISD","Female","TRADITIONAL ISD/CSD",4054
"2019-2020",04,"GALVESTON COUNTY",084906,"TEXAS CITY ISD","Male","TRADITIONAL ISD/CSD",4397
"2019-2020",14,"TAYLOR COUNTY",221801,"TEXAS COLLEGE PREPARATORY ACADEMIE","Female","OPEN ENROLLMENT CHARTER",6786
"2019-2020",14,"TAYLOR COUNTY",221801,"TEXAS COLLEGE PREPARATORY ACADEMIE","Male","OPEN ENROLLMENT CHARTER",6293
"2019-2020",13,"TRAVIS COUNTY",227805,"TEXAS EMPOWERMENT ACADEMY","Female","OPEN ENROLLMENT CHARTER",177
"2019-2020",13,"TRAVIS COUNTY",227805,"TEXAS EMPOWERMENT ACADEMY","Male","OPEN ENROLLMENT CHARTER",189
"2019-2020",15,"TOM GREEN COUNTY",226801,"TEXAS LEADERSHIP","Female","OPEN ENROLLMENT CHARTER",1501
"2019-2020",15,"TOM GREEN COUNTY",226801,"TEXAS LEADERSHIP","Male","OPEN ENROLLMENT CHARTER",1461
"2019-2020",13,"HAYS COUNTY",105802,"TEXAS PREPARATORY SCHOOL","Female","OPEN ENROLLMENT CHARTER",101
"2019-2020",13,"HAYS COUNTY",105802,"TEXAS PREPARATORY SCHOOL","Male","OPEN ENROLLMENT CHARTER",90
