T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2019-2020

"YEAR","REGION","COUNTY NAME","GENDER","GRADE","ENROLLMENT"
"2019-2020",08,"RED RIVER COUNTY","Male","Grade 9",65
"2019-2020",08,"RED RIVER COUNTY","Female","Grade 10",71
"2019-2020",08,"RED RIVER COUNTY","Male","Grade 10",73
"2019-2020",08,"RED RIVER COUNTY","Female","Grade 11",64
"2019-2020",08,"RED RIVER COUNTY","Male","Grade 11",93
"2019-2020",08,"RED RIVER COUNTY","Female","Grade 12",71
"2019-2020",08,"RED RIVER COUNTY","Male","Grade 12",71
"2019-2020",18,"REEVES COUNTY","Female","Early Education",2
"2019-2020",18,"REEVES COUNTY","Male","Early Education",9
"2019-2020",18,"REEVES COUNTY","Female","Pre-kindergarten",54
"2019-2020",18,"REEVES COUNTY","Male","Pre-kindergarten",66
"2019-2020",18,"REEVES COUNTY","Female","Kindergarten",129
"2019-2020",18,"REEVES COUNTY","Male","Kindergarten",124
"2019-2020",18,"REEVES COUNTY","Female","Grade 1",118
"2019-2020",18,"REEVES COUNTY","Male","Grade 1",126
"2019-2020",18,"REEVES COUNTY","Female","Grade 2",101
"2019-2020",18,"REEVES COUNTY","Male","Grade 2",122
"2019-2020",18,"REEVES COUNTY","Female","Grade 3",102
"2019-2020",18,"REEVES COUNTY","Male","Grade 3",123
"2019-2020",18,"REEVES COUNTY","Female","Grade 4",101
"2019-2020",18,"REEVES COUNTY","Male","Grade 4",117
"2019-2020",18,"REEVES COUNTY","Female","Grade 5",133
"2019-2020",18,"REEVES COUNTY","Male","Grade 5",129
"2019-2020",18,"REEVES COUNTY","Female","Grade 6",133
"2019-2020",18,"REEVES COUNTY","Male","Grade 6",143
"2019-2020",18,"REEVES COUNTY","Female","Grade 7",110
"2019-2020",18,"REEVES COUNTY","Male","Grade 7",114
"2019-2020",18,"REEVES COUNTY","Female","Grade 8",106
"2019-2020",18,"REEVES COUNTY","Male","Grade 8",112
"2019-2020",18,"REEVES COUNTY","Female","Grade 9",105
"2019-2020",18,"REEVES COUNTY","Male","Grade 9",121
"2019-2020",18,"REEVES COUNTY","Female","Grade 10",78
"2019-2020",18,"REEVES COUNTY","Male","Grade 10",100
"2019-2020",18,"REEVES COUNTY","Female","Grade 11",94
"2019-2020",18,"REEVES COUNTY","Male","Grade 11",104
"2019-2020",18,"REEVES COUNTY","Female","Grade 12",82
"2019-2020",18,"REEVES COUNTY","Male","Grade 12",80
"2019-2020",03,"REFUGIO COUNTY","Female","Early Education",4
"2019-2020",03,"REFUGIO COUNTY","Male","Early Education",8
"2019-2020",03,"REFUGIO COUNTY","Female","Pre-kindergarten",44
"2019-2020",03,"REFUGIO COUNTY","Male","Pre-kindergarten",31
"2019-2020",03,"REFUGIO COUNTY","Female","Kindergarten",41
"2019-2020",03,"REFUGIO COUNTY","Male","Kindergarten",39
"2019-2020",03,"REFUGIO COUNTY","Female","Grade 1",44
"2019-2020",03,"REFUGIO COUNTY","Male","Grade 1",51
"2019-2020",03,"REFUGIO COUNTY","Female","Grade 2",47
"2019-2020",03,"REFUGIO COUNTY","Male","Grade 2",43
"2019-2020",03,"REFUGIO COUNTY","Female","Grade 3",49
"2019-2020",03,"REFUGIO COUNTY","Male","Grade 3",47
"2019-2020",03,"REFUGIO COUNTY","Female","Grade 4",41
"2019-2020",03,"REFUGIO COUNTY","Male","Grade 4",47
"2019-2020",03,"REFUGIO COUNTY","Female","Grade 5",51
"2019-2020",03,"REFUGIO COUNTY","Male","Grade 5",41
"2019-2020",03,"REFUGIO COUNTY","Female","Grade 6",60
"2019-2020",03,"REFUGIO COUNTY","Male","Grade 6",55
"2019-2020",03,"REFUGIO COUNTY","Female","Grade 7",55
"2019-2020",03,"REFUGIO COUNTY","Male","Grade 7",54
"2019-2020",03,"REFUGIO COUNTY","Female","Grade 8",46
"2019-2020",03,"REFUGIO COUNTY","Male","Grade 8",52
"2019-2020",03,"REFUGIO COUNTY","Female","Grade 9",32
"2019-2020",03,"REFUGIO COUNTY","Male","Grade 9",49
"2019-2020",03,"REFUGIO COUNTY","Female","Grade 10",55
"2019-2020",03,"REFUGIO COUNTY","Male","Grade 10",45
"2019-2020",03,"REFUGIO COUNTY","Female","Grade 11",43
"2019-2020",03,"REFUGIO COUNTY","Male","Grade 11",38
"2019-2020",03,"REFUGIO COUNTY","Female","Grade 12",43
"2019-2020",03,"REFUGIO COUNTY","Male","Grade 12",49
"2019-2020",16,"ROBERTS COUNTY","Female","Pre-kindergarten",9
"2019-2020",16,"ROBERTS COUNTY","Male","Pre-kindergarten",3
"2019-2020",16,"ROBERTS COUNTY","Female","Kindergarten",5
"2019-2020",16,"ROBERTS COUNTY","Male","Kindergarten",7
"2019-2020",16,"ROBERTS COUNTY","Female","Grade 1",6
"2019-2020",16,"ROBERTS COUNTY","Male","Grade 1",3
"2019-2020",16,"ROBERTS COUNTY","Female","Grade 2",5
"2019-2020",16,"ROBERTS COUNTY","Male","Grade 2",6
"2019-2020",16,"ROBERTS COUNTY","Female","Grade 3",9
"2019-2020",16,"ROBERTS COUNTY","Male","Grade 3",6
"2019-2020",16,"ROBERTS COUNTY","Female","Grade 4",7
"2019-2020",16,"ROBERTS COUNTY","Male","Grade 4",5
"2019-2020",16,"ROBERTS COUNTY","Female","Grade 5",7
"2019-2020",16,"ROBERTS COUNTY","Male","Grade 5",3
"2019-2020",16,"ROBERTS COUNTY","Female","Grade 6",6
"2019-2020",16,"ROBERTS COUNTY","Male","Grade 6",11
"2019-2020",16,"ROBERTS COUNTY","Female","Grade 7",9
"2019-2020",16,"ROBERTS COUNTY","Male","Grade 7",9
"2019-2020",16,"ROBERTS COUNTY","Female","Grade 8",9
"2019-2020",16,"ROBERTS COUNTY","Male","Grade 8",13
"2019-2020",16,"ROBERTS COUNTY","Female","Grade 9",7
"2019-2020",16,"ROBERTS COUNTY","Male","Grade 9",6
"2019-2020",16,"ROBERTS COUNTY","Female","Grade 10",9
"2019-2020",16,"ROBERTS COUNTY","Male","Grade 10",6
"2019-2020",16,"ROBERTS COUNTY","Female","Grade 11",9
"2019-2020",16,"ROBERTS COUNTY","Male","Grade 11",2
"2019-2020",16,"ROBERTS COUNTY","Female","Grade 12",3
"2019-2020",16,"ROBERTS COUNTY","Male","Grade 12",10
"2019-2020",06,"ROBERTSON COUNTY","Female","Early Education",3
"2019-2020",06,"ROBERTSON COUNTY","Male","Early Education",6
"2019-2020",06,"ROBERTSON COUNTY","Female","Pre-kindergarten",116
"2019-2020",06,"ROBERTSON COUNTY","Male","Pre-kindergarten",119
"2019-2020",06,"ROBERTSON COUNTY","Female","Kindergarten",122
"2019-2020",06,"ROBERTSON COUNTY","Male","Kindergarten",119
"2019-2020",06,"ROBERTSON COUNTY","Female","Grade 1",108
"2019-2020",06,"ROBERTSON COUNTY","Male","Grade 1",106
"2019-2020",06,"ROBERTSON COUNTY","Female","Grade 2",107
"2019-2020",06,"ROBERTSON COUNTY","Male","Grade 2",118
"2019-2020",06,"ROBERTSON COUNTY","Female","Grade 3",97
"2019-2020",06,"ROBERTSON COUNTY","Male","Grade 3",121
"2019-2020",06,"ROBERTSON COUNTY","Female","Grade 4",122
"2019-2020",06,"ROBERTSON COUNTY","Male","Grade 4",118
"2019-2020",06,"ROBERTSON COUNTY","Female","Grade 5",117
"2019-2020",06,"ROBERTSON COUNTY","Male","Grade 5",121
"2019-2020",06,"ROBERTSON COUNTY","Female","Grade 6",131
"2019-2020",06,"ROBERTSON COUNTY","Male","Grade 6",129
"2019-2020",06,"ROBERTSON COUNTY","Female","Grade 7",115
"2019-2020",06,"ROBERTSON COUNTY","Male","Grade 7",136
"2019-2020",06,"ROBERTSON COUNTY","Female","Grade 8",115
"2019-2020",06,"ROBERTSON COUNTY","Male","Grade 8",132
"2019-2020",06,"ROBERTSON COUNTY","Female","Grade 9",123
"2019-2020",06,"ROBERTSON COUNTY","Male","Grade 9",120
"2019-2020",06,"ROBERTSON COUNTY","Female","Grade 10",113
"2019-2020",06,"ROBERTSON COUNTY","Male","Grade 10",136
"2019-2020",06,"ROBERTSON COUNTY","Female","Grade 11",103
"2019-2020",06,"ROBERTSON COUNTY","Male","Grade 11",109
"2019-2020",06,"ROBERTSON COUNTY","Female","Grade 12",78
"2019-2020",06,"ROBERTSON COUNTY","Male","Grade 12",97
"2019-2020",10,"ROCKWALL COUNTY","Female","Early Education",59
"2019-2020",10,"ROCKWALL COUNTY","Male","Early Education",111
"2019-2020",10,"ROCKWALL COUNTY","Female","Pre-kindergarten",235
"2019-2020",10,"ROCKWALL COUNTY","Male","Pre-kindergarten",242
"2019-2020",10,"ROCKWALL COUNTY","Female","Kindergarten",761
"2019-2020",10,"ROCKWALL COUNTY","Male","Kindergarten",834
"2019-2020",10,"ROCKWALL COUNTY","Female","Grade 1",815
"2019-2020",10,"ROCKWALL COUNTY","Male","Grade 1",816
"2019-2020",10,"ROCKWALL COUNTY","Female","Grade 2",799
"2019-2020",10,"ROCKWALL COUNTY","Male","Grade 2",832
"2019-2020",10,"ROCKWALL COUNTY","Female","Grade 3",822
"2019-2020",10,"ROCKWALL COUNTY","Male","Grade 3",859
"2019-2020",10,"ROCKWALL COUNTY","Female","Grade 4",829
"2019-2020",10,"ROCKWALL COUNTY","Male","Grade 4",917
"2019-2020",10,"ROCKWALL COUNTY","Female","Grade 5",858
"2019-2020",10,"ROCKWALL COUNTY","Male","Grade 5",883
"2019-2020",10,"ROCKWALL COUNTY","Female","Grade 6",905
"2019-2020",10,"ROCKWALL COUNTY","Male","Grade 6",959
"2019-2020",10,"ROCKWALL COUNTY","Female","Grade 7",948
"2019-2020",10,"ROCKWALL COUNTY","Male","Grade 7",966
"2019-2020",10,"ROCKWALL COUNTY","Female","Grade 8",919
"2019-2020",10,"ROCKWALL COUNTY","Male","Grade 8",981
"2019-2020",10,"ROCKWALL COUNTY","Female","Grade 9",971
"2019-2020",10,"ROCKWALL COUNTY","Male","Grade 9",1014
"2019-2020",10,"ROCKWALL COUNTY","Female","Grade 10",959
"2019-2020",10,"ROCKWALL COUNTY","Male","Grade 10",976
"2019-2020",10,"ROCKWALL COUNTY","Female","Grade 11",874
"2019-2020",10,"ROCKWALL COUNTY","Male","Grade 11",897
"2019-2020",10,"ROCKWALL COUNTY","Female","Grade 12",750
"2019-2020",10,"ROCKWALL COUNTY","Male","Grade 12",816
"2019-2020",15,"RUNNELS COUNTY","Female","Early Education",2
"2019-2020",15,"RUNNELS COUNTY","Male","Early Education",7
"2019-2020",15,"RUNNELS COUNTY","Female","Pre-kindergarten",67
"2019-2020",15,"RUNNELS COUNTY","Male","Pre-kindergarten",50
"2019-2020",15,"RUNNELS COUNTY","Female","Kindergarten",59
"2019-2020",15,"RUNNELS COUNTY","Male","Kindergarten",77
"2019-2020",15,"RUNNELS COUNTY","Female","Grade 1",54
"2019-2020",15,"RUNNELS COUNTY","Male","Grade 1",72
"2019-2020",15,"RUNNELS COUNTY","Female","Grade 2",71
"2019-2020",15,"RUNNELS COUNTY","Male","Grade 2",73
"2019-2020",15,"RUNNELS COUNTY","Female","Grade 3",71
"2019-2020",15,"RUNNELS COUNTY","Male","Grade 3",72
"2019-2020",15,"RUNNELS COUNTY","Female","Grade 4",70
"2019-2020",15,"RUNNELS COUNTY","Male","Grade 4",72
"2019-2020",15,"RUNNELS COUNTY","Female","Grade 5",70
"2019-2020",15,"RUNNELS COUNTY","Male","Grade 5",76
"2019-2020",15,"RUNNELS COUNTY","Female","Grade 6",77
"2019-2020",15,"RUNNELS COUNTY","Male","Grade 6",86
"2019-2020",15,"RUNNELS COUNTY","Female","Grade 7",94
"2019-2020",15,"RUNNELS COUNTY","Male","Grade 7",83
"2019-2020",15,"RUNNELS COUNTY","Female","Grade 8",68
"2019-2020",15,"RUNNELS COUNTY","Male","Grade 8",89
"2019-2020",15,"RUNNELS COUNTY","Female","Grade 9",92
"2019-2020",15,"RUNNELS COUNTY","Male","Grade 9",81
"2019-2020",15,"RUNNELS COUNTY","Female","Grade 10",68
"2019-2020",15,"RUNNELS COUNTY","Male","Grade 10",85
"2019-2020",15,"RUNNELS COUNTY","Female","Grade 11",71
"2019-2020",15,"RUNNELS COUNTY","Male","Grade 11",77
"2019-2020",15,"RUNNELS COUNTY","Female","Grade 12",67
"2019-2020",15,"RUNNELS COUNTY","Male","Grade 12",88
"2019-2020",07,"RUSK COUNTY","Female","Early Education",13
"2019-2020",07,"RUSK COUNTY","Male","Early Education",15
"2019-2020",07,"RUSK COUNTY","Female","Pre-kindergarten",170
"2019-2020",07,"RUSK COUNTY","Male","Pre-kindergarten",194
"2019-2020",07,"RUSK COUNTY","Female","Kindergarten",259
"2019-2020",07,"RUSK COUNTY","Male","Kindergarten",256
"2019-2020",07,"RUSK COUNTY","Female","Grade 1",256
"2019-2020",07,"RUSK COUNTY","Male","Grade 1",257
"2019-2020",07,"RUSK COUNTY","Female","Grade 2",273
"2019-2020",07,"RUSK COUNTY","Male","Grade 2",311
"2019-2020",07,"RUSK COUNTY","Female","Grade 3",253
"2019-2020",07,"RUSK COUNTY","Male","Grade 3",296
"2019-2020",07,"RUSK COUNTY","Female","Grade 4",282
"2019-2020",07,"RUSK COUNTY","Male","Grade 4",287
"2019-2020",07,"RUSK COUNTY","Female","Grade 5",294
"2019-2020",07,"RUSK COUNTY","Male","Grade 5",318
"2019-2020",07,"RUSK COUNTY","Female","Grade 6",328
"2019-2020",07,"RUSK COUNTY","Male","Grade 6",292
"2019-2020",07,"RUSK COUNTY","Female","Grade 7",348
"2019-2020",07,"RUSK COUNTY","Male","Grade 7",320
"2019-2020",07,"RUSK COUNTY","Female","Grade 8",278
"2019-2020",07,"RUSK COUNTY","Male","Grade 8",313
"2019-2020",07,"RUSK COUNTY","Female","Grade 9",319
"2019-2020",07,"RUSK COUNTY","Male","Grade 9",328
"2019-2020",07,"RUSK COUNTY","Female","Grade 10",290
"2019-2020",07,"RUSK COUNTY","Male","Grade 10",280
"2019-2020",07,"RUSK COUNTY","Female","Grade 11",273
"2019-2020",07,"RUSK COUNTY","Male","Grade 11",267
"2019-2020",07,"RUSK COUNTY","Female","Grade 12",262
"2019-2020",07,"RUSK COUNTY","Male","Grade 12",268
"2019-2020",07,"SABINE COUNTY","Female","Early Education",2
"2019-2020",07,"SABINE COUNTY","Male","Early Education",1
"2019-2020",07,"SABINE COUNTY","Female","Pre-kindergarten",43
"2019-2020",07,"SABINE COUNTY","Male","Pre-kindergarten",54
"2019-2020",07,"SABINE COUNTY","Female","Kindergarten",61
"2019-2020",07,"SABINE COUNTY","Male","Kindergarten",55
"2019-2020",07,"SABINE COUNTY","Female","Grade 1",44
"2019-2020",07,"SABINE COUNTY","Male","Grade 1",45
"2019-2020",07,"SABINE COUNTY","Female","Grade 2",50
"2019-2020",07,"SABINE COUNTY","Male","Grade 2",41
"2019-2020",07,"SABINE COUNTY","Female","Grade 3",53
"2019-2020",07,"SABINE COUNTY","Male","Grade 3",54
"2019-2020",07,"SABINE COUNTY","Female","Grade 4",53
"2019-2020",07,"SABINE COUNTY","Male","Grade 4",62
"2019-2020",07,"SABINE COUNTY","Female","Grade 5",51
"2019-2020",07,"SABINE COUNTY","Male","Grade 5",59
"2019-2020",07,"SABINE COUNTY","Female","Grade 6",63
"2019-2020",07,"SABINE COUNTY","Male","Grade 6",59
"2019-2020",07,"SABINE COUNTY","Female","Grade 7",56
"2019-2020",07,"SABINE COUNTY","Male","Grade 7",64
"2019-2020",07,"SABINE COUNTY","Female","Grade 8",57
"2019-2020",07,"SABINE COUNTY","Male","Grade 8",58
"2019-2020",07,"SABINE COUNTY","Female","Grade 9",60
"2019-2020",07,"SABINE COUNTY","Male","Grade 9",57
"2019-2020",07,"SABINE COUNTY","Female","Grade 10",50
"2019-2020",07,"SABINE COUNTY","Male","Grade 10",61
"2019-2020",07,"SABINE COUNTY","Female","Grade 11",48
"2019-2020",07,"SABINE COUNTY","Male","Grade 11",55
"2019-2020",07,"SABINE COUNTY","Female","Grade 12",53
"2019-2020",07,"SABINE COUNTY","Male","Grade 12",39
"2019-2020",07,"SAN AUGUSTINE COUNTY","Female","Early Education",1
"2019-2020",07,"SAN AUGUSTINE COUNTY","Male","Early Education",3
"2019-2020",07,"SAN AUGUSTINE COUNTY","Female","Pre-kindergarten",55
"2019-2020",07,"SAN AUGUSTINE COUNTY","Male","Pre-kindergarten",42
"2019-2020",07,"SAN AUGUSTINE COUNTY","Female","Kindergarten",35
"2019-2020",07,"SAN AUGUSTINE COUNTY","Male","Kindergarten",29
"2019-2020",07,"SAN AUGUSTINE COUNTY","Female","Grade 1",41
"2019-2020",07,"SAN AUGUSTINE COUNTY","Male","Grade 1",34
"2019-2020",07,"SAN AUGUSTINE COUNTY","Female","Grade 2",36
"2019-2020",07,"SAN AUGUSTINE COUNTY","Male","Grade 2",42
"2019-2020",07,"SAN AUGUSTINE COUNTY","Female","Grade 3",35
"2019-2020",07,"SAN AUGUSTINE COUNTY","Male","Grade 3",39
"2019-2020",07,"SAN AUGUSTINE COUNTY","Female","Grade 4",43
"2019-2020",07,"SAN AUGUSTINE COUNTY","Male","Grade 4",41
"2019-2020",07,"SAN AUGUSTINE COUNTY","Female","Grade 5",42
"2019-2020",07,"SAN AUGUSTINE COUNTY","Male","Grade 5",44
"2019-2020",07,"SAN AUGUSTINE COUNTY","Female","Grade 6",39
"2019-2020",07,"SAN AUGUSTINE COUNTY","Male","Grade 6",42
"2019-2020",07,"SAN AUGUSTINE COUNTY","Female","Grade 7",41
"2019-2020",07,"SAN AUGUSTINE COUNTY","Male","Grade 7",54
"2019-2020",07,"SAN AUGUSTINE COUNTY","Female","Grade 8",40
"2019-2020",07,"SAN AUGUSTINE COUNTY","Male","Grade 8",46
"2019-2020",07,"SAN AUGUSTINE COUNTY","Female","Grade 9",42
"2019-2020",07,"SAN AUGUSTINE COUNTY","Male","Grade 9",42
"2019-2020",07,"SAN AUGUSTINE COUNTY","Female","Grade 10",25
"2019-2020",07,"SAN AUGUSTINE COUNTY","Male","Grade 10",32
"2019-2020",07,"SAN AUGUSTINE COUNTY","Female","Grade 11",45
"2019-2020",07,"SAN AUGUSTINE COUNTY","Male","Grade 11",31
"2019-2020",07,"SAN AUGUSTINE COUNTY","Female","Grade 12",42
"2019-2020",07,"SAN AUGUSTINE COUNTY","Male","Grade 12",43
"2019-2020",06,"SAN JACINTO COUNTY","Female","Early Education",4
"2019-2020",06,"SAN JACINTO COUNTY","Male","Early Education",13
"2019-2020",06,"SAN JACINTO COUNTY","Female","Pre-kindergarten",108
"2019-2020",06,"SAN JACINTO COUNTY","Male","Pre-kindergarten",105
"2019-2020",06,"SAN JACINTO COUNTY","Female","Kindergarten",145
"2019-2020",06,"SAN JACINTO COUNTY","Male","Kindergarten",117
"2019-2020",06,"SAN JACINTO COUNTY","Female","Grade 1",130
"2019-2020",06,"SAN JACINTO COUNTY","Male","Grade 1",141
"2019-2020",06,"SAN JACINTO COUNTY","Female","Grade 2",121
"2019-2020",06,"SAN JACINTO COUNTY","Male","Grade 2",113
"2019-2020",06,"SAN JACINTO COUNTY","Female","Grade 3",133
"2019-2020",06,"SAN JACINTO COUNTY","Male","Grade 3",121
"2019-2020",06,"SAN JACINTO COUNTY","Female","Grade 4",113
"2019-2020",06,"SAN JACINTO COUNTY","Male","Grade 4",135
"2019-2020",06,"SAN JACINTO COUNTY","Female","Grade 5",120
"2019-2020",06,"SAN JACINTO COUNTY","Male","Grade 5",152
"2019-2020",06,"SAN JACINTO COUNTY","Female","Grade 6",162
"2019-2020",06,"SAN JACINTO COUNTY","Male","Grade 6",145
"2019-2020",06,"SAN JACINTO COUNTY","Female","Grade 7",120
"2019-2020",06,"SAN JACINTO COUNTY","Male","Grade 7",163
"2019-2020",06,"SAN JACINTO COUNTY","Female","Grade 8",125
"2019-2020",06,"SAN JACINTO COUNTY","Male","Grade 8",143
"2019-2020",06,"SAN JACINTO COUNTY","Female","Grade 9",121
"2019-2020",06,"SAN JACINTO COUNTY","Male","Grade 9",157
"2019-2020",06,"SAN JACINTO COUNTY","Female","Grade 10",107
"2019-2020",06,"SAN JACINTO COUNTY","Male","Grade 10",129
"2019-2020",06,"SAN JACINTO COUNTY","Female","Grade 11",112
"2019-2020",06,"SAN JACINTO COUNTY","Male","Grade 11",122
"2019-2020",06,"SAN JACINTO COUNTY","Female","Grade 12",94
"2019-2020",06,"SAN JACINTO COUNTY","Male","Grade 12",102
"2019-2020",02,"SAN PATRICIO COUNTY","Female","Early Education",26
"2019-2020",02,"SAN PATRICIO COUNTY","Male","Early Education",45
"2019-2020",02,"SAN PATRICIO COUNTY","Female","Pre-kindergarten",269
"2019-2020",02,"SAN PATRICIO COUNTY","Male","Pre-kindergarten",261
"2019-2020",02,"SAN PATRICIO COUNTY","Female","Kindergarten",500
"2019-2020",02,"SAN PATRICIO COUNTY","Male","Kindergarten",484
"2019-2020",02,"SAN PATRICIO COUNTY","Female","Grade 1",464
"2019-2020",02,"SAN PATRICIO COUNTY","Male","Grade 1",549
"2019-2020",02,"SAN PATRICIO COUNTY","Female","Grade 2",461
"2019-2020",02,"SAN PATRICIO COUNTY","Male","Grade 2",548
"2019-2020",02,"SAN PATRICIO COUNTY","Female","Grade 3",476
"2019-2020",02,"SAN PATRICIO COUNTY","Male","Grade 3",516
"2019-2020",02,"SAN PATRICIO COUNTY","Female","Grade 4",492
"2019-2020",02,"SAN PATRICIO COUNTY","Male","Grade 4",488
"2019-2020",02,"SAN PATRICIO COUNTY","Female","Grade 5",527
"2019-2020",02,"SAN PATRICIO COUNTY","Male","Grade 5",549
"2019-2020",02,"SAN PATRICIO COUNTY","Female","Grade 6",552
"2019-2020",02,"SAN PATRICIO COUNTY","Male","Grade 6",572
"2019-2020",02,"SAN PATRICIO COUNTY","Female","Grade 7",484
"2019-2020",02,"SAN PATRICIO COUNTY","Male","Grade 7",562
"2019-2020",02,"SAN PATRICIO COUNTY","Female","Grade 8",515
"2019-2020",02,"SAN PATRICIO COUNTY","Male","Grade 8",569
"2019-2020",02,"SAN PATRICIO COUNTY","Female","Grade 9",582
"2019-2020",02,"SAN PATRICIO COUNTY","Male","Grade 9",585
"2019-2020",02,"SAN PATRICIO COUNTY","Female","Grade 10",507
"2019-2020",02,"SAN PATRICIO COUNTY","Male","Grade 10",565
"2019-2020",02,"SAN PATRICIO COUNTY","Female","Grade 11",435
"2019-2020",02,"SAN PATRICIO COUNTY","Male","Grade 11",479
"2019-2020",02,"SAN PATRICIO COUNTY","Female","Grade 12",460
"2019-2020",02,"SAN PATRICIO COUNTY","Male","Grade 12",452
"2019-2020",15,"SAN SABA COUNTY","Female","Early Education",1
"2019-2020",15,"SAN SABA COUNTY","Male","Early Education",2
"2019-2020",15,"SAN SABA COUNTY","Female","Pre-kindergarten",32
"2019-2020",15,"SAN SABA COUNTY","Male","Pre-kindergarten",33
"2019-2020",15,"SAN SABA COUNTY","Female","Kindergarten",40
"2019-2020",15,"SAN SABA COUNTY","Male","Kindergarten",32
"2019-2020",15,"SAN SABA COUNTY","Female","Grade 1",29
"2019-2020",15,"SAN SABA COUNTY","Male","Grade 1",46
"2019-2020",15,"SAN SABA COUNTY","Female","Grade 2",38
"2019-2020",15,"SAN SABA COUNTY","Male","Grade 2",42
"2019-2020",15,"SAN SABA COUNTY","Female","Grade 3",37
"2019-2020",15,"SAN SABA COUNTY","Male","Grade 3",31
"2019-2020",15,"SAN SABA COUNTY","Female","Grade 4",22
"2019-2020",15,"SAN SABA COUNTY","Male","Grade 4",33
"2019-2020",15,"SAN SABA COUNTY","Female","Grade 5",34
"2019-2020",15,"SAN SABA COUNTY","Male","Grade 5",41
"2019-2020",15,"SAN SABA COUNTY","Female","Grade 6",39
"2019-2020",15,"SAN SABA COUNTY","Male","Grade 6",30
"2019-2020",15,"SAN SABA COUNTY","Female","Grade 7",40
"2019-2020",15,"SAN SABA COUNTY","Male","Grade 7",42
"2019-2020",15,"SAN SABA COUNTY","Female","Grade 8",37
"2019-2020",15,"SAN SABA COUNTY","Male","Grade 8",28
"2019-2020",15,"SAN SABA COUNTY","Female","Grade 9",32
"2019-2020",15,"SAN SABA COUNTY","Male","Grade 9",40
"2019-2020",15,"SAN SABA COUNTY","Female","Grade 10",37
"2019-2020",15,"SAN SABA COUNTY","Male","Grade 10",36
"2019-2020",15,"SAN SABA COUNTY","Female","Grade 11",27
"2019-2020",15,"SAN SABA COUNTY","Male","Grade 11",39
"2019-2020",15,"SAN SABA COUNTY","Female","Grade 12",33
"2019-2020",15,"SAN SABA COUNTY","Male","Grade 12",42
"2019-2020",15,"SCHLEICHER COUNTY","Female","Pre-kindergarten",15
"2019-2020",15,"SCHLEICHER COUNTY","Male","Pre-kindergarten",12
"2019-2020",15,"SCHLEICHER COUNTY","Female","Kindergarten",16
"2019-2020",15,"SCHLEICHER COUNTY","Male","Kindergarten",17
"2019-2020",15,"SCHLEICHER COUNTY","Female","Grade 1",19
"2019-2020",15,"SCHLEICHER COUNTY","Male","Grade 1",21
"2019-2020",15,"SCHLEICHER COUNTY","Female","Grade 2",17
"2019-2020",15,"SCHLEICHER COUNTY","Male","Grade 2",16
"2019-2020",15,"SCHLEICHER COUNTY","Female","Grade 3",16
"2019-2020",15,"SCHLEICHER COUNTY","Male","Grade 3",13
"2019-2020",15,"SCHLEICHER COUNTY","Female","Grade 4",14
"2019-2020",15,"SCHLEICHER COUNTY","Male","Grade 4",12
"2019-2020",15,"SCHLEICHER COUNTY","Female","Grade 5",18
"2019-2020",15,"SCHLEICHER COUNTY","Male","Grade 5",28
"2019-2020",15,"SCHLEICHER COUNTY","Female","Grade 6",23
"2019-2020",15,"SCHLEICHER COUNTY","Male","Grade 6",25
"2019-2020",15,"SCHLEICHER COUNTY","Female","Grade 7",21
"2019-2020",15,"SCHLEICHER COUNTY","Male","Grade 7",22
"2019-2020",15,"SCHLEICHER COUNTY","Female","Grade 8",13
"2019-2020",15,"SCHLEICHER COUNTY","Male","Grade 8",18
"2019-2020",15,"SCHLEICHER COUNTY","Female","Grade 9",17
"2019-2020",15,"SCHLEICHER COUNTY","Male","Grade 9",22
"2019-2020",15,"SCHLEICHER COUNTY","Female","Grade 10",23
"2019-2020",15,"SCHLEICHER COUNTY","Male","Grade 10",14
"2019-2020",15,"SCHLEICHER COUNTY","Female","Grade 11",16
"2019-2020",15,"SCHLEICHER COUNTY","Male","Grade 11",21
"2019-2020",15,"SCHLEICHER COUNTY","Female","Grade 12",16
"2019-2020",15,"SCHLEICHER COUNTY","Male","Grade 12",20
"2019-2020",14,"SCURRY COUNTY","Female","Early Education",3
"2019-2020",14,"SCURRY COUNTY","Male","Early Education",16
"2019-2020",14,"SCURRY COUNTY","Female","Pre-kindergarten",76
"2019-2020",14,"SCURRY COUNTY","Male","Pre-kindergarten",61
"2019-2020",14,"SCURRY COUNTY","Female","Kindergarten",123
"2019-2020",14,"SCURRY COUNTY","Male","Kindergarten",106
"2019-2020",14,"SCURRY COUNTY","Female","Grade 1",117
"2019-2020",14,"SCURRY COUNTY","Male","Grade 1",118
"2019-2020",14,"SCURRY COUNTY","Female","Grade 2",99
"2019-2020",14,"SCURRY COUNTY","Male","Grade 2",132
"2019-2020",14,"SCURRY COUNTY","Female","Grade 3",120
"2019-2020",14,"SCURRY COUNTY","Male","Grade 3",115
"2019-2020",14,"SCURRY COUNTY","Female","Grade 4",132
"2019-2020",14,"SCURRY COUNTY","Male","Grade 4",135
"2019-2020",14,"SCURRY COUNTY","Female","Grade 5",105
"2019-2020",14,"SCURRY COUNTY","Male","Grade 5",141
"2019-2020",14,"SCURRY COUNTY","Female","Grade 6",98
"2019-2020",14,"SCURRY COUNTY","Male","Grade 6",139
